model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
SBM	1	0.0894440	0.0894440	0.0894440	0.0894440	0.0894440	0.0894440
SBM	2	0.0894440	0.0894440	0.0894440	0.0000000	0.0000000	0.0000000
SBM	3	0.0894440	0.0894440	0.0894440	0.0000000	0.0000000	0.0000000
SBM	4	0.0894440	0.0894440	0.0894440	0.0000000	0.0000000	0.0000000
SBM	5	0.0894440	0.0894440	0.0894440	0.0000000	0.0000000	0.0000000
SBM	6	0.0894440	0.0894440	0.0894440	0.0000000	0.0000000	0.0000000
SBM	7	0.0891578	0.0897329	0.0885826	0.0000714	0.0002150	-0.0000721
SBM	8	0.0894440	0.0894440	0.0894440	0.0000714	0.0002150	-0.0000721
SBM	9	0.0894440	0.0894440	0.0894440	0.0000000	0.0000000	0.0000000
SBM	10	0.0891578	0.0897329	0.0885826	0.0000714	0.0002150	-0.0000721
SBM	11	0.0891578	0.0897329	0.0885826	0.0001429	0.0003438	-0.0000581
SBM	12	0.0888715	0.0896766	0.0880664	0.0000714	0.0002150	-0.0000721
SBM	13	0.0885853	0.0895610	0.0876096	0.0002143	0.0004578	-0.0000292
SBM	14	0.0888715	0.0896766	0.0880664	0.0002143	0.0004578	-0.0000292
SBM	15	0.0888015	0.0896148	0.0879883	0.0001608	0.0003884	-0.0000668
SBM	16	0.0885151	0.0895770	0.0874531	0.0002501	0.0005359	-0.0000356
SBM	17	0.0882991	0.0894137	0.0871845	0.0003750	0.0006830	0.0000670
SBM	18	0.0875864	0.0889819	0.0861909	0.0003215	0.0006195	0.0000236
SBM	19	0.0879426	0.0892419	0.0866433	0.0004107	0.0007192	0.0001023
SBM	20	0.0884451	0.0895113	0.0873788	0.0004464	0.0007797	0.0001132
