model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
Erdos-Renyi	1	0.0289142	0.0348453	0.0229830	0.0289142	0.0348453	0.0229830
Erdos-Renyi	2	0.0246528	0.0309797	0.0183259	0.0205343	0.0269275	0.0141411
Erdos-Renyi	3	0.0279447	0.0344200	0.0214695	0.0217848	0.0281103	0.0154593
Erdos-Renyi	4	0.0240254	0.0301145	0.0179363	0.0193964	0.0244995	0.0142934
Erdos-Renyi	5	0.0322574	0.0384254	0.0260894	0.0239664	0.0302549	0.0176780
Erdos-Renyi	6	0.0283870	0.0342856	0.0224884	0.0175083	0.0217613	0.0132552
Erdos-Renyi	7	0.0310420	0.0369324	0.0251517	0.0138808	0.0185388	0.0092227
Erdos-Renyi	8	0.0294633	0.0356371	0.0232894	0.0162733	0.0212001	0.0113464
Erdos-Renyi	9	0.0267695	0.0329360	0.0206031	0.0199024	0.0257739	0.0140308
Erdos-Renyi	10	0.0298655	0.0359642	0.0237669	0.0157951	0.0206671	0.0109231
Erdos-Renyi	11	0.0305158	0.0378039	0.0232277	0.0233398	0.0294729	0.0172067
Erdos-Renyi	12	0.0248766	0.0308194	0.0189338	0.0177318	0.0231886	0.0122750
Erdos-Renyi	13	0.0291945	0.0360999	0.0222891	0.0159818	0.0205249	0.0114387
Erdos-Renyi	14	0.0344364	0.0409108	0.0279620	0.0234748	0.0295459	0.0174037
Erdos-Renyi	15	0.0267945	0.0330364	0.0205527	0.0221166	0.0281081	0.0161251
Erdos-Renyi	16	0.0295203	0.0358452	0.0231955	0.0188872	0.0243806	0.0133939
Erdos-Renyi	17	0.0265470	0.0326056	0.0204883	0.0176399	0.0230018	0.0122781
Erdos-Renyi	18	0.0304002	0.0368254	0.0239749	0.0196297	0.0250725	0.0141870
Erdos-Renyi	19	0.0357353	0.0427291	0.0287415	0.0193954	0.0249294	0.0138614
Erdos-Renyi	20	0.0328918	0.0403597	0.0254239	0.0196103	0.0258068	0.0134137
