model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
Erdos-Renyi	1	0.0945335	0.0960879	0.0929792	0.0945335	0.0960879	0.0929792
Erdos-Renyi	2	0.0947522	0.0963066	0.0931978	0.0015306	0.0020435	0.0010177
Erdos-Renyi	3	0.0958455	0.0973605	0.0943305	0.0012391	0.0017324	0.0010000
Erdos-Renyi	4	0.0958455	0.0973605	0.0943305	0.0018950	0.0024123	0.0013778
Erdos-Renyi	5	0.0930029	0.0944830	0.0915229	0.0015306	0.0020435	0.0010177
Erdos-Renyi	6	0.0947522	0.0963066	0.0931978	0.0018950	0.0024123	0.0013778
Erdos-Renyi	7	0.0956268	0.0971551	0.0940986	0.0016035	0.0021190	0.0010880
Erdos-Renyi	8	0.0943149	0.0958666	0.0927631	0.0016035	0.0021190	0.0010880
Erdos-Renyi	9	0.0958455	0.0973605	0.0943305	0.0018222	0.0023403	0.0013040
Erdos-Renyi	10	0.0949708	0.0965226	0.0934191	0.0023324	0.0028257	0.0018390
Erdos-Renyi	11	0.0934402	0.0949552	0.0919252	0.0021137	0.0026231	0.0016043
Erdos-Renyi	12	0.0954082	0.0969469	0.0938694	0.0019679	0.0024835	0.0014524
Erdos-Renyi	13	0.0951895	0.0967361	0.0936429	0.0016764	0.0021936	0.0011591
Erdos-Renyi	14	0.0947522	0.0963066	0.0931978	0.0018950	0.0024123	0.0013778
Erdos-Renyi	15	0.0945335	0.0960879	0.0929792	0.0018222	0.0023403	0.0013040
Erdos-Renyi	16	0.0940962	0.0956428	0.0925496	0.0016035	0.0021190	0.0010880
Erdos-Renyi	17	0.0954082	0.0969469	0.0938694	0.0017493	0.0022674	0.0012311
Erdos-Renyi	18	0.0947522	0.0963066	0.0931978	0.0018222	0.0023403	0.0013040
Erdos-Renyi	19	0.0938776	0.0954163	0.0923388	0.0017493	0.0022674	0.0012311
Erdos-Renyi	20	0.0943149	0.0958666	0.0927631	0.0016035	0.0021190	0.0010880
