model	gen	abs_mean	abs95d	abs95u
Kronecker	1	0.2032826	0.1993801	0.2071851
Kronecker	2	0.2966087	0.2899083	0.3033091
Kronecker	3	0.8799348	0.8653007	0.8945688
Kronecker	4	1.9069778	1.8781818	1.9357738
Kronecker	5	3.6235333	3.5449854	3.7020813
Kronecker	6	6.6094222	6.4276161	6.7912283
Kronecker	7	11.8158444	11.4470199	12.1846690
Kronecker	8	21.2261556	20.6079204	21.8443907
Kronecker	9	34.0138000	33.6068524	34.4207476
Kronecker	10	36.7887111	36.7145501	36.8628722
Kronecker	11	37.1746000	37.1494493	37.1997507
Kronecker	12	37.3225455	37.2898853	37.3552056
Kronecker	13	37.0873590	37.0305967	37.1441212
Kronecker	14	37.2235625	37.1928640	37.2542610
Kronecker	15	37.3697600	37.3371081	37.4024119
Kronecker	16	37.1015500	37.0293903	37.1737097
Kronecker	17	37.2224000	37.1823114	37.2624886
Kronecker	18	37.3868889	37.3295748	37.4442029
Kronecker	19	37.1561429	36.9789748	37.3333109
Kronecker	20	37.1575000	36.9536143	37.3613857
