model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	15.0728400	14.9075004	15.2381796
Chung-Lu	2	24.1017400	23.9327844	24.2706956
Chung-Lu	3	30.3281200	30.1606457	30.4955943
Chung-Lu	4	34.6932600	34.5448576	34.8416624
Chung-Lu	5	38.1478400	38.0116425	38.2840375
Chung-Lu	6	40.8558400	40.7046596	41.0070204
Chung-Lu	7	43.0662000	42.9217239	43.2106761
Chung-Lu	8	44.9197000	44.7948145	45.0445855
Chung-Lu	9	46.4946800	46.3679588	46.6214012
Chung-Lu	10	47.8059200	47.6909422	47.9208978
Chung-Lu	11	48.9744000	48.8607903	49.0880097
Chung-Lu	12	50.0127000	49.9005405	50.1248595
Chung-Lu	13	50.9448800	50.8371161	51.0526439
Chung-Lu	14	51.7421600	51.6413314	51.8429886
Chung-Lu	15	52.4962200	52.4079827	52.5844573
Chung-Lu	16	53.1689400	53.0807044	53.2571756
Chung-Lu	17	53.7481400	53.6652763	53.8310037
Chung-Lu	18	54.3158400	54.2350970	54.3965830
Chung-Lu	19	54.8034000	54.7271930	54.8796070
Chung-Lu	20	55.2762600	55.2043113	55.3482087
