model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	8.2634800	8.1177063	8.4092537
Chung-Lu	2	14.1307600	13.9690861	14.2924339
Chung-Lu	3	18.5015800	18.3639942	18.6391658
Chung-Lu	4	21.9748800	21.8328871	22.1168729
Chung-Lu	5	24.7004600	24.5591244	24.8417956
Chung-Lu	6	26.9987400	26.8589125	27.1385675
Chung-Lu	7	28.9533400	28.8116217	29.0950583
Chung-Lu	8	30.6008800	30.4672049	30.7345551
Chung-Lu	9	32.0478600	31.9180390	32.1776810
Chung-Lu	10	33.2950400	33.1724091	33.4176709
Chung-Lu	11	34.4135400	34.2922931	34.5347869
Chung-Lu	12	35.4066200	35.2891908	35.5240492
Chung-Lu	13	36.2625600	36.1469221	36.3781979
Chung-Lu	14	37.0771400	36.9619051	37.1923749
Chung-Lu	15	37.7730400	37.6624036	37.8836764
Chung-Lu	16	38.4848600	38.3756986	38.5940214
Chung-Lu	17	39.1060800	38.9936079	39.2185521
Chung-Lu	18	39.7005000	39.5928490	39.8081510
Chung-Lu	19	40.2243800	40.1290872	40.3196728
Chung-Lu	20	40.7222600	40.6260718	40.8184482
