model	gen	abs_mean	abs95d	abs95u
BUGGE	1	1.8350200	1.7779224	1.8921176
BUGGE	2	1.9650200	1.8969088	2.0331312
BUGGE	3	2.0155600	1.9493285	2.0817915
BUGGE	4	2.1906800	2.1268577	2.2545023
BUGGE	5	2.2113600	2.1445614	2.2781586
BUGGE	6	2.2425000	2.1894597	2.2955403
BUGGE	7	2.2965600	2.2056831	2.3874369
BUGGE	8	2.3314600	2.2762494	2.3866706
BUGGE	9	2.3423600	2.2693679	2.4153521
BUGGE	10	2.3952400	2.3262141	2.4642659
BUGGE	11	2.4481600	2.3757605	2.5205595
BUGGE	12	2.4673400	2.3853775	2.5493025
BUGGE	13	2.4362400	2.3633770	2.5091030
BUGGE	14	2.4661400	2.3967161	2.5355639
BUGGE	15	2.5869000	2.4973312	2.6764688
BUGGE	16	2.5178800	2.4483132	2.5874468
BUGGE	17	2.5434000	2.4627958	2.6240042
BUGGE	18	2.5747000	2.4829392	2.6664608
BUGGE	19	2.5410600	2.4793681	2.6027519
BUGGE	20	2.5428200	2.4702267	2.6154133
