model	gen	abs_mean	abs95d	abs95u
BTER	1	0.0511800	0.0486611	0.0536989
BTER	2	0.0662000	0.0618029	0.0705971
BTER	3	0.0744400	0.0703723	0.0785077
BTER	4	0.0747200	0.0701120	0.0793280
BTER	5	0.0765200	0.0720333	0.0810067
BTER	6	0.0780600	0.0735909	0.0825291
BTER	7	0.0805000	0.0764664	0.0845336
BTER	8	0.0813600	0.0769019	0.0858181
BTER	9	0.0834200	0.0797350	0.0871050
BTER	10	0.0807400	0.0767144	0.0847656
BTER	11	0.0822400	0.0782997	0.0861803
BTER	12	0.0780600	0.0735487	0.0825713
BTER	13	0.0824200	0.0788403	0.0859997
BTER	14	0.0828800	0.0791472	0.0866128
BTER	15	0.0834600	0.0802801	0.0866399
BTER	16	0.0857600	0.0822353	0.0892847
BTER	17	0.0792800	0.0751134	0.0834466
BTER	18	0.0816800	0.0774590	0.0859010
BTER	19	0.0813600	0.0777043	0.0850157
BTER	20	0.0815800	0.0777576	0.0854024
