model	gen	abs_mean	abs95d	abs95u
HRG	1	0.1865000	0.1577033	0.2152967
HRG	2	0.2592200	0.2257923	0.2926477
HRG	3	0.3100400	0.2767046	0.3433754
HRG	4	0.3337800	0.2924690	0.3750910
HRG	5	0.3150800	0.2804076	0.3497524
HRG	6	0.3100200	0.2777935	0.3422465
HRG	7	0.2897600	0.2687572	0.3107628
HRG	8	0.2706800	0.2478270	0.2935330
HRG	9	0.2394600	0.2312830	0.2476370
HRG	10	0.2340400	0.2261005	0.2419795
HRG	11	0.2327200	0.2219767	0.2434633
HRG	12	0.2220600	0.2136018	0.2305182
HRG	13	0.2207000	0.2103650	0.2310350
HRG	14	0.2183400	0.2098452	0.2268348
HRG	15	0.2203000	0.2086292	0.2319708
HRG	16	0.2098400	0.2005477	0.2191323
HRG	17	0.2033600	0.1949498	0.2117702
HRG	18	0.2152000	0.2000655	0.2303345
HRG	19	0.2083400	0.1989089	0.2177711
HRG	20	0.2030000	0.1937529	0.2122471
