model	gen	abs_mean	abs95d	abs95u
SBM	1	1.0810000	1.0456689	1.1163311
SBM	2	0.9681200	0.8843186	1.0519214
SBM	3	0.9191200	0.8235020	1.0147380
SBM	4	0.8318000	0.7217761	0.9418239
SBM	5	0.7596800	0.6462311	0.8731289
SBM	6	0.6797200	0.5729235	0.7865165
SBM	7	0.7131400	0.5902739	0.8360061
SBM	8	0.6192600	0.5078787	0.7306413
SBM	9	0.6132800	0.5054975	0.7210625
SBM	10	0.5479200	0.4535604	0.6422796
SBM	11	0.5016600	0.4194559	0.5838641
SBM	12	0.5162800	0.4359490	0.5966110
SBM	13	0.5149000	0.4210725	0.6087275
SBM	14	0.5101800	0.4178286	0.6025314
SBM	15	0.4615600	0.3821885	0.5409315
SBM	16	0.4523600	0.3699705	0.5347495
SBM	17	0.4549000	0.3733191	0.5364809
SBM	18	0.4610000	0.3695377	0.5524623
SBM	19	0.4343000	0.3623069	0.5062931
SBM	20	0.4519000	0.3717228	0.5320772
