model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	0.0062600	0.0061341	0.0063859
Chung-Lu	2	0.0119000	0.0117565	0.0120435
Chung-Lu	3	0.0171800	0.0170208	0.0173392
Chung-Lu	4	0.0223600	0.0221901	0.0225299
Chung-Lu	5	0.0270600	0.0268839	0.0272361
Chung-Lu	6	0.0316600	0.0315016	0.0318184
Chung-Lu	7	0.0359200	0.0357493	0.0360907
Chung-Lu	8	0.0401600	0.0399940	0.0403260
Chung-Lu	9	0.0441600	0.0439581	0.0443619
Chung-Lu	10	0.0478800	0.0476841	0.0480759
Chung-Lu	11	0.0515200	0.0512959	0.0517441
Chung-Lu	12	0.0551000	0.0548758	0.0553242
Chung-Lu	13	0.0581600	0.0579350	0.0583850
Chung-Lu	14	0.0614800	0.0612633	0.0616967
Chung-Lu	15	0.0645200	0.0643111	0.0647289
Chung-Lu	16	0.0675000	0.0672833	0.0677167
Chung-Lu	17	0.0704200	0.0701970	0.0706430
Chung-Lu	18	0.0730600	0.0728346	0.0732854
Chung-Lu	19	0.0758400	0.0756224	0.0760576
Chung-Lu	20	0.0783400	0.0780991	0.0785809
