model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
SBM	1	0.9105560186967321	0.9105560186967321	0.9105560186967321	0.9105560186967321	0.9105560186967321	0.9105560186967321
SBM	2	0.9105560186967321	0.9105560186967321	0.9105560186967321	1.0	1.0	1.0
SBM	3	0.9105560186967321	0.9105560186967321	0.9105560186967321	1.0	1.0	1.0
SBM	4	0.9105560186967321	0.9105560186967321	0.9105560186967321	1.0	1.0	1.0
SBM	5	0.9105560186967321	0.9105560186967321	0.9105560186967321	1.0	1.0	1.0
SBM	6	0.9105560186967321	0.9105560186967321	0.9105560186967321	1.0	1.0	1.0
SBM	7	0.9108422445572262	0.9102670521565069	0.9114174369579454	0.9999285714285713	0.9997850303403935	1.000072112516749
SBM	8	0.9105560186967321	0.9105560186967321	0.9105560186967321	0.9999285714285713	0.9997850303403935	1.000072112516749
SBM	9	0.9105560186967321	0.9105560186967321	0.9105560186967321	1.0	1.0	1.0
SBM	10	0.9108422445572262	0.9102670521565069	0.9114174369579454	0.9999285714285713	0.9997850303403935	1.000072112516749
SBM	11	0.9108422445572262	0.9102670521565069	0.9114174369579454	0.9998571428571428	0.9996562271867659	1.0000580585275196
SBM	12	0.9111284704177203	0.9103233687687554	0.9119335720666851	0.9999285714285713	0.9997850303403935	1.000072112516749
SBM	13	0.9114146962782144	0.9104389775164994	0.9123904150399293	0.9997857142857143	0.999542220573633	1.0000292079977955
SBM	14	0.9111284704177203	0.9103233687687554	0.9119335720666851	0.9997857142857143	0.999542220573633	1.0000292079977955
SBM	15	0.9111984674861615	0.910385220716237	0.9120117142560861	0.9998392138741701	0.9996116229738458	1.0000668047744943
SBM	16	0.911484949248236	0.9104229985494845	0.9125468999469875	0.9997498563197686	0.9994640678613071	1.0000356447782301
SBM	17	0.9117009221387085	0.9105863093771474	0.9128155349002696	0.9996249920209354	0.9993170186236054	0.9999329654182653
SBM	18	0.9124136238981595	0.9110181135992474	0.9138091341970715	0.9996784916093913	0.9993805430116525	0.9999764402071301
SBM	19	0.9120574009692242	0.9107580644465088	0.9133567374919396	0.9995892617770921	0.9992807748191335	0.9998977487350507
SBM	20	0.9115549463166772	0.9104887343511763	0.9126211582821782	0.9995535634495069	0.9992203421848341	0.9998867847141796
