model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
BUGGE	1	0.875142857142857	0.8698470996604551	0.8804386146252589	0.875142857142857	0.8698470996604551	0.8804386146252589
BUGGE	2	0.8792142857142856	0.8755882240071663	0.8828403474214049	0.9894999999999997	0.9861972815609904	0.992802718439009
BUGGE	3	0.8808571428571428	0.8770057496399009	0.8847085360743847	0.9908571428571428	0.9889759598041518	0.9927383259101338
BUGGE	4	0.8789802829075952	0.8747661881509097	0.8831943776642808	0.9906964205923638	0.9888127763336965	0.9925800648510312
BUGGE	5	0.8789285714285713	0.8745967822820435	0.883260360575099	0.9909107063066495	0.9891514345105668	0.9926699781027322
BUGGE	6	0.8784285714285712	0.8737707137840824	0.88308642907306	0.9868571428571427	0.9841879118226639	0.9895263738916215
BUGGE	7	0.8779285714285713	0.8730773402817152	0.8827798025754273	0.9877857142857142	0.9843661491520524	0.9912052794193759
BUGGE	8	0.8791428571428571	0.874883950409089	0.8834017638766253	0.9879285714285712	0.9846164449650961	0.9912406978920462
BUGGE	9	0.8792857142857143	0.8745827566532368	0.8839886719181919	0.990785714285714	0.9888178985425539	0.9927535300288742
BUGGE	10	0.8790872661121104	0.8746160154118952	0.8835585168123257	0.9892678491637925	0.9868652444138506	0.9916704539137344
BUGGE	11	0.8778571428571429	0.873069999365345	0.8826442863489408	0.990982007155976	0.9886789496235047	0.9932850646884472
BUGGE	12	0.8764285714285712	0.871104938011361	0.8817522048457814	0.988642857142857	0.985886438026335	0.9913992762593791
BUGGE	13	0.8757142857142856	0.8701967204695656	0.8812318509590055	0.9897142857142854	0.9869658871218172	0.9924626843067537
BUGGE	14	0.8780714285714285	0.8731713837649409	0.8829714733779161	0.9891428571428571	0.9866150564025503	0.9916706578831639
BUGGE	15	0.8788571428571427	0.8744838604839208	0.8832304252303645	0.9895714285714284	0.987451871407218	0.9916909857356389
BUGGE	16	0.8799999999999999	0.8760931070933221	0.8839068929066777	0.9887142857142855	0.986521403689625	0.990907167738946
BUGGE	17	0.8782142857142857	0.8735326110765804	0.882895960351991	0.988785714285714	0.9864475954885085	0.9911238330829196
BUGGE	18	0.8809285714285714	0.8770507927215923	0.8848063501355505	0.991142857142857	0.9891207662679639	0.9931649480177501
BUGGE	19	0.8817857142857143	0.8778187426177095	0.885752685953719	0.9900714285714285	0.986906010314372	0.993236846828485
BUGGE	20	0.8826428571428571	0.8789803342934667	0.8863053799922475	0.9912142857142855	0.9886761096133385	0.9937524618152325
