model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
BUGGE	1	0.9955555555555554	0.9949175951636541	0.9961935159474568	0.9955555555555554	0.9949175951636541	0.9961935159474568
BUGGE	2	0.9914074074074074	0.9904000492961367	0.9924147655186781	0.997925925925926	0.9973981339084217	0.9984537179434303
BUGGE	3	0.9896296296296297	0.9889916692377284	0.9902675900215311	0.9986666666666667	0.9981562983531457	0.9991770349801877
BUGGE	4	0.988888888888889	0.988888888888889	0.988888888888889	0.9996296296296296	0.999310649433679	0.9999486098255803
BUGGE	5	0.9890370370370372	0.9887393221874832	0.9893347518865911	0.9999259259259259	0.9997770685011489	1.0000747833507029
BUGGE	6	0.988888888888889	0.988888888888889	0.988888888888889	0.9999259259259259	0.9997770685011489	1.0000747833507029
BUGGE	7	0.9890370370370372	0.9887393221874832	0.9893347518865911	0.9999259259259259	0.9997770685011489	1.0000747833507029
BUGGE	8	0.988888888888889	0.988888888888889	0.988888888888889	0.9999259259259259	0.9997770685011489	1.0000747833507029
BUGGE	9	0.9890370370370372	0.9887393221874832	0.9893347518865911	0.9999259259259259	0.9997770685011489	1.0000747833507029
BUGGE	10	0.988888888888889	0.988888888888889	0.988888888888889	0.9999259259259259	0.9997770685011489	1.0000747833507029
BUGGE	11	0.988888888888889	0.988888888888889	0.988888888888889	1.0	1.0	1.0
BUGGE	12	0.9890370370370372	0.9887393221874832	0.9893347518865911	0.9999259259259259	0.9997770685011489	1.0000747833507029
BUGGE	13	0.988888888888889	0.988888888888889	0.988888888888889	0.9999259259259259	0.9997770685011489	1.0000747833507029
BUGGE	14	0.988888888888889	0.988888888888889	0.988888888888889	1.0	1.0	1.0
BUGGE	15	0.988888888888889	0.988888888888889	0.988888888888889	1.0	1.0	1.0
BUGGE	16	0.988888888888889	0.988888888888889	0.988888888888889	1.0	1.0	1.0
BUGGE	17	0.988888888888889	0.988888888888889	0.988888888888889	1.0	1.0	1.0
BUGGE	18	0.9890370370370372	0.9887393221874832	0.9893347518865911	0.9999259259259259	0.9997770685011489	1.0000747833507029
BUGGE	19	0.988888888888889	0.988888888888889	0.988888888888889	0.9999259259259259	0.9997770685011489	1.0000747833507029
BUGGE	20	0.988888888888889	0.988888888888889	0.988888888888889	1.0	1.0	1.0
