model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
BUGGE	1	0.8752186588921281	0.8698130870055583	0.880624230778698	0.8752186588921281	0.8698130870055583	0.880624230778698
BUGGE	2	0.8793731778425655	0.8756847771000555	0.8830615785850755	0.989285714285714	0.9859419043548974	0.9926295242165306
BUGGE	3	0.8806851311953352	0.8767681195499297	0.8846021428407407	0.990816326530612	0.9888971667392819	0.9927354863219422
BUGGE	4	0.8789157405762633	0.8746145192180501	0.8832169619344765	0.9907980968143654	0.9888859468161426	0.9927102468125881
BUGGE	5	0.8784256559766763	0.8741242868384433	0.8827270251149093	0.9910896420038697	0.9893310724583404	0.9928482115493991
BUGGE	6	0.878206997084548	0.8734723677286731	0.8829416264404228	0.9866618075801747	0.9839657343785285	0.989357880781821
BUGGE	7	0.8778425655976675	0.8728918330045946	0.8827932981907404	0.9878279883381922	0.9843371469376998	0.9913188297386846
BUGGE	8	0.8786443148688046	0.8744173380901428	0.8828712916474664	0.9880466472303205	0.9846731305384365	0.9914201639222046
BUGGE	9	0.8787900874635568	0.8740965548851932	0.8834836200419204	0.9905976676384838	0.98862561585835	0.9925697194186176
BUGGE	10	0.8785875893272264	0.8741383603837471	0.8830368182707056	0.9890488256773393	0.9866369049977147	0.9914607463569639
BUGGE	11	0.8775510204081632	0.872703117784474	0.8823989230318525	0.9910895116751941	0.9887480941375497	0.9934309292128385
BUGGE	12	0.8763119533527696	0.8708809480035238	0.8817429587020154	0.9884839650145772	0.9856881726937036	0.9912797573354509
BUGGE	13	0.8753644314868805	0.8697760484398084	0.8809528145339526	0.9895772594752185	0.986784829888672	0.9923696890617649
BUGGE	14	0.8777696793002916	0.8728044176806663	0.8827349409199169	0.9889212827988336	0.9863803591182287	0.9914622064794385
BUGGE	15	0.8785714285714283	0.8741442681972876	0.882998588945569	0.9893586005830902	0.9872387179975719	0.9914784831686085
BUGGE	16	0.8799562682215742	0.8759677194772848	0.8839448169658637	0.9885568513119531	0.986340998376907	0.9907727042469993
BUGGE	17	0.8779154518950436	0.8731742121672615	0.8826566916228257	0.9886297376093295	0.9862636990227294	0.9909957761959296
BUGGE	18	0.8806851311953352	0.8767569414269376	0.8846133209637328	0.9909620991253643	0.9889308134113907	0.9929933848393379
BUGGE	19	0.8815597667638484	0.8775354816241321	0.8855840519035647	0.9898688046647228	0.9866632651453288	0.9930743441841169
BUGGE	20	0.8824344023323614	0.8787189286213165	0.8861498760434062	0.9910349854227404	0.9884693537205357	0.9936006171249451
