model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
Erdos-Renyi	1	0.9137026239067055	0.9121876081916154	0.9152176396217957	0.9137026239067055	0.9121876081916154	0.9152176396217957
Erdos-Renyi	2	0.9121720116618075	0.910175382972188	0.914168640351427	0.9978862973760931	0.9973355235390667	0.9984370712131195
Erdos-Renyi	3	0.9110787172011661	0.9085901012662024	0.9135673331361297	0.9978862973760931	0.9972268326241883	0.998545762127998
Erdos-Renyi	4	0.9099125364431486	0.9067767062330786	0.9130483666532186	0.9970845481049561	0.9961097027842477	0.9980593934256644
Erdos-Renyi	5	0.9075801749271135	0.9041226889453804	0.9110376609088466	0.9964285714285713	0.9953405100998454	0.9975166327572973
Erdos-Renyi	6	0.9077988338192419	0.9037025912181855	0.9118950764202982	0.9973032069970843	0.9966236931614851	0.9979827208326835
Erdos-Renyi	7	0.9030612244897959	0.8985119463264902	0.9076105026531015	0.9962099125364431	0.9948462835492036	0.9975735415236826
Erdos-Renyi	8	0.9048833819241981	0.8999250636578241	0.9098417001905722	0.9967201166180757	0.9958357564585771	0.9976044767775742
Erdos-Renyi	9	0.9029154518950435	0.8982487831532227	0.9075821206368644	0.9974489795918365	0.9964447444587795	0.9984532147248936
Erdos-Renyi	10	0.9051749271137026	0.900862857389629	0.9094869968377762	0.9966472303206997	0.99541893658155	0.9978755240598494
Erdos-Renyi	11	0.9038629737609328	0.8992522484239512	0.9084736990979144	0.9973032069970843	0.996561969060203	0.9980444449339656
Erdos-Renyi	12	0.9051749271137026	0.9006301753027283	0.909719678924677	0.9971574344023324	0.9962451821857071	0.9980696866189577
Erdos-Renyi	13	0.9035714285714284	0.8989079248110841	0.9082349323317727	0.9965743440233236	0.9955710003552741	0.997577687691373
Erdos-Renyi	14	0.9019679300291544	0.897732810714659	0.9062030493436498	0.9959183673469386	0.9947524914068525	0.9970842432870247
Erdos-Renyi	15	0.9021137026239066	0.8976671805157346	0.9065602247320785	0.9974489795918365	0.9966379865602633	0.9982599726234098
Erdos-Renyi	16	0.9059766763848396	0.9014690929959096	0.9104842597737696	0.9966472303206995	0.9955116824600257	0.9977827781813732
Erdos-Renyi	17	0.9041545189504371	0.8995604173017336	0.9087486205991405	0.9959912536443147	0.9946401504002694	0.99734235688836
Erdos-Renyi	18	0.9040816326530612	0.8992156744636214	0.908947590842501	0.9970845481049562	0.9960444205460678	0.9981246756638446
Erdos-Renyi	19	0.9031341107871719	0.8979427727697221	0.9083254488046216	0.9975947521865889	0.9968285817810366	0.9983609225921412
Erdos-Renyi	20	0.9035714285714284	0.8988286791951374	0.9083141779477193	0.9973760932944605	0.9965444000000121	0.998207786588909
