dataset	model	gen	degree_js	ci_lower	ci_upper
clique-ring-500-4	BTER	1	0.1131183571227359	0.03871047032334066	0.1875262439221311
clique-ring-500-4	BTER	2	0.2120969196051298	0.11908706110588575	0.3051067781043738
clique-ring-500-4	BTER	3	0.32521520603154364	0.22405841645604174	0.4263719956070454
clique-ring-500-4	BTER	4	0.3817743845929116	0.28061759175966283	0.4829311774261602
clique-ring-500-4	BTER	5	0.46661315243496354	0.37046726844897543	0.5627590364209515
clique-ring-500-4	BTER	6	0.5231723309963315	0.43414531612699514	0.6121993458656677
clique-ring-500-4	BTER	7	0.5938713041980415	0.5194634262562606	0.6682791821398221
clique-ring-500-4	BTER	8	0.6080110988383834	0.5375851788039203	0.6784370188728464
clique-ring-500-4	BTER	9	0.6504304827594093	0.5953676948904022	0.7054932706284162
clique-ring-500-4	BTER	10	0.6928499373767574	0.6644349562467629	0.7212649185067519
clique-ring-500-4	BTER	11	0.6928499373767574	0.6644349562467629	0.7212649185067519
clique-ring-500-4	BTER	12	0.712846526746602	0.7010768571047066	0.724616196388497
clique-ring-500-4	BTER	13	0.712846526746602	0.7010768571047066	0.724616196388497
clique-ring-500-4	BTER	14	0.712846526746602	0.7010768571047066	0.724616196388497
clique-ring-500-4	BTER	15	0.712846526746602	0.7010768571047066	0.724616196388497
clique-ring-500-4	BTER	16	0.712846526746602	0.7010768571047066	0.724616196388497
clique-ring-500-4	BTER	17	0.712846526746602	0.7010768571047066	0.724616196388497
clique-ring-500-4	BTER	18	0.7187033214761044	0.7022292157253793	0.7351774272268294
clique-ring-500-4	BTER	19	0.724560116205607	0.7045948185514229	0.7445254138597911
clique-ring-500-4	BTER	20	0.724560116205607	0.7045948185514229	0.7445254138597911
clique-ring-500-4	BUGGE	1	0.9995932050484452	0.9995803368268364	0.9996060732700544
clique-ring-500-4	BUGGE	2	0.999376776264469	0.9993606362060022	0.9993929163229364
clique-ring-500-4	BUGGE	3	0.9993680901784695	0.9993516809740844	0.9993844993828555
clique-ring-500-4	BUGGE	4	0.9993627989756964	0.999345883726253	0.9993797142251399
clique-ring-500-4	BUGGE	5	0.9993579062711632	0.999342044257751	0.9993737682845756
clique-ring-500-4	BUGGE	6	0.9993543119406902	0.9993387964956487	0.999369827385732
clique-ring-500-4	BUGGE	7	0.9993504186619486	0.9993343454197214	0.9993664919041756
clique-ring-500-4	BUGGE	8	0.9993475236316948	0.9993311439716621	0.9993639032917279
clique-ring-500-4	BUGGE	9	0.9993438302387067	0.9993266957461963	0.999360964731217
clique-ring-500-4	BUGGE	10	0.9995426555115046	0.9995295328310602	0.9995557781919492
clique-ring-500-4	BUGGE	11	0.9995122894861581	0.9994990797092855	0.9995254992630302
clique-ring-500-4	BUGGE	12	0.9994904164357551	0.999475656577002	0.9995051762945086
clique-ring-500-4	BUGGE	13	0.9994691432197397	0.9994544520239987	0.999483834415481
clique-ring-500-4	BUGGE	14	0.9994503689247095	0.999434076341107	0.9994666615083122
clique-ring-500-4	BUGGE	15	0.9994402832265884	0.9994231035588995	0.9994574628942775
clique-ring-500-4	BUGGE	16	0.9994229063094319	0.999408022388664	0.9994377902301997
clique-ring-500-4	BUGGE	17	0.9994155170459754	0.9994004953157815	0.9994305387761694
clique-ring-500-4	BUGGE	18	0.9994093254794607	0.9993954940499571	0.9994231569089657
clique-ring-500-4	BUGGE	19	0.9993986426305399	0.9993825256695451	0.9994147595915354
clique-ring-500-4	BUGGE	20	0.9993738809618229	0.9993575083396682	0.9993902535839785
clique-ring-500-4	CNRG	1	0.0	nan	nan
clique-ring-500-4	CNRG	2	0.0	nan	nan
clique-ring-500-4	CNRG	3	0.0	nan	nan
clique-ring-500-4	CNRG	4	0.0	nan	nan
clique-ring-500-4	CNRG	5	0.0	nan	nan
clique-ring-500-4	CNRG	6	0.0	nan	nan
clique-ring-500-4	CNRG	7	0.0	nan	nan
clique-ring-500-4	CNRG	8	0.0	nan	nan
clique-ring-500-4	CNRG	9	0.0	nan	nan
clique-ring-500-4	CNRG	10	0.0	nan	nan
