dataset	model	gen	pgd_rgfd	ci_lower	ci_upper
flights	GraphRNN	19	0.009482126801475982	0.009373102776390394	0.009591150826561569
flights	GraphRNN	20	0.005658715102515342	0.005546279308889312	0.005771150896141375
flights	Kronecker	1	0.03815585153775748	0.0375787470940447	0.03873295598147028
flights	Kronecker	2	0.08764096670802003	0.08652950552195941	0.08875242789408065
flights	Kronecker	3	0.18645445043319636	0.184076036870294	0.18883286399609872
flights	Kronecker	4	0.3678939485117294	0.3632456091718821	0.3725422878515766
flights	Kronecker	5	0.6553722479758666	0.6440079313393685	0.6667365646123653
flights	Kronecker	6	1.0690372122709697	1.048949101230172	1.0891253233117675
flights	Kronecker	7	1.539330347558065	1.5171010626342991	1.561559632481832
flights	Kronecker	8	1.8813639207228225	1.8724615063034502	1.8902663351421944
flights	Kronecker	9	1.9830018428121776	1.9805924342449064	1.9854112513794493
flights	Kronecker	10	1.9950524511578025	1.994900444176996	1.995204458138609
flights	Kronecker	11	1.9957967508220786	1.9957538855772747	1.995839616066882
flights	Kronecker	12	1.9960119679549926	1.9959537438048558	1.9960701921051294
flights	Kronecker	13	1.995655566926959	1.9955669338692665	1.9957441999846521
flights	Kronecker	14	1.9958610719925605	1.9958139000350301	1.9959082439500921
flights	Kronecker	15	1.9960558627618077	1.9959979839155717	1.9961137416080428
flights	Kronecker	16	1.9957035170201853	1.995623818710111	1.9957832153302584
flights	Kronecker	17	1.995892679807514	1.9958404666168228	1.9959448929982058
flights	Kronecker	18	1.9960841776254201	1.9960226457138783	1.996145709536962
flights	Kronecker	19	1.9957280475761494	1.9956529428305805	1.9958031523217183
flights	Kronecker	20	1.995905927883569	1.9958532849916268	1.995958570775511
flights	Linear_AE	1	1.8881527111373697	1.8868041665867483	1.8895012556879907
flights	Linear_AE	2	1.9546487040573413	1.95424253349834	1.9550548746163443
flights	Linear_AE	3	1.964289300677472	1.9606185439876405	1.9679600573673026
flights	Linear_AE	4	1.9925030386653924	1.9882748714160114	1.9967312059147742
flights	Linear_AE	5	1.9972055701431373	1.994287426807821	2.000123713478454
flights	Linear_AE	6	1.9972058120517304	1.9942876424358074	2.0001239816676537
flights	Linear_AE	7	1.9972058110623132	1.9942876403215826	2.000123981803044
flights	Linear_AE	8	1.9972058105067751	1.9942876391348456	2.0001239818787053
flights	Linear_AE	9	1.9972058105067751	1.9942876391348456	2.0001239818787053
flights	Linear_AE	10	1.9972058105067751	1.9942876391348456	2.0001239818787053
flights	Linear_AE	11	1.9972058105067751	1.9942876391348456	2.0001239818787053
flights	Linear_AE	12	1.9972058105067751	1.9942876391348456	2.0001239818787053
flights	Linear_AE	13	1.9972058105067751	1.9942876391348456	2.0001239818787053
flights	Linear_AE	14	1.9972058105067751	1.9942876391348456	2.0001239818787053
flights	Linear_AE	15	1.9972058105067751	1.9942876391348456	2.0001239818787053
flights	Linear_AE	16	1.9972058105067751	1.9942876391348456	2.0001239818787053
flights	Linear_AE	17	1.9972058105067751	1.9942876391348456	2.0001239818787053
flights	Linear_AE	18	1.9972058105067751	1.9942876391348456	2.0001239818787053
flights	Linear_AE	19	1.9972058105067751	1.9942876391348456	2.0001239818787053
flights	Linear_AE	20	1.9972058105067751	1.9942876391348456	2.0001239818787053
flights	SBM	1	0.0017419691636328827	0.0016338448760785237	0.0018500934511872422
flights	SBM	2	0.0018036474722205906	0.0016595880000414578	0.0019477069443997234
flights	SBM	3	0.00187520799095773	0.0017107040182132648	0.002039711963702196
flights	SBM	4	0.002037327700211272	0.001861245431575941	0.002213409968846604
flights	SBM	5	0.0020693878763652636	0.0018862702849572006	0.002252505467773326
flights	SBM	6	0.0021780325088716144	0.0019742148895393803	0.002381850128203847
flights	SBM	7	0.002399984590866263	0.002177910656294644	0.002622058525437882
flights	SBM	8	0.002537785324517976	0.0023122629132539953	0.0027633077357819553
flights	SBM	9	0.002623634746544837	0.0023562041784277363	0.0028910653146619384
flights	SBM	10	0.0027613648025851816	0.002469021911035363	0.0030537076941350018
flights	SBM	11	0.002750030545341094	0.0024369710710562187	0.00306309001962597
flights	SBM	12	0.0029399229139599526	0.0025676845198306097	0.0033121613080892964
flights	SBM	13	0.0031286890090297076	0.0027462056303716796	0.0035111723876877364
flights	SBM	14	0.003293329085844881	0.0029174540517448743	0.0036692041199448875
flights	SBM	15	0.0034525504374195563	0.0030598947567907634	0.003845206118048349
flights	SBM	16	0.0035920054461535157	0.003202110750218009	0.00398190014208902
flights	SBM	17	0.003659244122717323	0.003278617020226348	0.004039871225208297
flights	SBM	18	0.0037699957733236694	0.003388607964507383	0.004151383582139956
flights	SBM	19	0.003848753484486905	0.003449308956680021	0.004248198012293788
flights	SBM	20	0.00399249125057979	0.003599335946659142	0.004385646554500439
