dataset	model	gen	degree_js	ci_lower	ci_upper
tree	BTER	1	0.1479111999663728	0.10000684843622087	0.19581555149652463
tree	BTER	2	0.2285900363116669	0.1835722578761614	0.27360781474717255
tree	BTER	3	0.26892945448431393	0.23032702794457335	0.3075318810240549
tree	BTER	4	0.2756526908464218	0.2385762708963717	0.31272911079647225
tree	BTER	5	0.3159921090190688	0.2930731881129374	0.3389110299252008
tree	BTER	6	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	7	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	8	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	9	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	10	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	11	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	12	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	13	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	14	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	15	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	16	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	17	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	18	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	19	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BTER	20	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	BUGGE	1	0.33614669261845953	0.3361461217938148	0.33614726344310414
tree	BUGGE	2	0.33613627401455765	0.3361356951414067	0.3361368528877084
tree	BUGGE	3	0.33613570269582804	0.3361351902694166	0.3361362151222393
tree	BUGGE	4	0.3361355682675656	0.33613508693888317	0.33613604959624765
tree	BUGGE	5	0.33613546744800665	0.33613498083032933	0.33613595406568364
tree	BUGGE	6	0.33613536662794374	0.33613488607327474	0.33613584718261275
tree	BUGGE	7	0.336135164988826	0.33613468250106565	0.33613564747658614
tree	BUGGE	8	0.3361349969558919	0.3361345247053089	0.33613546920647475
tree	BUGGE	9	0.33613489613633296	0.33613442854053166	0.33613536373213415
tree	BUGGE	10	0.3361431300192488	0.33614255401153703	0.336143706026961
tree	BUGGE	11	0.3361412815470969	0.3361406767745706	0.3361418863196236
tree	BUGGE	12	0.3361400380437091	0.33613945947125623	0.3361406166161621
tree	BUGGE	13	0.33613919785031	0.3361385784872032	0.3361398172134167
tree	BUGGE	14	0.33613835766043887	0.3361377401849482	0.33613897513592933
tree	BUGGE	15	0.3361379207649318	0.33613729334464787	0.3361385481852152
tree	BUGGE	16	0.3361374502587048	0.33613689392771956	0.33613800658968956
tree	BUGGE	17	0.33613708058161296	0.3361365013800863	0.33613765978313914
tree	BUGGE	18	0.33613650926237915	0.3361359351500972	0.33613708337466064
tree	BUGGE	19	0.33613637483462067	0.3361358039741217	0.3361369456951193
tree	BUGGE	20	0.33613576991021127	0.3361352392783333	0.33613630054208915
tree	CNRG	1	0.0	nan	nan
tree	CNRG	2	0.0	nan	nan
tree	CNRG	3	0.0	nan	nan
tree	CNRG	4	0.0	nan	nan
tree	CNRG	5	0.0	nan	nan
tree	CNRG	6	0.0	nan	nan
tree	CNRG	7	0.0	nan	nan
tree	CNRG	8	0.0	nan	nan
tree	CNRG	9	0.0	nan	nan
tree	CNRG	10	0.0	nan	nan
tree	CNRG	11	0.0	nan	nan
tree	CNRG	12	0.0	nan	nan
tree	CNRG	13	0.0	nan	nan
tree	CNRG	14	0.0	nan	nan
tree	CNRG	15	0.0	nan	nan
tree	CNRG	16	0.0	nan	nan
tree	CNRG	17	0.0	nan	nan
tree	CNRG	18	0.0	nan	nan
tree	CNRG	19	0.0	nan	nan
tree	CNRG	20	0.0	nan	nan
tree	Chung-Lu	1	0.2151435635874512	0.16882065173976235	0.2614664754351402
tree	Chung-Lu	2	0.26220618450795713	0.22222890837809187	0.30218346063782264
tree	Chung-Lu	3	0.3159920754048198	0.2930731569366319	0.3389109938730082
tree	Chung-Lu	4	0.3294385481290355	0.3159277002185365	0.34294939603953495
tree	Chung-Lu	5	0.3294385481290355	0.3159277002185365	0.34294939603953495
tree	Chung-Lu	6	0.33616178449114337	0.3361617169407813	0.3361618520415059
tree	Chung-Lu	7	0.33616178449114337	0.3361617169407813	0.3361618520415059
tree	Chung-Lu	8	0.33616178449114337	0.3361617169407813	0.3361618520415059
tree	Chung-Lu	9	0.33616178449114337	0.3361617169407813	0.3361618520415059
tree	Chung-Lu	10	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	11	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	12	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	13	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	14	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	15	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	16	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	17	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	18	0.33616181810539236	0.3361618181053926	0.3361618181053926
tree	Chung-Lu	19	0.34552588840345566	0.32670808463845197	0.3643436921684599
tree	Chung-Lu	20	0.34552588840345566	0.32670808463845197	0.3643436921684599
tree	Erdos-Renyi	1	0.8043509361352548	0.8043501007639323	0.8043517715065772
tree	Erdos-Renyi	2	0.8043450650024196	0.804344171972509	0.8043459580323306
tree	Erdos-Renyi	3	0.8043446628722313	0.8043438300780315	0.8043454956664315
tree	Erdos-Renyi	4	0.8043446628722313	0.8043438300780315	0.8043454956664315
tree	Erdos-Renyi	5	0.8043445824471587	0.8043437385252027	0.8043454263691151
tree	Erdos-Renyi	6	0.8043445824471587	0.8043437385252027	0.8043454263691151
tree	Erdos-Renyi	7	0.8043441803217956	0.8043432917837818	0.8043450688598095
tree	Erdos-Renyi	8	0.8043440998979291	0.8043431751965308	0.8043450245993277
tree	Erdos-Renyi	9	0.804343778195226	0.8043428911598844	0.8043446652305677
tree	Erdos-Renyi	10	0.804349810151669	0.8043490440214927	0.8043505762818444
tree	Erdos-Renyi	11	0.8043488450302908	0.8043480369115571	0.8043496531490234
tree	Erdos-Renyi	12	0.8043477994850464	0.8043469747181771	0.8043486242519147
tree	Erdos-Renyi	13	0.804347316927373	0.8043464767919996	0.8043481570627454
tree	Erdos-Renyi	14	0.8043466735183479	0.8043458170495269	0.8043475299871684
tree	Erdos-Renyi	15	0.8043465126718214	0.8043455211910808	0.8043475041525616
tree	Erdos-Renyi	16	0.8043462713881595	0.804345413366264	0.8043471294100546
tree	Erdos-Renyi	17	0.8043462713905721	0.8043453533346437	0.8043471894465003
tree	Erdos-Renyi	18	0.8043456279803408	0.8043447875355872	0.8043464684250944
tree	Erdos-Renyi	19	0.8043455475564744	0.8043446581149186	0.8043464369980301
tree	Erdos-Renyi	20	0.8043449041486557	0.8043440768130884	0.804345731484223
tree	GCN_AE	1	0.9976801257216055	0.9975465354180804	0.997813716025131
tree	GCN_AE	2	0.9753482505636817	0.9622704895883969	0.9884260115389665
tree	GCN_AE	3	0.9828863982101218	0.9723493274007955	0.9934234690194477
tree	GCN_AE	4	0.99271787780919	0.9879050683263747	0.997530687292005
tree	GCN_AE	5	0.9950954263196049	0.9947491121508989	0.9954417404883109
tree	GCN_AE	6	0.9950953278957264	0.9947490006915517	0.9954416550999011
tree	GCN_AE	7	0.9950953278957264	0.9947490006915517	0.9954416550999011
tree	GCN_AE	8	0.9951343968928984	0.9947860652986753	0.9954827284871213
