dataset	model	gen	portrait_js	ci_lower	ci_upper
chess	SBM	4	0.520843676951624	0.5167208007976282	0.5249665531056201
chess	SBM	5	0.5223675097777348	0.5184191921540321	0.5263158274014378
chess	SBM	6	0.5223712480884832	0.5182042140111667	0.5265382821657996
chess	SBM	7	0.5244465345550681	0.5201066001314066	0.5287864689787297
chess	SBM	8	0.5244149873010819	0.5204544408734242	0.5283755337287395
chess	SBM	9	0.5254366879169772	0.5214676652795278	0.5294057105544265
chess	SBM	10	0.5255631259079858	0.5215428059087475	0.529583445907224
chess	SBM	11	0.5250102058065056	0.5211795972298546	0.528840814383157
chess	SBM	12	0.5253351751065475	0.5212044810430386	0.5294658691700561
chess	SBM	13	0.5272380822234006	0.5228057426089037	0.5316704218378976
chess	SBM	14	0.5279010846162001	0.5235303243213955	0.5322718449110048
chess	SBM	15	0.5274503574706684	0.5226673870438301	0.5322333278975069
chess	SBM	16	0.5286178461563603	0.5237092410046803	0.5335264513080401
chess	SBM	17	0.5288028549131322	0.5237247974742557	0.5338809123520086
chess	SBM	18	0.5289609728392114	0.5236553907451004	0.5342665549333229
chess	SBM	19	0.5286166041263357	0.5233441194092336	0.5338890888434382
chess	SBM	20	0.5288629732442466	0.5236304337907903	0.5340955126977028
