dataset	model	gen	avg_pl	ci_lower	ci_upper
flights	GCN_AE	8	1.150519333532477	1.0735025160500136	1.22753615101494
flights	GCN_AE	9	1.1528552272845813	1.074715720252256	1.2309947343169063
flights	GCN_AE	10	1.1532731445261568	1.0749319450130945	1.2316143440392187
flights	GCN_AE	11	1.1539275970469838	1.0752693530067736	1.2325858410871935
flights	GCN_AE	12	1.153862078775551	1.0752347074182114	1.23248945013289
flights	GCN_AE	13	1.153840040208058	1.0752230067473774	1.2324570736687381
flights	GCN_AE	14	1.1538490064152715	1.0752277699138575	1.2324702429166856
flights	GCN_AE	15	1.153950384774043	1.0752813541824622	1.2326194153656236
flights	GCN_AE	16	1.153926482790667	1.075268765536991	1.2325842000443425
flights	GCN_AE	17	1.1538246302802713	1.0752148113249078	1.2324344492356343
flights	GCN_AE	18	1.1538087699084414	1.075206364294885	1.2324111755219977
flights	GCN_AE	19	1.1539513235942591	1.0752818480729147	1.2326207991156035
flights	GCN_AE	20	1.1538958905278731	1.0752526128405335	1.2325391682152127
flights	GraphRNN	0	4.097139443251165	nan	nan
flights	GraphRNN	1	3.2274564298549535	3.2195618323919684	3.2353510273179378
flights	GraphRNN	2	2.750176115700503	2.7399710826645647	2.7603811487364425
flights	GraphRNN	3	2.6866644664091655	2.6734775824661505	2.6998513503521804
flights	GraphRNN	4	2.7169468844732205	2.715564754330195	2.718329014616247
flights	GraphRNN	5	2.7381000733592513	2.73709893889464	2.739101207823863
flights	GraphRNN	6	2.764970646947648	2.76406488078527	2.7658764131100266
flights	GraphRNN	7	2.7926728759045836	2.7918133898115434	2.793532361997623
flights	GraphRNN	8	2.820114044469091	2.8189703513197837	2.821257737618399
flights	GraphRNN	9	2.844427331058721	2.8436478031253527	2.84520685899209
flights	GraphRNN	10	2.888165632829676	2.8871041584210433	2.889227107238309
flights	GraphRNN	11	2.944221981441336	2.94296966762487	2.945474295257803
flights	GraphRNN	12	2.9939396837892245	2.9923603231972513	2.9955190443811994
flights	GraphRNN	13	3.032920170647176	3.0311025676448566	3.0347377736494976
flights	GraphRNN	14	3.082019197331844	3.0798567705930164	3.0841816240706708
flights	GraphRNN	15	3.1636849783459753	3.1615449605959065	3.165824996096043
flights	GraphRNN	16	3.2383217435074942	3.2358758793398117	3.240767607675176
flights	GraphRNN	17	3.3013976864561876	3.298876541037323	3.3039188318750523
flights	GraphRNN	18	3.358799876656468	3.3565505192458773	3.361049234067058
flights	GraphRNN	19	3.424655792125729	3.421977341653047	3.4273342425984086
flights	GraphRNN	20	3.51747529862521	3.5145662913162283	3.5203843059341917
flights	Kronecker	0	4.097139443251165	nan	nan
flights	Kronecker	1	2.961546491954965	2.955800582325772	2.9672924015841615
flights	Kronecker	2	2.6241755718193445	2.619502307743356	2.628848835895332
flights	Kronecker	3	2.323242062472865	2.317425999943409	2.329058125002322
flights	Kronecker	4	2.0574488499985946	2.0532528227252715	2.0616448772719176
flights	Kronecker	5	1.9324097287951885	1.9300490046054664	1.9347704529849092
flights	Kronecker	6	1.8613446220841479	1.8576502061209805	1.8650390380473147
flights	Kronecker	7	1.7461271162829748	1.7384014468035611	1.7538527857623898
flights	Kronecker	8	1.5336090925744998	1.5204310330989526	1.5467871520500458
flights	Kronecker	9	1.2438864706735464	1.2352282355836413	1.252544705763452
flights	Kronecker	10	1.1806186454262335	1.1789912759045527	1.182246014947914
flights	Kronecker	11	1.1720515541035659	1.1714808854811185	1.1726222227260141
flights	Kronecker	12	1.169144327063996	1.168380184066744	1.169908470061248
flights	Kronecker	13	1.1737418325598434	1.1725689934505354	1.1749146716691519
flights	Kronecker	14	1.1712225207620908	1.1705951524234357	1.1718498891007458
flights	Kronecker	15	1.168537970963605	1.1677655189344995	1.1693104229927114
flights	Kronecker	16	1.1731734607810211	1.1721239065336277	1.1742230150284145
flights	Kronecker	17	1.1707898372618462	1.1701118186790562	1.1714678558446374
flights	Kronecker	18	1.168111928279189	1.1672817536049878	1.1689421029533906
flights	Kronecker	19	1.1728665711254276	1.1718743378619736	1.1738588043888811
flights	Kronecker	20	1.1705700987725935	1.169863352205227	1.171276845339961
flights	Linear_AE	0	4.097139443251165	nan	nan
flights	Linear_AE	1	1.5966556426414034	1.595421655900089	1.5978896293827185
flights	Linear_AE	2	1.4668892618881666	1.464565254218093	1.4692132695582407
flights	Linear_AE	3	1.4717282684456836	1.4547402371394893	1.488716299751878
flights	Linear_AE	4	1.3539356623661114	1.2487682153782167	1.4591031093540061
flights	Linear_AE	5	1.0529829305415286	1.0001958215429605	1.1057700395400967
flights	Linear_AE	6	1.0358091539712568	0.995118564540558	1.0764997434019556
flights	Linear_AE	7	1.035986444005064	0.9950943317280309	1.0768785562820975
flights	Linear_AE	8	1.0362086883543618	0.9950624536811266	1.0773549230275974
flights	Linear_AE	9	1.0362086883543618	0.9950624536811266	1.0773549230275974
flights	Linear_AE	10	1.0362086883543618	0.9950624536811266	1.0773549230275974
flights	Linear_AE	11	1.0362086883543618	0.9950624536811266	1.0773549230275974
flights	Linear_AE	12	1.0362086883543618	0.9950624536811266	1.0773549230275974
flights	Linear_AE	13	1.0362086883543618	0.9950624536811266	1.0773549230275974
flights	Linear_AE	14	1.0362086883543618	0.9950624536811266	1.0773549230275974
flights	Linear_AE	15	1.0362086883543618	0.9950624536811266	1.0773549230275974
flights	Linear_AE	16	1.0362086883543618	0.9950624536811266	1.0773549230275974
flights	Linear_AE	17	1.0362086883543618	0.9950624536811266	1.0773549230275974
flights	Linear_AE	18	1.0362086883543618	0.9950624536811266	1.0773549230275974
flights	Linear_AE	19	1.0362086883543618	0.9950624536811266	1.0773549230275974
flights	Linear_AE	20	1.0362086883543618	0.9950624536811266	1.0773549230275974
flights	NetGAN	0	4.097139443251165	nan	nan
flights	SBM	0	4.097139443251165	nan	nan
flights	SBM	1	3.9278064968822135	3.9124897412656683	3.943123252498757
flights	SBM	2	3.9188995488016984	3.9011959653040016	3.936603132299398
flights	SBM	3	3.9185330532558966	3.9015719880958186	3.9354941184159755
flights	SBM	4	3.917240459182258	3.891230212911356	3.943250705453162
flights	SBM	5	3.917319924377006	3.8927374048921703	3.9419024438618417
flights	SBM	6	3.9088098261554056	3.8815983203623916	3.9360213319484196
flights	SBM	7	3.908205457972337	3.8809106709122623	3.935500245032411
flights	SBM	8	3.9139162307157345	3.887776094864786	3.940056366566683
flights	SBM	9	3.9132249413887648	3.8838924257619283	3.942557457015604
flights	SBM	10	3.914938812504805	3.8814357342699752	3.9484418907396375
flights	SBM	11	3.911912990763623	3.881987088123205	3.9418388934040425
flights	SBM	12	3.915539638809495	3.8843344129176836	3.94674486470131
flights	SBM	13	3.9202066546817247	3.8876758562296296	3.952737453133819
flights	SBM	14	3.9197086319178673	3.8845902894602395	3.954826974375495
flights	SBM	15	3.919585580685208	3.8850875821709043	3.9540835791995126
flights	SBM	16	3.928383552903542	3.888963894991968	3.9678032108151164
flights	SBM	17	3.926350487713675	3.8862897355720447	3.9664112398553044
flights	SBM	18	3.9472593999545684	3.9008978342306193	3.9936209656785175
flights	SBM	19	3.934878305076595	3.8989070013277494	3.9708496088254406
flights	SBM	20	3.932450509489905	3.8967983157812394	3.968102703198571
