dataset	model	gen	avg_clustering	ci_lower	ci_upper
chess	BUGGE	8	0.03831089852004689	0.03794924842913235	0.038672548610961414
chess	BUGGE	9	0.03867575069485389	0.038289320957876884	0.0390621804318309
chess	BUGGE	10	0.038206115253971815	0.03777455444677796	0.038637676061165686
chess	BUGGE	11	0.038253364540382945	0.03774491944892614	0.03876180963183976
chess	BUGGE	12	0.03810326394761847	0.03770225056817411	0.038504277327062825
chess	BUGGE	13	0.0382067624643988	0.03781963836404055	0.038593886564757054
chess	BUGGE	14	0.038096370447437376	0.03764914370357411	0.03854359719130063
chess	BUGGE	15	0.0380476051188349	0.037652009926195974	0.03844320031147381
chess	BUGGE	16	0.03793924880090134	0.037478276206495534	0.038400221395307146
chess	BUGGE	17	0.03772503909193795	0.03731372850072691	0.03813634968314901
chess	BUGGE	18	0.03811857346580446	0.03765417957544475	0.03858296735616417
chess	BUGGE	19	0.03774961485449315	0.03730496477938998	0.03819426492959632
chess	BUGGE	20	0.03741878964564632	0.03691790383857149	0.037919675452721194
chess	CNRG	0	0.1793957580592079	0.179395758059208	0.179395758059208
chess	CNRG	1	0.10945766264738277	0.10849107799260364	0.11042424730216192
chess	CNRG	2	0.0865915989002303	0.08553603418597529	0.08764716361448525
chess	CNRG	3	0.07116600899024177	0.06985938656111466	0.07247263141936887
chess	CNRG	4	0.058890388589275595	0.057557476915061995	0.06022330026348921
chess	CNRG	5	0.048422300535695684	0.04715383929800783	0.049690761773383565
chess	CNRG	6	0.03988881676642519	0.03862221309875872	0.04115542043409167
chess	CNRG	7	0.032490862807093686	0.031349016583360555	0.03363270903082682
chess	CNRG	8	0.026418578307904138	0.025468327599393905	0.02736882901641437
chess	CNRG	9	0.021719844572307447	0.020809026355119078	0.0226306627894958
chess	CNRG	10	0.017720202195061333	0.016824375142979835	0.018616029247142823
chess	CNRG	11	0.014825182414722193	0.013916504071978569	0.015733860757465818
chess	CNRG	12	0.012650115741102898	0.011810895759846582	0.013489335722359224
chess	CNRG	13	0.011122619212270734	0.010306432493181689	0.01193880593135978
chess	CNRG	14	0.010216116228589811	0.009406697641223902	0.01102553481595572
chess	CNRG	15	0.009634359086974296	0.0088976161225045	0.010371102051444092
chess	CNRG	16	0.008981368359831583	0.00819290886176265	0.00976982785790052
chess	CNRG	17	0.008601559074496218	0.007821049474274436	0.009382068674717997
chess	CNRG	18	0.00820288127074968	0.007438050178014817	0.008967712363484542
chess	CNRG	19	0.007870763020022925	0.007122971645929094	0.008618554394116764
chess	CNRG	20	0.007474221445712023	0.0067957715085494655	0.008152671382874581
chess	Chung-Lu	0	0.1793957580592079	0.179395758059208	0.179395758059208
chess	Chung-Lu	1	0.016836479682865692	0.016658663424071865	0.017014295941659527
chess	Chung-Lu	2	0.016031887731867686	0.01586618026894733	0.016197595194788035
chess	Chung-Lu	3	0.015640174601780802	0.01547690462869933	0.015803444574862272
chess	Chung-Lu	4	0.01498565185211888	0.014821480217936393	0.015149823486301357
chess	Chung-Lu	5	0.014643913552749474	0.014500914755546627	0.014786912349952325
chess	Chung-Lu	6	0.013917222770809243	0.013752303805745755	0.014082141735872727
chess	Chung-Lu	7	0.013655580505229343	0.013439180366185959	0.013871980644272731
chess	Chung-Lu	8	0.013089429760075412	0.01293823898091751	0.013240620539233321
chess	Chung-Lu	9	0.012989900289810598	0.012832153445911225	0.013147647133709977
chess	Chung-Lu	10	0.01264260581513935	0.012459057173470052	0.012826154456808651
chess	Chung-Lu	11	0.01238127171634234	0.012236276071140527	0.012526267361544151
chess	Chung-Lu	12	0.01190671072354183	0.011725063673047362	0.012088357774036298
chess	Chung-Lu	13	0.011741677664142122	0.01159730807652723	0.011886047251757011
chess	Chung-Lu	14	0.011442322597803723	0.011294723222900859	0.011589921972706583
chess	Chung-Lu	15	0.011326090034833945	0.0111538230403604	0.011498357029307484
chess	Chung-Lu	16	0.011060730347367133	0.01087205830911674	0.011249402385617523
chess	Chung-Lu	17	0.010646056162644704	0.010520004376457497	0.010772107948831915
chess	Chung-Lu	18	0.010395133263558828	0.010256805154798241	0.010533461372319412
chess	Chung-Lu	19	0.010307011062116813	0.010137813441629137	0.01047620868260449
chess	Chung-Lu	20	0.010171463473764224	0.01001394170360487	0.010328985243923582
chess	Erdos-Renyi	0	0.1793957580592079	0.179395758059208	0.179395758059208
chess	Erdos-Renyi	1	0.0021978330012758216	0.002172441161852313	0.0022232248406993276
chess	Erdos-Renyi	2	0.002200426510660182	0.0021766415915700768	0.0022242114297502877
chess	Erdos-Renyi	3	0.0021787679103550017	0.0021493972534410567	0.0022081385672689485
chess	Erdos-Renyi	4	0.002170082351568285	0.0021391688680799017	0.0022009958350566695
chess	Erdos-Renyi	5	0.002226199648471992	0.0021963096931559684	0.002256089603788016
chess	Erdos-Renyi	6	0.0021875604654443205	0.0021639779628721224	0.0022111429680165178
chess	Erdos-Renyi	7	0.0021884471935707376	0.002158362582866714	0.0022185318042747594
chess	Erdos-Renyi	8	0.0022133721184387097	0.002190014788970423	0.002236729447906999
chess	Erdos-Renyi	9	0.0021885647365052266	0.002162737954006929	0.002214391519003524
chess	Erdos-Renyi	10	0.002200039914611926	0.0021735378660236813	0.0022265419632001683
chess	Erdos-Renyi	11	0.0022335865150860086	0.002207105360638116	0.002260067669533901
chess	Erdos-Renyi	12	0.002193638624485975	0.0021671624961896946	0.0022201147527822545
chess	Erdos-Renyi	13	0.0022040342685415008	0.0021806046735392357	0.002227463863543766
chess	Erdos-Renyi	14	0.0021988503530275512	0.0021719776200678155	0.002225723085987287
chess	Erdos-Renyi	15	0.002200839740687574	0.002170436761573915	0.0022312427198012343
chess	Erdos-Renyi	16	0.0022171428525068243	0.0021912513787489146	0.002243034326264735
chess	Erdos-Renyi	17	0.0021827376422260025	0.002157492136326357	0.0022079831481256473
chess	Erdos-Renyi	18	0.0021938888271851266	0.002167991007399883	0.002219786646970371
chess	Erdos-Renyi	19	0.002203581273746432	0.0021756123214400494	0.002231550226052814
chess	Erdos-Renyi	20	0.0022312340356829426	0.002203568451227638	0.002258899620138248
chess	GCN_AE	0	0.17939575805920802	nan	nan
chess	GCN_AE	1	0.6111014179397573	0.6033877683439225	0.6188150675355922
chess	GCN_AE	2	0.9679593366304807	0.915670552908349	1.0202481203526124
chess	GCN_AE	3	0.9772696119760511	0.9258632864565326	1.0286759374955692
chess	GCN_AE	4	0.9984114674176372	0.9948335065767243	1.0019894282585502
chess	GCN_AE	5	0.9999999841968116	0.9999999484475158	1.0000000199461072
chess	GCN_AE	6	1.0	nan	nan
chess	GCN_AE	7	1.0	nan	nan
chess	GCN_AE	8	1.0	nan	nan
chess	GCN_AE	9	1.0	nan	nan
chess	GCN_AE	10	1.0	nan	nan
chess	GCN_AE	11	1.0	nan	nan
chess	GCN_AE	12	1.0	nan	nan
chess	GCN_AE	13	1.0	nan	nan
chess	GCN_AE	14	1.0	nan	nan
chess	GCN_AE	15	1.0	nan	nan
chess	GCN_AE	16	1.0	nan	nan
chess	GCN_AE	17	1.0	nan	nan
chess	GCN_AE	18	1.0	nan	nan
chess	GCN_AE	19	1.0	nan	nan
chess	GCN_AE	20	1.0	nan	nan
chess	HRG	0	0.1793957580592079	0.179395758059208	0.179395758059208
chess	HRG	1	0.22421122835862842	0.21760903400788584	0.230813422709371
chess	HRG	2	0.3108910231816699	0.2969443844595984	0.32483766190374136
chess	HRG	3	0.38322431242801264	0.3648240454318245	0.401624579424201
chess	HRG	4	0.4229405822396025	0.4015898965436998	0.44429126793550533
chess	HRG	5	0.46088340142019113	0.4273502354905836	0.49441656734979844
chess	HRG	6	0.4908891302791927	0.45206180042894845	0.5297164601294373
chess	HRG	7	0.5054219289680116	0.4575372524809124	0.5533066054551107
chess	HRG	8	0.5316077773292974	0.4763876943672961	0.5868278602912987
chess	HRG	9	0.5598531333553827	0.4994708293916511	0.6202354373191149
chess	HRG	10	0.607821722956741	0.5475156259219491	0.6681278199915328
chess	HRG	11	0.6458819110109849	0.5865932615564386	0.7051705604655307
chess	HRG	12	0.6695187205605093	0.6096142726175453	0.7294231685034733
chess	HRG	13	0.6878928981414072	0.6293782326984027	0.7464075635844117
chess	HRG	14	0.7029017635569894	0.6446545544557698	0.7611489726582088
chess	HRG	15	0.7149834886417135	0.6584452718224307	0.7715217054609969
chess	HRG	16	0.7225185635772219	0.6666822708004543	0.7783548563539902
chess	HRG	17	0.7267793919752248	0.6711269603721438	0.7824318235783058
chess	HRG	18	0.7431439468861446	0.6878670773760337	0.7984208163962551
chess	HRG	19	0.7538870577673241	0.6995901849325737	0.808183930602074
chess	HRG	20	0.7525837143727679	0.7008775634006369	0.8042898653448988
chess	Linear_AE	0	0.17939575805920802	nan	nan
chess	Linear_AE	1	0.5630415945765583	0.5616290630005112	0.5644541261526055
chess	Linear_AE	2	0.874007632494692	0.854904316086763	0.8931109489026213
chess	Linear_AE	3	0.9996894476458082	0.9991688873776792	1.0002100079139373
chess	Linear_AE	4	1.0	nan	nan
chess	Linear_AE	5	1.0	nan	nan
chess	Linear_AE	6	1.0	nan	nan
chess	Linear_AE	7	1.0	nan	nan
chess	Linear_AE	8	1.0	nan	nan
chess	Linear_AE	9	1.0	nan	nan
chess	Linear_AE	10	1.0	nan	nan
chess	Linear_AE	11	1.0	nan	nan
chess	Linear_AE	12	1.0	nan	nan
chess	Linear_AE	13	1.0	nan	nan
chess	Linear_AE	14	1.0	nan	nan
chess	Linear_AE	15	1.0	nan	nan
chess	Linear_AE	16	1.0	nan	nan
chess	Linear_AE	17	1.0	nan	nan
chess	Linear_AE	18	1.0	nan	nan
chess	Linear_AE	19	1.0	nan	nan
chess	Linear_AE	20	1.0	nan	nan
chess	NetGAN	0	0.1793957580592079	0.179395758059208	0.179395758059208
chess	SBM	0	0.1793957580592079	0.179395758059208	0.179395758059208
chess	SBM	1	0.026664946344357777	0.026402300786496802	0.026927591902218738
chess	SBM	2	0.026071403958127126	0.0258604651719118	0.02628234274434246
chess	SBM	3	0.025486285316337717	0.025274126984140114	0.0256984436485353
chess	SBM	4	0.025024932370176535	0.024836865427002062	0.025212999313351015
chess	SBM	5	0.02458472948427727	0.02434119106189958	0.024828267906654967
chess	SBM	6	0.024305096951151836	0.02406965033491734	0.02454054356738632
chess	SBM	7	0.023980422534775326	0.023704253602704235	0.024256591466846424
chess	SBM	8	0.023566900948265846	0.02326798780015904	0.023865814096372638
chess	SBM	9	0.023496431620184745	0.02324377951929805	0.023749083721071446
chess	SBM	10	0.023113845621370154	0.022858405145247535	0.02336928609749278
chess	SBM	11	0.023048493192531695	0.022723775113578898	0.023373211271484486
chess	SBM	12	0.02268151706397584	0.022401307187834077	0.02296172694011761
chess	SBM	13	0.022586568095802464	0.022290078982529476	0.022883057209075467
chess	SBM	14	0.022384791749919274	0.022088069830421688	0.02268151366941686
chess	SBM	15	0.022267672671661364	0.021969652207949584	0.022565693135373145
chess	SBM	16	0.022007993136082264	0.02171155848699774	0.022304427785166787
chess	SBM	17	0.02178046365355389	0.02147203553733234	0.02208889176977545
chess	SBM	18	0.021771061841653713	0.021466719528174628	0.022075404155132785
chess	SBM	19	0.02152620228210817	0.02123159380699813	0.02182081075721821
chess	SBM	20	0.021369047717017812	0.021057067707294434	0.021681027726741197
