dataset	model	gen	avg_pl	ci_lower	ci_upper
chess	BTER	0	4.010471567253981	4.010471567253982	4.010471567253982
chess	BTER	1	3.698874584019228	3.696438550492351	3.7013106175461035
chess	BTER	2	3.732174697025893	3.7289759048858815	3.7353734891659056
chess	BTER	3	3.757149211504057	3.753186992968545	3.761111430039568
chess	BTER	4	3.7831806835733164	3.7789000265538295	3.7874613405928033
chess	BTER	5	3.806447312033498	3.8027253591559393	3.8101692649110577
chess	BTER	6	3.818255369395359	3.814250975001502	3.822259763789213
chess	BTER	7	3.8380474013375387	3.8337821047071072	3.8423126979679703
chess	BTER	8	3.853589041817762	3.8488442418734694	3.8583338417620547
chess	BTER	9	3.8661162896656256	3.861597799151572	3.87063478017968
chess	BTER	10	3.8898968464956463	3.885925787828852	3.89386790516244
chess	BTER	11	3.8977837075177053	3.8928086906251576	3.902758724410253
chess	BTER	12	3.9123038684125495	3.9075986042404893	3.9170091325846097
chess	BTER	13	3.930842413866542	3.9262907873548505	3.935394040378232
chess	BTER	14	3.9395895646109005	3.934013059494676	3.945166069727125
chess	BTER	15	3.952718999419369	3.9467975064006366	3.9586404924381013
chess	BTER	16	3.964204341504992	3.958640042717081	3.969768640292902
chess	BTER	17	3.9709503944028075	3.9660621947837122	3.975838594021901
chess	BTER	18	3.9820730678891465	3.9772384622835304	3.9869076734947635
chess	BTER	19	3.992551613569367	3.987400445068359	3.997702782070373
chess	BTER	20	4.000202294235526	3.9945311440735454	4.005873444397509
chess	BUGGE	0	4.0104715672539815	nan	nan
chess	BUGGE	1	11.90097855169036	11.78263333009825	12.019323773282473
chess	BUGGE	2	14.506682553790272	14.205428756033177	14.80793635154737
chess	BUGGE	3	13.885724802835862	13.651685021465168	14.11976458420657
chess	BUGGE	4	13.509635302309754	13.30800335453943	13.71126725008007
chess	BUGGE	5	13.272178290301083	13.04001421924381	13.504342361358352
chess	BUGGE	6	12.960944780467804	12.747069550628222	13.17482001030739
chess	BUGGE	7	13.05318309272006	12.801478166964516	13.304888018475603
chess	BUGGE	8	12.91274385542858	12.729972895234523	13.095514815622645
chess	BUGGE	9	12.810540218023927	12.576268960709864	13.044811475337994
chess	BUGGE	10	12.686271294341871	12.515559859701657	12.85698272898209
chess	BUGGE	11	12.641675071739236	12.435299465716174	12.848050677762298
chess	BUGGE	12	12.790513182850408	12.549839854834312	13.031186510866506
chess	BUGGE	13	12.631082722926779	12.459384998976988	12.80278044687657
chess	BUGGE	14	12.861972001655909	12.646843377960655	13.07710062535117
chess	BUGGE	15	12.682074650904353	12.491050213012093	12.873099088796623
chess	BUGGE	16	12.653486847962803	12.454186742062667	12.852786953862946
chess	BUGGE	17	12.618825234597782	12.400614548503366	12.837035920692202
chess	BUGGE	18	12.770332042460137	12.572331661358408	12.968332423561865
chess	BUGGE	19	12.68176654973385	12.489952682428422	12.873580417039273
chess	BUGGE	20	12.572694021035227	12.402011295127677	12.743376746942774
chess	CNRG	0	4.0104715672539815	nan	nan
chess	CNRG	1	3.8163849392196023	3.810510337575641	3.822259540863561
chess	CNRG	2	3.742485805268767	3.7360846165893333	3.748886993948198
chess	CNRG	3	3.7022792209792317	3.694519386309801	3.710039055648662
chess	CNRG	4	3.68036779499292	3.672344015733157	3.688391574252684
chess	CNRG	5	3.664267046952446	3.655659351829228	3.6728747420756642
