dataset	model	gen	lambda_dist	ci_lower	ci_upper
clique-ring-500-4	BTER	1	19.174857062238086	19.107829240443802	19.241884884032363
clique-ring-500-4	BTER	2	19.126226935833152	19.04679043708273	19.20566343458356
clique-ring-500-4	BTER	3	19.143852976698955	19.045254545448355	19.24245140794955
clique-ring-500-4	BTER	4	19.103611511426696	18.994965787162712	19.21225723569068
clique-ring-500-4	BTER	5	19.09378021166045	18.964364451856916	19.22319597146398
clique-ring-500-4	BTER	6	19.051298255753494	18.909255255766407	19.193341255740588
clique-ring-500-4	BTER	7	19.08440521706515	18.9360967789954	19.232713655134894
clique-ring-500-4	BTER	8	19.111771412839914	18.958877505287678	19.26466532039215
clique-ring-500-4	BTER	9	19.068905355226608	18.898129527436346	19.239681183016877
clique-ring-500-4	BTER	10	19.088752285798275	18.923837623089828	19.25366694850673
clique-ring-500-4	BTER	11	19.107713429864834	18.92448591879769	19.290940940931986
clique-ring-500-4	BTER	12	19.083508062852925	18.904254954273956	19.262761171431887
clique-ring-500-4	BTER	13	19.131947254761773	18.94475871909963	19.319135790423914
clique-ring-500-4	BTER	14	19.165003605413467	18.963048929947778	19.36695828087915
clique-ring-500-4	BTER	15	19.178087771280296	18.992969963828433	19.363205578732153
clique-ring-500-4	BTER	16	19.156734426963574	18.93716995850531	19.376298895421844
clique-ring-500-4	BTER	17	19.23839867989946	19.014159745192437	19.46263761460648
clique-ring-500-4	BTER	18	19.26451345946284	19.056098987248127	19.472927931677553
clique-ring-500-4	BTER	19	19.279043192823007	19.067700355663337	19.490386029982677
clique-ring-500-4	BTER	20	19.398037269669217	19.166020145824202	19.630054393514232
clique-ring-500-4	BUGGE	1	398.59344051049493	379.45129055635573	417.73559046463424
clique-ring-500-4	BUGGE	2	651.2535547063075	603.3156227337859	699.191486678829
clique-ring-500-4	BUGGE	3	573.0015844816895	540.2472430545977	605.7559259087811
clique-ring-500-4	BUGGE	4	537.3215909694756	496.3906883574861	578.2524935814652
clique-ring-500-4	BUGGE	5	519.1299710095861	487.9379368351514	550.3220051840214
clique-ring-500-4	BUGGE	6	507.67398644434826	476.3486530999498	538.9993197887464
clique-ring-500-4	BUGGE	7	499.92698870125326	461.60270049406853	538.2512769084381
clique-ring-500-4	BUGGE	8	538.5282514542118	505.2284348699688	571.828068038455
clique-ring-500-4	BUGGE	9	506.17800857223085	462.18509934792064	550.1709177965412
clique-ring-500-4	BUGGE	10	481.9550275484508	455.08995705690484	508.82009803999665
clique-ring-500-4	BUGGE	11	494.961169272569	464.68337972522886	525.2389588199096
clique-ring-500-4	BUGGE	12	499.7450638043337	466.62951727412883	532.8606103345384
clique-ring-500-4	BUGGE	13	509.8242837090365	471.9840057775015	547.6645616405713
clique-ring-500-4	BUGGE	14	528.275618961806	485.35451812781776	571.1967197957943
clique-ring-500-4	BUGGE	15	531.9406935127828	494.1862508464024	569.695136179163
clique-ring-500-4	BUGGE	16	533.2278856110897	498.5588503322712	567.8969208899084
clique-ring-500-4	BUGGE	17	498.8284460440471	470.82379678694605	526.8330953011482
clique-ring-500-4	BUGGE	18	484.56398871506207	458.8887760283744	510.2392014017497
clique-ring-500-4	BUGGE	19	547.7043757603336	506.51497567093037	588.8937758497372
clique-ring-500-4	BUGGE	20	497.2042302367845	463.44599831534725	530.9624621582218
clique-ring-500-4	CNRG	1	7.550282694086854e-14	7.450734583436296e-14	7.64983080473741e-14
clique-ring-500-4	CNRG	2	7.85781015440493e-14	7.724236934213472e-14	7.991383374596379e-14
clique-ring-500-4	CNRG	3	7.967024801451767e-14	7.842404231703498e-14	8.091645371200037e-14
clique-ring-500-4	CNRG	4	8.004650912816598e-14	7.888556634612009e-14	8.12074519102119e-14
clique-ring-500-4	CNRG	5	8.004476483876439e-14	7.855896968540644e-14	8.153055999212232e-14
clique-ring-500-4	CNRG	6	7.806741133933216e-14	7.677731095565324e-14	7.935751172301105e-14
clique-ring-500-4	CNRG	7	7.76158126215514e-14	7.621167457390427e-14	7.901995066919847e-14
clique-ring-500-4	CNRG	8	7.690440098098184e-14	7.582903661082686e-14	7.797976535113682e-14
clique-ring-500-4	CNRG	9	7.88303258795276e-14	7.753182856990175e-14	8.012882318915341e-14
clique-ring-500-4	CNRG	10	7.932240540150497e-14	7.773374263868938e-14	8.091106816432056e-14
clique-ring-500-4	CNRG	11	7.742210387597668e-14	7.63490481836482e-14	7.849515956830513e-14
clique-ring-500-4	CNRG	12	7.739763787509583e-14	7.627934429417538e-14	7.851593145601628e-14
clique-ring-500-4	CNRG	13	7.712645248029566e-14	7.585585086963244e-14	7.839705409095887e-14
clique-ring-500-4	CNRG	14	7.745726286650896e-14	7.619393666691898e-14	7.872058906609896e-14
clique-ring-500-4	CNRG	15	7.744941668554782e-14	7.613329470707669e-14	7.876553866401898e-14
clique-ring-500-4	CNRG	16	7.837692135890947e-14	7.712886891033448e-14	7.962497380748446e-14
clique-ring-500-4	CNRG	17	7.808801754173761e-14	7.666370132751239e-14	7.951233375596284e-14
clique-ring-500-4	CNRG	18	7.919865702643953e-14	7.757078122518013e-14	8.082653282769893e-14
clique-ring-500-4	CNRG	19	7.841333815826742e-14	7.716726119400967e-14	7.965941512252517e-14
clique-ring-500-4	CNRG	20	7.795290043764661e-14	7.669202925269656e-14	7.921377162259665e-14
clique-ring-500-4	Chung-Lu	1	40.780408980721006	40.77002532394359	40.79079263749842
clique-ring-500-4	Chung-Lu	2	40.79182300108864	40.78188358368922	40.80176241848805
clique-ring-500-4	Chung-Lu	3	40.80960705092485	40.79842246390105	40.82079163794866
clique-ring-500-4	Chung-Lu	4	40.82299222122176	40.810534772018634	40.835449670424914
clique-ring-500-4	Chung-Lu	5	40.835013328006006	40.82392058874842	40.84610606726359
clique-ring-500-4	Chung-Lu	6	40.85686999366238	40.843027899875	40.87071208744976
clique-ring-500-4	Chung-Lu	7	40.87459799641068	40.86114113801345	40.888054854807905
clique-ring-500-4	Chung-Lu	8	40.88248273754225	40.869823215988	40.89514225909651
clique-ring-500-4	Chung-Lu	9	40.90330815405502	40.8905941034727	40.916022204637336
clique-ring-500-4	Chung-Lu	10	40.917131987862504	40.9032901788495	40.93097379687549
clique-ring-500-4	Chung-Lu	11	40.940201260253815	40.9255673895455	40.95483513096213
clique-ring-500-4	Chung-Lu	12	40.952052267982474	40.936008726355304	40.96809580960964
clique-ring-500-4	Chung-Lu	13	40.988208857871186	40.970493836352894	41.00592387938948
clique-ring-500-4	Chung-Lu	14	40.99755679738954	40.980801221190596	41.014312373588474
clique-ring-500-4	Chung-Lu	15	41.0202687404841	40.999932216942376	41.04060526402581
clique-ring-500-4	Chung-Lu	16	41.02835880972023	41.01014202095632	41.046575598484154
clique-ring-500-4	Chung-Lu	17	41.05526421366099	41.036120298563	41.07440812875898
clique-ring-500-4	Chung-Lu	18	41.06443375531557	41.04428989465881	41.08457761597233
clique-ring-500-4	Chung-Lu	19	41.08717486052991	41.066352910110716	41.107996810949125
clique-ring-500-4	Chung-Lu	20	41.10660407682986	41.086760014754205	41.126448138905516
clique-ring-500-4	Erdos-Renyi	1	66.9307151195842	66.61976678463385	67.2416634545345
clique-ring-500-4	Erdos-Renyi	2	67.10088232398404	66.69125106187637	67.5105135860917
clique-ring-500-4	Erdos-Renyi	3	66.92622426281385	66.55676351274106	67.29568501288666
clique-ring-500-4	Erdos-Renyi	4	67.05998477778272	66.53422662116222	67.58574293440324
clique-ring-500-4	Erdos-Renyi	5	67.760779561222	67.15474490888133	68.36681421356266
clique-ring-500-4	Erdos-Renyi	6	67.77023712958871	67.0774609007247	68.46301335845271
clique-ring-500-4	Erdos-Renyi	7	67.35722825142292	66.69194559271861	68.02251091012718
clique-ring-500-4	Erdos-Renyi	8	67.92527482061236	67.26006442453664	68.59048521668811
clique-ring-500-4	Erdos-Renyi	9	67.65846190749977	66.92454553881787	68.39237827618167
clique-ring-500-4	Erdos-Renyi	10	67.60521572560612	66.85249244587024	68.35793900534199
clique-ring-500-4	Erdos-Renyi	11	67.67980309915515	66.84568500155353	68.51392119675677
clique-ring-500-4	Erdos-Renyi	12	67.74475830105698	66.84596637794904	68.64355022416485
clique-ring-500-4	Erdos-Renyi	13	67.95098227090448	67.0355205301381	68.86644401167088
clique-ring-500-4	Erdos-Renyi	14	68.1055589585553	67.10043883348483	69.11067908362573
clique-ring-500-4	Erdos-Renyi	15	68.0806690358846	67.18355753401484	68.97778053775436
clique-ring-500-4	Erdos-Renyi	16	68.14874246385766	67.11997026463742	69.1775146630779
clique-ring-500-4	Erdos-Renyi	17	68.55306156747137	67.4561780096652	69.64994512527755
clique-ring-500-4	Erdos-Renyi	18	68.46066682784549	67.28424872686611	69.63708492882489
clique-ring-500-4	Erdos-Renyi	19	68.27831565609245	67.05095897297116	69.50567233921373
clique-ring-500-4	Erdos-Renyi	20	68.35383697024346	67.1733946708043	69.53427926968266
clique-ring-500-4	GCN_AE	1	40793.83515072778	40662.84980865606	40924.82049279951
clique-ring-500-4	GCN_AE	2	45050.40046887328	44686.14120691966	45414.659730826905
clique-ring-500-4	GCN_AE	3	44699.73587808633	44606.740681919	44792.73107425364
clique-ring-500-4	GCN_AE	4	44654.579305786785	44600.05610721755	44709.10250435601
clique-ring-500-4	GCN_AE	5	44655.82163951045	44601.45867082511	44710.18460819577
clique-ring-500-4	GCN_AE	6	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GCN_AE	7	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GCN_AE	8	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GCN_AE	9	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GCN_AE	10	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GCN_AE	11	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GCN_AE	12	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GCN_AE	13	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GCN_AE	14	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GCN_AE	15	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GCN_AE	16	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GCN_AE	17	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GCN_AE	18	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GCN_AE	19	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GCN_AE	20	44656.44320511481	44602.11750819324	44710.768902036354
clique-ring-500-4	GraphRNN	1	6.348377092567802	6.092640506325939	6.604113678809666
clique-ring-500-4	GraphRNN	2	13.138169432447526	11.250237820153705	15.02610104474135
clique-ring-500-4	GraphRNN	3	17.751095865350123	15.668458620974809	19.83373310972544
clique-ring-500-4	GraphRNN	4	9.37972977197207	8.033608947897136	10.72585059604701
clique-ring-500-4	GraphRNN	5	19.594011904077966	19.141327479473834	20.046696328682106
clique-ring-500-4	GraphRNN	6	11.404581013832075	10.22340446573036	12.585757561933784
clique-ring-500-4	GraphRNN	7	19.294368458525913	18.961984145516947	19.62675277153487
clique-ring-500-4	GraphRNN	8	9.823241215068446	8.546426034308165	11.10005639582872
clique-ring-500-4	GraphRNN	9	19.37247637574315	19.02211838804022	19.72283436344609
clique-ring-500-4	GraphRNN	10	9.062109815814203	7.528047538349572	10.596172093278827
clique-ring-500-4	GraphRNN	11	17.2452323719001	16.596023604234308	17.894441139565895
clique-ring-500-4	GraphRNN	12	7.81557163390866	6.489668070566785	9.141475197250532
clique-ring-500-4	GraphRNN	13	17.134262147750764	16.63647243636699	17.63205185913453
clique-ring-500-4	GraphRNN	14	7.881964165591321	6.614381097915333	9.149547233267308
clique-ring-500-4	GraphRNN	15	12.633427781238739	11.853754415899738	13.413101146577743
clique-ring-500-4	GraphRNN	16	6.987369788860331	5.737108949155044	8.237630628565611
clique-ring-500-4	GraphRNN	17	10.901732504076868	10.364552794144204	11.438912214009536
clique-ring-500-4	GraphRNN	18	7.614596629276284	6.423974625663168	8.805218632889392
clique-ring-500-4	GraphRNN	19	12.441218146728843	11.839700390846566	13.042735902611124
clique-ring-500-4	GraphRNN	20	7.692670322899473	6.471675656486878	8.913664989312068
clique-ring-500-4	Kronecker	1	191.20210141363924	188.5879573457871	193.8162454814914
clique-ring-500-4	Kronecker	2	479.59690678038044	474.50735342736454	484.6864601333962
clique-ring-500-4	Kronecker	3	1024.1492567897794	1013.6994727100783	1034.5990408694804
clique-ring-500-4	Kronecker	4	2277.097399529922	2251.5669209612356	2302.627878098607
clique-ring-500-4	Kronecker	5	4804.400476692757	4752.8515895668215	4855.949363818693
clique-ring-500-4	Kronecker	6	9637.979028409736	9541.766036619536	9734.192020199936
clique-ring-500-4	Kronecker	7	18100.761505803537	17863.43578406156	18338.087227545515
clique-ring-500-4	Kronecker	8	33612.27732387632	33018.33681749146	34206.21783026118
clique-ring-500-4	Kronecker	9	59455.040698789395	58394.95525231549	60515.1261452633
clique-ring-500-4	Kronecker	10	73723.74971417617	73549.37318638209	73898.12624197023
clique-ring-500-4	Kronecker	11	75427.57083454543	75365.50789969174	75489.63376939912
clique-ring-500-4	Kronecker	12	75855.64616484201	75812.02244676127	75899.26988292274
clique-ring-500-4	Kronecker	13	75614.36710658389	75487.28476249437	75741.4494506734
clique-ring-500-4	Kronecker	14	75477.96616399949	75419.51443157035	75536.4178964286
clique-ring-500-4	Kronecker	15	75886.77022725764	75840.12162810312	75933.41882641216
clique-ring-500-4	Kronecker	16	75656.6090128574	75539.63910181793	75773.57892389687
clique-ring-500-4	Kronecker	17	75509.07880923442	75446.3939826407	75571.76363582813
clique-ring-500-4	Kronecker	18	75906.74740862157	75856.90616402675	75956.58865321641
clique-ring-500-4	Kronecker	19	75675.88231494707	75560.98609300258	75790.7785368916
clique-ring-500-4	Kronecker	20	75522.54337368936	75458.33971947456	75586.74702790416
clique-ring-500-4	Linear_AE	1	44188.267790994054	44166.32034454138	44210.215237446726
clique-ring-500-4	Linear_AE	2	44306.667314413695	44284.373168473845	44328.96146035356
clique-ring-500-4	Linear_AE	3	44448.3980112293	44429.678837441475	44467.11718501711
clique-ring-500-4	Linear_AE	4	44481.659260593886	44463.436019246656	44499.88250194113
clique-ring-500-4	Linear_AE	5	44487.94762701154	44469.40384706588	44506.49140695722
clique-ring-500-4	Linear_AE	6	44494.447884339104	44475.90908469795	44512.986683980256
clique-ring-500-4	Linear_AE	7	44494.191415938454	44476.166536936216	44512.21629494066
clique-ring-500-4	Linear_AE	8	44499.841256629385	44482.57188879397	44517.11062446477
clique-ring-500-4	Linear_AE	9	44500.64350252602	44484.212498484136	44517.07450656791
clique-ring-500-4	Linear_AE	10	44502.56181629267	44486.99315890028	44518.13047368507
clique-ring-500-4	Linear_AE	11	44512.91108495889	44498.566890027156	44527.255279890625
clique-ring-500-4	Linear_AE	12	44515.07598547103	44501.02246871142	44529.12950223064
clique-ring-500-4	Linear_AE	13	44518.23998662573	44504.3419234609	44532.13804979056
clique-ring-500-4	Linear_AE	14	44519.526157883185	44506.10150795679	44532.95080780955
clique-ring-500-4	Linear_AE	15	44521.29695522938	44508.42856787376	44534.16534258499
clique-ring-500-4	Linear_AE	16	44522.070131838576	44509.4271963222	44534.71306735491
clique-ring-500-4	Linear_AE	17	44522.40050883364	44510.132743970906	44534.66827369635
clique-ring-500-4	Linear_AE	18	44524.986923320896	44512.39078641298	44537.58306022881
clique-ring-500-4	Linear_AE	19	44524.82957365534	44512.26287875935	44537.39626855133
clique-ring-500-4	Linear_AE	20	44524.28836258321	44511.97777835401	44536.59894681241
clique-ring-500-4	NetGAN	1	65.6245004176499	nan	nan
clique-ring-500-4	NetGAN	2	70.01624554011298	nan	nan
clique-ring-500-4	NetGAN	3	73.36768468015924	nan	nan
clique-ring-500-4	NetGAN	4	51.82506590106371	nan	nan
clique-ring-500-4	NetGAN	5	41.42639877546603	nan	nan
clique-ring-500-4	NetGAN	6	31.577744745127248	nan	nan
clique-ring-500-4	SBM	1	67.3153691818673	67.04395571781	67.58678264592463
clique-ring-500-4	SBM	2	68.26481164449747	67.96358151892677	68.56604177006817
clique-ring-500-4	SBM	3	69.17840319424062	68.72654270746762	69.63026368101364
clique-ring-500-4	SBM	4	69.71794914858074	69.26538320436553	70.17051509279595
clique-ring-500-4	SBM	5	69.82740928078483	69.37744289702854	70.27737566454113
clique-ring-500-4	SBM	6	70.73303619121073	70.24805153142202	71.21802085099947
clique-ring-500-4	SBM	7	71.00274440313689	70.28903957264325	71.7164492336305
clique-ring-500-4	SBM	8	70.84074767812747	70.17983076063355	71.50166459562142
clique-ring-500-4	SBM	9	71.09395176260703	70.43508912169042	71.75281440352364
