dataset	model	gen	pgd_rgfd	ci_lower	ci_upper
tree	Erdos-Renyi	19	0.0031588842944745847	0.003085770657491718	0.0032319979314574514
tree	Erdos-Renyi	20	0.00313501441592662	0.003058673982107866	0.0032113548497453735
tree	GCN_AE	1	1.955325456184764	1.9539399356424096	1.9567109767271182
tree	GCN_AE	2	1.993592337545036	1.9927927975003397	1.9943918775897322
tree	GCN_AE	3	1.9947663181145925	1.9936654233913036	1.99586721283788
tree	GCN_AE	4	1.9964196255828413	1.9952633513421036	1.9975758998235784
tree	GCN_AE	5	1.9980419503100295	1.9970466976792058	1.9990372029408532
tree	GCN_AE	6	1.9980421793484169	1.9970468761665061	1.9990374825303276
tree	GCN_AE	7	1.9983662025062674	1.9974336226564948	1.99929878235604
tree	GCN_AE	8	1.998366155794251	1.997433548973618	1.999298762614884
tree	GCN_AE	9	1.9983663472276008	1.9974338503093132	1.9992988441458874
tree	GCN_AE	10	1.998690769548913	1.9978358612072578	1.999545677890568
tree	GCN_AE	11	1.9985286877807757	1.9976330106051385	1.9994243649564125
tree	GCN_AE	12	1.9986907696690763	1.997835861312366	1.9995456780257868
tree	GCN_AE	13	1.998690768336671	1.997835860146904	1.9995456765264372
tree	GCN_AE	14	1.998690768336671	1.997835860146904	1.9995456765264372
tree	GCN_AE	15	1.9988530107783307	1.9980436966664954	1.999662324890166
tree	GCN_AE	16	1.998690836019739	1.9978359722697288	1.9995456997697494
tree	GCN_AE	17	1.9986908134096564	1.997835934816332	1.9995456920029808
tree	GCN_AE	18	1.9988530236004474	1.9980437193190264	1.999662327881868
tree	GCN_AE	19	1.9986907906836648	1.997835897168741	1.9995456841985886
tree	GCN_AE	20	1.9988532149054026	1.998044045288427	1.9996623845223782
tree	GraphRNN	1	0.0	nan	nan
tree	GraphRNN	2	0.0	nan	nan
tree	GraphRNN	3	0.0	nan	nan
tree	GraphRNN	4	0.0	nan	nan
tree	GraphRNN	5	0.0	nan	nan
tree	GraphRNN	6	0.0	nan	nan
tree	GraphRNN	7	0.0	nan	nan
tree	GraphRNN	8	0.0	nan	nan
tree	GraphRNN	9	0.0	nan	nan
tree	GraphRNN	10	0.0	nan	nan
tree	GraphRNN	11	0.0	nan	nan
tree	GraphRNN	12	0.0	nan	nan
tree	GraphRNN	13	0.0	nan	nan
tree	GraphRNN	14	0.0	nan	nan
tree	GraphRNN	15	0.0	nan	nan
tree	GraphRNN	16	0.0	nan	nan
tree	GraphRNN	17	0.0	nan	nan
tree	GraphRNN	18	0.0	nan	nan
tree	GraphRNN	19	0.0	nan	nan
tree	GraphRNN	20	0.0	nan	nan
tree	Kronecker	1	0.01693788091789523	0.016688156033357503	0.017187605802432972
tree	Kronecker	2	0.029768899202412755	0.02878805287469109	0.03074974553013442
tree	Kronecker	3	0.06090860497674386	0.05824926435439044	0.0635679455990973
tree	Kronecker	4	0.12391293940513044	0.11845222607253882	0.12937365273772206
tree	Kronecker	5	0.24314622176520573	0.23106900036899863	0.25522344316141266
tree	Kronecker	6	0.4584030926379578	0.43789196291292753	0.4789142223629882
tree	Kronecker	7	0.7841275925654905	0.7513452865965261	0.8169098985344544
tree	Kronecker	8	1.2191167262002618	1.1792642826361146	1.258969169764409
tree	Kronecker	9	1.6704203306547125	1.6344366912164117	1.7064039700930134
tree	Kronecker	10	1.9419431738562276	1.9300149325311473	1.953871415181308
tree	Kronecker	11	1.9927281466980187	1.9920671555922624	1.9933891378037745
tree	Kronecker	12	1.996828225376922	1.9966939272331274	1.9969625235207167
tree	Kronecker	13	1.9973356183310498	1.9972854978303392	1.9973857388317608
tree	Kronecker	14	1.9973805994412999	1.9972951078749857	1.997466091007614
tree	Kronecker	15	1.9971553238567887	1.9970787483005723	1.9972318994130052
tree	Kronecker	16	1.997352732612314	1.9972972739634305	1.9974081912611978
tree	Kronecker	17	1.997404698737325	1.9973235873974433	1.9974858100772068
tree	Kronecker	18	1.9971768429940266	1.9971035131784978	1.997250172809556
tree	Kronecker	19	1.9973641116830132	1.9973051003542412	1.9974231230117852
tree	Kronecker	20	1.9974221776227188	1.9973431590756852	1.997501196169752
tree	Linear_AE	1	1.9729582059798745	1.9729209380533883	1.972995473906361
tree	Linear_AE	2	1.9765929455371727	1.9765114729482274	1.976674418126117
tree	Linear_AE	3	1.9829951054693482	1.9827783960617171	1.9832118148769793
tree	Linear_AE	4	1.985318328385544	1.985049270372802	1.985587386398286
tree	Linear_AE	5	1.9860772789918668	1.9857826579096494	1.9863719000740847
tree	Linear_AE	6	1.986553730553424	1.9861980378901491	1.9869094232166988
tree	Linear_AE	7	1.9868962477255752	1.9865290242326004	1.9872634712185495
tree	Linear_AE	8	1.9872864594896678	1.9869202769539431	1.987652642025392
tree	Linear_AE	9	1.9876247506979374	1.9872696686344005	1.9879798327614744
tree	Linear_AE	10	1.987945777524377	1.9876121782803784	1.988279376768375
tree	Linear_AE	11	1.9882356036969373	1.9879252254483841	1.988545981945491
tree	Linear_AE	12	1.9884151353779331	1.9881134057319678	1.9887168650238993
tree	Linear_AE	13	1.9885421172094464	1.9882506540567173	1.9888335803621764
tree	Linear_AE	14	1.9886603048831446	1.9883523825628648	1.988968227203424
tree	Linear_AE	15	1.9887160076580408	1.9884144667940287	1.9890175485220538
tree	Linear_AE	16	1.9887552571475828	1.988456734796145	1.9890537794990202
tree	Linear_AE	17	1.9887942137405008	1.9884921302763325	1.989096297204669
tree	Linear_AE	18	1.9888282879643975	1.9885238008186574	1.9891327751101375
tree	Linear_AE	19	1.9888492386452803	1.9885427438168346	1.989155733473725
tree	Linear_AE	20	1.9888589574377278	1.9885443190633019	1.9891735958121537
tree	SBM	1	0.005244359980048383	0.0051873253758625065	0.00530139458423426
tree	SBM	2	0.004862338075123575	0.004607215047935373	0.0051174611023117765
tree	SBM	3	0.004792857779291273	0.0044898623092849916	0.005095853249297553
tree	SBM	4	0.004456332755975029	0.004121757165308829	0.004790908346641228
tree	SBM	5	0.00420579488029175	0.0038665814950011716	0.004545008265582329
tree	SBM	6	0.00391917521620739	0.003587934445563695	0.004250415986851086
tree	SBM	7	0.0040334805608005795	0.003677696543037813	0.004389264578563346
tree	SBM	8	0.003867466872797459	0.0034995331444353348	0.004235400601159581
tree	SBM	9	0.0037890999945792902	0.003468110787874318	0.0041100892012842635
tree	SBM	10	0.0035157320009617486	0.0032588445030729504	0.0037726194988505486
tree	SBM	11	0.003500393069029465	0.0032531696700144742	0.003747616468044455
tree	SBM	12	0.003393977120203003	0.003144377626408213	0.0036435766139977935
tree	SBM	13	0.0034559516305640203	0.0031988514023479526	0.003713051858780088
tree	SBM	14	0.0033942846996595057	0.003148886543798101	0.00363968285552091
tree	SBM	15	0.0033068627240068643	0.003089476905496129	0.0035242485425175996
tree	SBM	16	0.003335282438954272	0.0031169196957733544	0.0035536451821351904
tree	SBM	17	0.003326804841494758	0.003124268983199644	0.003529340699789871
tree	SBM	18	0.00332937392631613	0.003108185832956488	0.0035505620196757725
tree	SBM	19	0.0033045163914272174	0.0031166967198322996	0.0034923360630221352
tree	SBM	20	0.0032684884406124657	0.003093526699603316	0.0034434501816216147
