dataset	model	gen	avg_clustering	ci_lower	ci_upper
eucore	GCN_AE	5	0.8814423886562979	0.8511821182288769	0.9117026590837188
eucore	GCN_AE	6	0.8964965958290244	0.8676042291299335	0.9253889625281158
eucore	GCN_AE	7	0.9054925325235359	0.8770746183081563	0.9339104467389151
eucore	GCN_AE	8	0.9090844947710481	0.8807054720691755	0.9374635174729208
eucore	GCN_AE	9	0.9096846446679698	0.881490859365377	0.9378784299705631
eucore	GCN_AE	10	0.9098742858417149	0.8817403909270821	0.9380081807563477
eucore	GCN_AE	11	0.9098817827534386	0.8817506619214447	0.9380129035854322
eucore	GCN_AE	12	0.9137704471612125	0.8857426672219345	0.9417982271004902
eucore	GCN_AE	13	0.9173078179266178	0.8893213240348469	0.9452943118183886
eucore	GCN_AE	14	0.9173149586736739	0.8893313690819757	0.945298548265372
eucore	GCN_AE	15	0.9173605072478268	0.8893952770846504	0.9453257374110037
eucore	GCN_AE	16	0.9174301099362383	0.8894923788080622	0.945367841064414
eucore	GCN_AE	17	0.9174301583404741	0.8894924461018754	0.9453678705790729
eucore	GCN_AE	18	0.9174301583404741	0.8894924461018754	0.9453678705790729
eucore	GCN_AE	19	0.9174301583404741	0.8894924461018754	0.9453678705790729
eucore	GCN_AE	20	0.9174301583404741	0.8894924461018754	0.9453678705790729
eucore	GraphRNN	0	0.4070504475195381	0.40705044751953856	0.40705044751953856
eucore	GraphRNN	1	0.08423707173517218	0.08278285014276558	0.08569129332757881
eucore	GraphRNN	2	0.0692555514396097	0.0686473440905348	0.06986375878868456
eucore	GraphRNN	3	0.05770121856426047	0.05748448865007988	0.05791794847844102
eucore	GraphRNN	4	0.05103311759096919	0.05089754421264093	0.05116869096929746
eucore	GraphRNN	5	0.04791875073590411	0.04777524735997342	0.048062254111834846
eucore	GraphRNN	6	0.04601556428610504	0.04585713485565147	0.04617399371655861
eucore	GraphRNN	7	0.04437514293395089	0.044193022205083976	0.044557263662817786
eucore	GraphRNN	8	0.04193718068670768	0.04174411346250273	0.04213024791091262
eucore	GraphRNN	9	0.03981800716885067	0.039598029751397576	0.040037984586303754
eucore	GraphRNN	10	0.037841136234998005	0.03762469520517667	0.038057577264819314
eucore	GraphRNN	11	0.037091441540133684	0.03688657016839248	0.03729631291187487
eucore	GraphRNN	12	0.03530169445491978	0.03500212590312895	0.03560126300671059
eucore	GraphRNN	13	0.0346615648139993	0.03431206041726271	0.035011069210735914
eucore	GraphRNN	14	0.0338911669304359	0.03339132868914265	0.034391005171729154
eucore	GraphRNN	15	0.03138047465626715	0.03105026856106023	0.031710680751474055
eucore	GraphRNN	16	0.030458936694591127	0.029942504095654777	0.030975369293527462
eucore	GraphRNN	17	0.029610783458052178	0.0291305197923441	0.030091047123760255
eucore	GraphRNN	18	0.027068389511415505	0.02653044112950135	0.027606337893329662
eucore	GraphRNN	19	0.025509647851232397	0.02505699272396449	0.02596230297850029
eucore	GraphRNN	20	0.024114225903435055	0.023676182660039402	0.02455226914683071
eucore	HRG	0	0.4070504475195381	0.40705044751953856	0.40705044751953856
eucore	HRG	1	0.30976393966030236	0.3016264591797708	0.3179014201408341
eucore	HRG	2	0.34859464135454776	0.33927270219557343	0.3579165805135223
eucore	HRG	3	0.3871494841238599	0.3752771296238103	0.3990218386239095
eucore	HRG	4	0.4304186669779927	0.41833499739632873	0.4425023365596569
eucore	HRG	5	0.4722530287768517	0.4588641745790167	0.48564188297468697
eucore	HRG	6	0.518652910184672	0.5018798012158638	0.5354260191534799
eucore	HRG	7	0.566602923236852	0.5489547581362607	0.5842510883374433
eucore	HRG	8	0.6075654503007248	0.5873016697790632	0.6278292308223865
eucore	HRG	9	0.6561209846233891	0.6352283873073994	0.6770135819393786
eucore	HRG	10	0.7007272220820938	0.6796078887753461	0.7218465553888422
eucore	HRG	11	0.7271397012628497	0.7067661932746555	0.7475132092510434
eucore	HRG	12	0.7596285348543325	0.741425232162019	0.7778318375466461
eucore	HRG	13	0.7795985823286884	0.7644145311922643	0.7947826334651131
eucore	HRG	14	0.8027354670278127	0.7895424322261875	0.8159285018294371
eucore	HRG	15	0.8153633001300795	0.802517063572611	0.828209536687548
eucore	HRG	16	0.8253850722670327	0.813519091208056	0.8372510533260092
eucore	HRG	17	0.8393955310606913	0.8297686701930815	0.8490223919283006
eucore	HRG	18	0.845947714739794	0.8377351908287025	0.8541602386508853
eucore	HRG	19	0.8493712308895884	0.8414627079400797	0.8572797538390963
eucore	HRG	20	0.8549280133574382	0.8476033553791137	0.8622526713357622
eucore	Kronecker	0	0.4070504475195381	0.40705044751953856	0.40705044751953856
eucore	Kronecker	1	0.1841232915741633	0.18306652349230593	0.18518005965602066
eucore	Kronecker	2	0.2290209097847147	0.22782611431607114	0.23021570525335827
eucore	Kronecker	3	0.3013327880197459	0.30014657893947805	0.3025189971000135
eucore	Kronecker	4	0.42825222659470624	0.4253580981377863	0.4311463550516262
eucore	Kronecker	5	0.6463724431138403	0.6416176628934516	0.6511272233342291
eucore	Kronecker	6	0.8295017208252262	0.8284925649174418	0.830510876733011
eucore	Kronecker	7	0.8534791604378996	0.8530988110766414	0.8538595097991578
eucore	Kronecker	8	0.856110934454369	0.8559318802758439	0.856289988632894
eucore	Kronecker	9	0.857014823300878	0.8568841495795907	0.8571454970221652
eucore	Kronecker	10	0.8575054815902377	0.8573580864276377	0.8576528767528383
eucore	Kronecker	11	0.8578579550762249	0.8577243019252386	0.8579916082272107
eucore	Kronecker	12	0.8579972153036682	0.857894062799144	0.8581003678081924
eucore	Kronecker	13	0.8579725959575056	0.857858984435518	0.8580862074794935
eucore	Kronecker	14	0.8579399431641034	0.8578305499630942	0.8580493363651126
eucore	Kronecker	15	0.857991816292846	0.8578627995670014	0.8581208330186914
eucore	Kronecker	16	0.8579718846432359	0.8578498005432763	0.8580939687431955
eucore	Kronecker	17	0.8578756971452401	0.8577659561895595	0.857985438100921
eucore	Kronecker	18	0.8579053170933247	0.8578084769656977	0.8580021572209513
eucore	Kronecker	19	0.8578644900890546	0.8577717041678802	0.8579572760102291
eucore	Kronecker	20	0.8579481260881013	0.8578312671866684	0.8580649849895341
eucore	Linear_AE	0	0.4070504475195381	0.40705044751953856	0.40705044751953856
eucore	Linear_AE	1	0.6296546934561164	0.6284685273532197	0.630840859559013
eucore	Linear_AE	2	0.7396742587767744	0.7367321293258282	0.7426163882277204
eucore	Linear_AE	3	0.7863553189852688	0.7851712749891158	0.7875393629814211
eucore	Linear_AE	4	0.7906775192512656	0.7894505083633123	0.7919045301392182
eucore	Linear_AE	5	0.7971875318251347	0.7953361224238816	0.7990389412263877
eucore	Linear_AE	6	0.8054441672863643	0.8025161520377968	0.8083721825349313
eucore	Linear_AE	7	0.8151302618737201	0.8069802106050763	0.8232803131423636
eucore	Linear_AE	8	0.8221809175374807	0.8113328469468488	0.8330289881281123
eucore	Linear_AE	9	0.8241259094798908	0.8132408680961651	0.8350109508636163
eucore	Linear_AE	10	0.8245442895635574	0.8136966972839265	0.8353918818431884
eucore	Linear_AE	11	0.8250504963121001	0.8142235014959222	0.8358774911282781
eucore	Linear_AE	12	0.8250706850095866	0.8142411573720123	0.8359002126471609
eucore	Linear_AE	13	0.8250464904486339	0.8142122343102577	0.8358807465870101
eucore	Linear_AE	14	0.8250160453932882	0.8141756910672768	0.8358563997193
eucore	Linear_AE	15	0.8250357347177552	0.8141991593096753	0.8358723101258352
eucore	Linear_AE	16	0.825065877447265	0.8142352623880852	0.8358964925064446
eucore	Linear_AE	17	0.825346433648922	0.8144430086840349	0.836249858613809
eucore	Linear_AE	18	0.8280027582973283	0.815129819112022	0.8408756974826346
eucore	Linear_AE	19	0.8280064958272908	0.8151339255581126	0.840879066096469
eucore	Linear_AE	20	0.8280066343136252	0.8151340425800512	0.8408792260471992
eucore	NetGAN	0	0.4070504475195381	0.40705044751953856	0.40705044751953856
eucore	NetGAN	1	0.2261249799960717	0.22117358392103353	0.23107637607110987
eucore	SBM	0	0.4070504475195381	0.40705044751953856	0.40705044751953856
eucore	SBM	1	0.14332001529261318	0.14138656762529297	0.14525346295993338
eucore	SBM	2	0.13858755851740415	0.1366389537976792	0.14053616323712903
eucore	SBM	3	0.13517262151088688	0.133170728372264	0.13717451464950975
eucore	SBM	4	0.13265059165582013	0.13050762802001262	0.1347935552916277
eucore	SBM	5	0.13006303529584237	0.12802849961401755	0.13209757097766714
eucore	SBM	6	0.12772227360737953	0.12571303568112802	0.129731511533631
eucore	SBM	7	0.12563885574026196	0.12342449935948116	0.12785321212104286
eucore	SBM	8	0.12435616178734414	0.12194743994855278	0.12676488362613544
eucore	SBM	9	0.12271063538930521	0.12024848177448133	0.12517278900412906
eucore	SBM	10	0.12109788233239333	0.11845893393980109	0.12373683072498565
eucore	SBM	11	0.11990367206661891	0.11718351398400519	0.12262383014923266
eucore	SBM	12	0.11830059528569828	0.11555421754789429	0.12104697302350233
eucore	SBM	13	0.11701476121741658	0.11414982655346735	0.11987969588136578
eucore	SBM	14	0.11586649520955915	0.11312498643017037	0.11860800398894787
eucore	SBM	15	0.11496638584772585	0.11218275194493428	0.11775001975051742
eucore	SBM	16	0.11379539262148165	0.1110135621492554	0.11657722309370791
eucore	SBM	17	0.11274948221758313	0.10985750222605326	0.11564146220911303
eucore	SBM	18	0.11180005565684416	0.10894717369869512	0.11465293761499316
eucore	SBM	19	0.11061492340948977	0.10780851925240408	0.11342132756657546
eucore	SBM	20	0.11043055907319792	0.10755813817612779	0.1133029799702681
