dataset	model	gen	pagerank_js	ci_lower	ci_upper
tree	GraphRNN	4	0.9999894948770536	0.9999881465483029	0.9999908432058047
tree	GraphRNN	5	0.9999807986189962	0.9999791319736334	0.9999824652643586
tree	GraphRNN	6	0.9999892897872136	0.9999887291816327	0.9999898503927946
tree	GraphRNN	7	0.9999854658519173	0.9999838331258422	0.999987098577992
tree	GraphRNN	8	0.9999898194420223	0.9999894765302662	0.999990162353779
tree	GraphRNN	9	0.9999862583386673	0.9999846656102526	0.9999878510670813
tree	GraphRNN	10	0.9999891750500075	0.9999888010069479	0.9999895490930667
tree	GraphRNN	11	0.9999870761394228	0.9999857873364084	0.999988364942437
tree	GraphRNN	12	0.9999891985455449	0.9999887289327041	0.9999896681583851
tree	GraphRNN	13	0.9999881053470762	0.9999872277341532	0.9999889829599985
tree	GraphRNN	14	0.999989203274813	0.9999887001780653	0.9999897063715609
tree	GraphRNN	15	0.9999874088393095	0.9999863562849293	0.9999884613936892
tree	GraphRNN	16	0.9999890366610461	0.9999885975951646	0.9999894757269279
tree	GraphRNN	17	0.9999865318125238	0.999985021474474	0.9999880421505728
tree	GraphRNN	18	0.9999868582970888	0.9999855428740791	0.9999881737200977
tree	GraphRNN	19	0.9999891012448292	0.9999886364880596	0.9999895660015988
tree	GraphRNN	20	0.99998692928949	0.9999857225671795	0.9999881360117999
tree	Kronecker	1	0.7737693623619432	0.751941149278776	0.7955975754451099
tree	Kronecker	2	0.7234109038623019	0.703933112126468	0.7428886955981358
tree	Kronecker	3	0.7046164905446255	0.6962537681202254	0.7129792129690251
tree	Kronecker	4	0.7049466994678635	0.6969767900481525	0.7129166088875738
tree	Kronecker	5	0.7161994618815472	0.7092713559683286	0.7231275677947657
tree	Kronecker	6	0.7443032791194604	0.7347439242554762	0.7538626339834448
tree	Kronecker	7	0.7889618652182082	0.7826338142974101	0.795289916139007
tree	Kronecker	8	0.8235392172444168	0.818173418630428	0.828905015858406
tree	Kronecker	9	0.8534237556689007	0.8502483857315706	0.8565991256062309
tree	Kronecker	10	0.8604878868847282	0.8542141500582202	0.8667616237112362
tree	Kronecker	11	0.8915774133889944	0.8891056235620589	0.89404920321593
tree	Kronecker	12	0.8969884918700841	0.8966309792345623	0.897346004505606
tree	Kronecker	13	0.8970423401028682	0.896718744155054	0.8973659360506822
tree	Kronecker	14	0.8968747552389681	0.896533205342796	0.8972163051351402
tree	Kronecker	15	0.8972154860343434	0.8968652266355116	0.8975657454331755
tree	Kronecker	16	0.896777862390403	0.8964107740838431	0.8971449506969634
tree	Kronecker	17	0.896855048060896	0.8965649297284793	0.8971451663933127
tree	Kronecker	18	0.897064443953496	0.8967794497882031	0.8973494381187888
tree	Kronecker	19	0.8968576210056486	0.8965242625148994	0.8971909794963978
tree	Kronecker	20	0.8967892675291184	0.8964616386852108	0.8971168963730248
tree	Linear_AE	1	0.9961569384467723	0.9961108226056843	0.9962030542878608
tree	Linear_AE	2	0.9961481956492163	0.9960944618499785	0.9962019294484543
tree	Linear_AE	3	0.9963389271936213	0.996249827148283	0.9964280272389595
tree	Linear_AE	4	0.9965620970977506	0.9964478553113748	0.9966763388841263
tree	Linear_AE	5	0.9966857767522148	0.9965416366822957	0.996829916822134
tree	Linear_AE	6	0.9968561780438487	0.9966849847330506	0.9970273713546471
tree	Linear_AE	7	0.9969347858828841	0.9967476079849994	0.9971219637807692
tree	Linear_AE	8	0.997017460020841	0.9968294907765624	0.9972054292651201
tree	Linear_AE	9	0.9971331022587576	0.9969254351822688	0.9973407693352466
tree	Linear_AE	10	0.997283459879537	0.9970654681502353	0.997501451608839
tree	Linear_AE	11	0.9974314683716939	0.9972136381471697	0.9976492985962175
tree	Linear_AE	12	0.9974472951588521	0.9972245924128523	0.9976699979048521
tree	Linear_AE	13	0.9975077266878445	0.9972839862831755	0.9977314670925135
tree	Linear_AE	14	0.9976227760939217	0.9973985629323389	0.9978469892555045
tree	Linear_AE	15	0.9976911200408384	0.9974887113348383	0.9978935287468378
tree	Linear_AE	16	0.9977368416047128	0.9975368089160938	0.9979368742933316
tree	Linear_AE	17	0.9977402597433405	0.9975363241591806	0.9979441953275001
tree	Linear_AE	18	0.9977601098472519	0.9975579151146234	0.9979623045798796
tree	Linear_AE	19	0.9977509381352592	0.9975490173655026	0.9979528589050153
tree	Linear_AE	20	0.9977491750050738	0.9975462848141698	0.997952065195977
tree	SBM	1	0.752797381069954	0.744946002716782	0.7606487594231257
tree	SBM	2	0.7628348597824285	0.7543746297321315	0.7712950898327252
tree	SBM	3	0.7655734779256632	0.7553005606438268	0.7758463952074997
tree	SBM	4	0.7726546156651853	0.7611452232279463	0.7841640081024244
tree	SBM	5	0.7855176828711613	0.7758243090239203	0.7952110567184021
tree	SBM	6	0.7872704501459151	0.7790951014478077	0.7954457988440226
tree	SBM	7	0.7885981123473268	0.7778262129556037	0.7993700117390501
tree	SBM	8	0.8006574749778135	0.7924918563344081	0.8088230936212188
tree	SBM	9	0.796026990585312	0.7874559481296888	0.8045980330409352
tree	SBM	10	0.7983780005190186	0.7910458577402698	0.805710143297767
tree	SBM	11	0.8091168998555109	0.8001878901263291	0.818045909584693
tree	SBM	12	0.8042221866521568	0.7968742140539399	0.811570159250374
tree	SBM	13	0.8063526800290518	0.798729111200875	0.8139762488572291
tree	SBM	14	0.8096596549153829	0.8017071776833475	0.817612132147419
tree	SBM	15	0.8089845772495927	0.8017124649055989	0.8162566895935863
tree	SBM	16	0.8125183057704359	0.8036482831120515	0.8213883284288206
tree	SBM	17	0.811231771912936	0.8032153954925071	0.819248148333365
tree	SBM	18	0.8108141582286392	0.8035800645378287	0.8180482519194497
tree	SBM	19	0.8133124874204873	0.8060536230967217	0.820571351744253
tree	SBM	20	0.8142849593396839	0.8066932293124501	0.8218766893669177
