dataset	model	gen	pgd_rgfd	ci_lower	ci_upper
chess	GCN_AE	8	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	9	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	10	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	11	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	12	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	13	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	14	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	15	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	16	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	17	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	18	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	19	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	GCN_AE	20	1.9999515877102545	1.9999515876173335	1.999951587803175
chess	HRG	1	0.004879993938119565	0.003698821215518649	0.00606116666072048
chess	HRG	2	0.009256915910263144	0.007557027477976794	0.010956804342549491
chess	HRG	3	0.012511444899528943	0.010954599017907497	0.014068290781150392
chess	HRG	4	0.01553490564707871	0.014224108623649702	0.016845702670507726
chess	HRG	5	0.017262648868683103	0.01619049837229111	0.018334799365075097
chess	HRG	6	0.018364367590836303	0.017597147984848724	0.019131587196823868
chess	HRG	7	0.018670691696703868	0.018013612056606898	0.01932777133680083
chess	HRG	8	0.018659560846655505	0.018016359179023004	0.019302762514288
chess	HRG	9	0.01845820718143635	0.01781116167984705	0.019105252683025657
chess	HRG	10	0.017830938265364683	0.0171087774328416	0.01855309909788777
chess	HRG	11	0.0173994677466504	0.01666692190979051	0.0181320135835103
chess	HRG	12	0.017005784926276107	0.016274090812769572	0.017737479039782643
chess	HRG	13	0.01666880926815443	0.01589832478083462	0.017439293755474237
chess	HRG	14	0.016276012282204613	0.015442541315541217	0.017109483248868008
chess	HRG	15	0.016052243659207183	0.015210686920308886	0.01689380039810548
chess	HRG	16	0.015761514572744533	0.014911128265263838	0.016611900880225235
chess	HRG	17	0.015426888327936438	0.014559381563716233	0.01629439509215665
chess	HRG	18	0.015080469844532207	0.014214115888995522	0.01594682380006891
chess	HRG	19	0.014887636748611172	0.014029823223499984	0.015745450273722362
chess	HRG	20	0.014796931431831866	0.013923780057102465	0.01567008280656127
chess	Linear_AE	1	0.8624696934699843	0.07630388325916637	1.648635503680802
chess	Linear_AE	2	1.0965823554794296	0.2969297889788943	1.896234921979965
chess	Linear_AE	3	1.1109939805620064	0.3008321112331678	1.921155849890845
chess	Linear_AE	4	1.555517904134484	0.8776328164371786	2.23340299183179
chess	Linear_AE	5	1.555517903973039	0.8776328163460901	2.233402991599988
chess	Linear_AE	6	1.555517904134484	0.8776328164371786	2.23340299183179
chess	Linear_AE	7	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	8	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	9	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	10	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	11	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	12	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	13	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	14	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	15	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	16	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	17	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	18	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	19	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	Linear_AE	20	1.9999515909741108	1.9999515906776772	1.9999515912705443
chess	SBM	1	0.0006729622992068915	0.0006422248404444145	0.0007036997579693683
chess	SBM	2	0.0007686015933379299	0.0007309031939266239	0.0008062999927492356
chess	SBM	3	0.0008294117546355252	0.0007810958493565855	0.000877727659914465
chess	SBM	4	0.0009190557609118256	0.0008642993453422082	0.0009738121764814439
chess	SBM	5	0.0009882701784100388	0.000926641414121812	0.001049898942698265
chess	SBM	6	0.0010801191629144326	0.0010021000970362464	0.0011581382287926176
chess	SBM	7	0.0011448076060523527	0.0010634369431763142	0.001226178268928392
chess	SBM	8	0.0012153748201531264	0.0011239099218440136	0.0013068397184622382
chess	SBM	9	0.001294789590333833	0.0012014260395127798	0.0013881531411548858
chess	SBM	10	0.0013490838009447806	0.0012508281918725704	0.0014473394100169908
chess	SBM	11	0.0013998095479518414	0.0013013696473065316	0.001498249448597151
chess	SBM	12	0.0014783231634710131	0.0013824100860128153	0.0015742362409292105
chess	SBM	13	0.0015216097199284848	0.0014254279369691944	0.0016177915028877752
chess	SBM	14	0.001598560742817948	0.0014917856181038212	0.001705335867532076
chess	SBM	15	0.0016941637102336246	0.0015858718693868078	0.0018024555510804414
chess	SBM	16	0.0017721818300905177	0.0016603885495058382	0.0018839751106751966
chess	SBM	17	0.001822628507419625	0.001707161114289272	0.0019380959005499757
chess	SBM	18	0.0018776531471820664	0.0017632080375089357	0.001992098256855198
chess	SBM	19	0.0019311788983903105	0.0018099139175163448	0.002052443879264276
chess	SBM	20	0.001988954886522576	0.0018691342130544286	0.0021087755599907216
