dataset	model	gen	avg_pl	ci_lower	ci_upper
tree	BTER	0	12.102778417402993	12.102778417402998	12.102778417402998
tree	BTER	1	9.732788640326174	9.689242715173643	9.776334565478708
tree	BTER	2	9.606796212882871	9.553799523150843	9.659792902614893
tree	BTER	3	9.556233508981647	9.517653087166611	9.594813930796683
tree	BTER	4	9.572537453708609	9.516056826287587	9.629018081129638
tree	BTER	5	9.52556749662998	9.481802261463574	9.56933273179638
tree	BTER	6	9.52974510468604	9.486603076597605	9.57288713277447
tree	BTER	7	9.532365611384868	9.48894375551972	9.575787467250017
tree	BTER	8	9.549129004760225	9.502438665923382	9.595819343597068
tree	BTER	9	9.560642436717139	9.522116221283332	9.599168652150952
tree	BTER	10	9.541567692760179	9.493338255667153	9.589797129853205
tree	BTER	11	9.575189326101784	9.536282025806841	9.614096626396723
tree	BTER	12	9.62331731014587	9.574059549632722	9.672575070659018
tree	BTER	13	9.583387491788628	9.538717576422473	9.62805740715478
tree	BTER	14	9.582126496131782	9.540199725190277	9.624053267073286
tree	BTER	15	9.57715115139867	9.535990323602093	9.618311979195255
tree	BTER	16	9.553245293707649	9.508903907789424	9.597586679625874
tree	BTER	17	9.644617591218823	9.59897177664249	9.690263405795157
tree	BTER	18	9.621120898968899	9.57028195699749	9.67195984094031
tree	BTER	19	9.629527266524569	9.58166981669154	9.67738471635759
tree	BTER	20	9.655477825314849	9.60985358276735	9.701102067862355
tree	BUGGE	0	12.102778417402993	12.102778417402998	12.102778417402998
tree	BUGGE	1	15.03071369573162	14.721570744884877	15.339856646578363
tree	BUGGE	2	15.411639737108302	15.125947121062923	15.697332353153692
tree	BUGGE	3	15.502116811985696	15.210528251209741	15.793705372761654
tree	BUGGE	4	15.604416965381187	15.344829177439033	15.864004753323348
tree	BUGGE	5	15.368490599800436	15.080661009176055	15.656320190424818
tree	BUGGE	6	15.13898428125791	14.887810526757448	15.390158035758372
tree	BUGGE	7	15.174918446065849	14.91107195559007	15.438764936541627
tree	BUGGE	8	15.331343412299367	15.058899209354081	15.603787615244645
tree	BUGGE	9	15.18424550610775	14.916189084851334	15.45230192736417
tree	BUGGE	10	15.366869634451323	15.085686470993217	15.648052797909425
tree	BUGGE	11	15.408832730176295	15.123344763037592	15.694320697314998
tree	BUGGE	12	15.178575623749158	14.939565275139072	15.417585972359229
tree	BUGGE	13	15.3289114281361	15.056661469723128	15.60116138654908
tree	BUGGE	14	15.282341921877126	14.963340149189362	15.601343694564898
tree	BUGGE	15	14.979646280760726	14.665891299764432	15.293401261757015
tree	BUGGE	16	14.938472006754443	14.687015001068744	15.189929012440139
tree	BUGGE	17	15.073710166145995	14.757535443423635	15.389884888868348
tree	BUGGE	18	15.004740592067655	14.739514623900813	15.269966560234494
tree	BUGGE	19	15.058210453118141	14.811834074695573	15.30458683154072
tree	BUGGE	20	15.098958152472138	14.887966640595147	15.309949664349135
tree	CNRG	0	12.102778417402993	12.102778417402998	12.102778417402998
tree	CNRG	1	15.18363490200071	14.989504271713102	15.377765532288322
tree	CNRG	2	16.711296772414993	16.43885901297318	16.983734531856815
tree	CNRG	3	17.628060835854036	17.293133734691423	17.962987937016663
tree	CNRG	4	18.659887081827844	18.303486711150764	19.016287452504923
tree	CNRG	5	19.269344528913066	18.873083063598898	19.665605994227235
tree	CNRG	6	19.88269329845205	19.439805941470304	20.325580655433797
tree	CNRG	7	20.367051061697474	19.854004914604737	20.88009720879021
tree	CNRG	8	20.643917482156667	20.10931096840151	21.17852399591183
tree	CNRG	9	21.105791194839888	20.551811847657888	21.65977054202189
tree	CNRG	10	21.267181100786633	20.70154495555146	21.8328172460218
tree	CNRG	11	21.727615261201837	21.12980995336654	22.325420569037142
tree	CNRG	12	21.98667386504412	21.373922734125802	22.599424995962433
tree	CNRG	13	22.172780514531638	21.53290011819489	22.812660910868395
tree	CNRG	14	22.62193162759937	21.960330264983554	23.283532990215193
tree	CNRG	15	22.675531896671696	21.97630536160269	23.37475843174071
tree	CNRG	16	22.943650956987096	22.25549008279394	23.63181183118025
tree	CNRG	17	23.006482605025326	22.394879173950862	23.61808603609979
tree	CNRG	18	23.252271428510912	22.58336073559392	23.921182121427904
tree	CNRG	19	23.509102885354647	22.78015199873084	24.238053771978453
tree	CNRG	20	23.65496121565965	22.90136536480387	24.40855706651543
tree	Chung-Lu	0	12.102778417402993	12.102778417402998	12.102778417402998
tree	Chung-Lu	1	9.730749736430147	9.687795393958648	9.773704078901645
tree	Chung-Lu	2	9.754779128887854	9.713601913939824	9.795956343835877
tree	Chung-Lu	3	9.727894158665327	9.68345897936015	9.772329337970504
tree	Chung-Lu	4	9.790077287508717	9.746426965645865	9.83372760937157
tree	Chung-Lu	5	9.810498102332517	9.768754581438959	9.852241623226075
tree	Chung-Lu	6	9.794615455938247	9.754108724551644	9.83512218732485
tree	Chung-Lu	7	9.822116307033333	9.780486233710704	9.863746380355966
tree	Chung-Lu	8	9.849054555817743	9.806451705135215	9.891657406500267
tree	Chung-Lu	9	9.835598827381524	9.789837581759018	9.881360073004037
tree	Chung-Lu	10	9.853569316561886	9.806964452432288	9.900174180691488
tree	Chung-Lu	11	9.871945191717018	9.833635866225904	9.910254517208134
tree	Chung-Lu	12	9.869997828267673	9.826625512336353	9.913370144198993
tree	Chung-Lu	13	9.904150319341205	9.866090825223104	9.942209813459307
tree	Chung-Lu	14	9.922508141988088	9.885506811939303	9.959509472036876
tree	Chung-Lu	15	9.96388818194327	9.929528369404975	9.998247994481572
tree	Chung-Lu	16	9.985440950035763	9.940076180412191	10.030805719659334
tree	Chung-Lu	17	10.016186715913612	9.965718439553573	10.066654992273648
tree	Chung-Lu	18	10.015720809911231	9.972109354408715	10.059332265413747
tree	Chung-Lu	19	10.019372965700823	9.974882827951292	10.063863103450354
tree	Chung-Lu	20	9.987048114504967	9.936951486875136	10.037144742134801
tree	Erdos-Renyi	0	12.102778417402993	12.102778417402998	12.102778417402998
tree	Erdos-Renyi	1	10.582872738120937	10.50429183599116	10.661453640250715
tree	Erdos-Renyi	2	10.573539266556354	10.470915434959501	10.67616309815321
tree	Erdos-Renyi	3	10.486609425381785	10.360935467983403	10.612283382780166
tree	Erdos-Renyi	4	10.472251849319177	10.326564430497855	10.617939268140494
tree	Erdos-Renyi	5	10.47951937309999	10.338590435887813	10.620448310312174
tree	Erdos-Renyi	6	10.48623472871302	10.343933220599743	10.628536236826294
tree	Erdos-Renyi	7	10.505387448086722	10.326892144568049	10.683882751605388
tree	Erdos-Renyi	8	10.542929965723001	10.361424415809758	10.724435515636245
tree	Erdos-Renyi	9	10.632511175312077	10.411053825652354	10.853968524971796
tree	Erdos-Renyi	10	10.573497106596738	10.353265307661593	10.793728905531884
tree	Erdos-Renyi	11	10.548348632421492	10.332956568211149	10.763740696631835
tree	Erdos-Renyi	12	10.627711879400636	10.378465686842945	10.87695807195833
tree	Erdos-Renyi	13	10.615229609878938	10.359508571537766	10.870950648220102
tree	Erdos-Renyi	14	10.647476453881733	10.370783078345827	10.92416982941764
tree	Erdos-Renyi	15	10.635917510705283	10.355161027526753	10.916673993883817
tree	Erdos-Renyi	16	10.630964385202551	10.362429201345341	10.899499569059762
tree	Erdos-Renyi	17	10.6099113149184	10.332992031787327	10.886830598049482
tree	Erdos-Renyi	18	10.713122600211618	10.429919136444962	10.99632606397827
tree	Erdos-Renyi	19	10.730972234300136	10.432291437610655	11.029653030989628
tree	Erdos-Renyi	20	10.863515747439727	10.577580562193099	11.149450932686356
tree	GCN_AE	0	12.102778417402993	12.102778417402998	12.102778417402998
tree	GCN_AE	1	1.550403995350276	1.5480746564582932	1.5527333342422578
tree	GCN_AE	2	1.4099430731827203	1.382835703508322	1.4370504428571185
tree	GCN_AE	3	1.3457465070401518	1.2884152045377317	1.4030778095425722
tree	GCN_AE	4	1.3137586499429788	1.226077868656978	1.4014394312289795
tree	GCN_AE	5	1.1092061295748943	1.048298911186798	1.170113347962991
tree	GCN_AE	6	1.0802284580949273	1.0336058382716846	1.1268510779181704
tree	GCN_AE	7	1.0705730414181636	1.026825975395935	1.1143201074403921
tree	GCN_AE	8	1.0712778580095752	1.0270586816282925	1.115497034390858
tree	GCN_AE	9	1.0627460123015444	1.0209066819335297	1.104585342669559
tree	GCN_AE	10	1.0533261869941057	1.01492059397197	1.0917317800162414
tree	GCN_AE	11	1.0534257286482103	1.015031007257323	1.0918204500390976
tree	GCN_AE	12	1.0536839831529328	1.014987245946529	1.0923807203593365
tree	GCN_AE	13	1.0545617078131773	1.015104328783622	1.0940190868427326
tree	GCN_AE	14	1.0448224801520403	1.0095267550407754	1.0801182052633052
tree	GCN_AE	15	1.0448224801520403	1.0095267550407754	1.0801182052633052
tree	GCN_AE	16	1.0448224801520403	1.0095267550407754	1.0801182052633052
tree	GCN_AE	17	1.0448224801520403	1.0095267550407754	1.0801182052633052
tree	GCN_AE	18	1.0448290758523942	1.0095273241938736	1.0801308275109147
tree	GCN_AE	19	1.0448288637685048	1.009527305954259	1.0801304215827505
tree	GCN_AE	20	1.0448288637685048	1.009527305954259	1.0801304215827505
tree	GraphRNN	0	12.102778417402993	12.102778417402998	12.102778417402998
tree	GraphRNN	1	11.212757670662606	11.119559401985816	11.305955939339396
tree	GraphRNN	2	6.239167507596208	5.3253910439695336	7.152943971222882
tree	GraphRNN	3	1.3034816247582204	nan	nan
tree	GraphRNN	4	1.4344857696581839	1.271972380611717	1.59699915870465
tree	GraphRNN	5	1.2833333333333334	1.1882488734825079	1.3784177931841586
tree	GraphRNN	6	1.713350649350649	1.6174888650609607	1.8092124336403372
tree	GraphRNN	7	1.489238095238095	1.383169966590469	1.5953062238857219
tree	GraphRNN	8	1.7305238095238096	1.643470474934483	1.817577144113136
tree	GraphRNN	9	1.4625714285714284	1.3627387454766033	1.5624041116662535
tree	GraphRNN	10	1.5595714285714282	1.464174042809861	1.6549688143329961
tree	GraphRNN	11	1.4154285714285708	1.337883933225121	1.492973209632022
tree	GraphRNN	12	1.4424134199134195	1.3669683996156692	1.51785844021117
tree	GraphRNN	13	1.50052380952381	1.4097660573071522	1.591281561740467
tree	GraphRNN	14	1.5006190476190475	1.3967122257373188	1.6045258695007767
tree	GraphRNN	15	1.3962857142857141	1.3026142908093135	1.4899571377621148
tree	GraphRNN	16	1.5301385281385276	1.4649128849379587	1.5953641713390974
tree	GraphRNN	17	1.384138528138528	1.2912540242294015	1.4770230320476552
tree	GraphRNN	18	1.4397142857142853	1.3449963595620098	1.534432211866562
tree	GraphRNN	19	1.4356911976911977	1.3487858863347202	1.5225965090476752
tree	GraphRNN	20	1.396	1.3288874157740684	1.463112584225931
tree	Kronecker	0	12.102778417402993	12.102778417402998	12.102778417402998
tree	Kronecker	1	5.905363191540976	5.813806554579099	5.9969198285028575
tree	Kronecker	2	4.153802768421212	4.094155185994868	4.213450350847557
tree	Kronecker	3	3.2272567898735023	3.184751236903307	3.2697623428436957
tree	Kronecker	4	2.692738333077713	2.666918142878042	2.7185585232773835
tree	Kronecker	5	2.3039610267138193	2.2755046246187804	2.332417428808858
tree	Kronecker	6	2.0285877675409143	2.013998269380495	2.0431772657013325
tree	Kronecker	7	1.9171374553462377	1.9110664830560613	1.9232084276364154
tree	Kronecker	8	1.8379220257541524	1.8297695733775816	1.8460744781307232
tree	Kronecker	9	1.7038419218673666	1.688359807473173	1.7193240362615612
tree	Kronecker	10	1.4687654189057158	1.4430982055931836	1.4944326322182475
tree	Kronecker	11	1.2198089906723253	1.210362305067812	1.2292556762768385
tree	Kronecker	12	1.17661305034807	1.1751325500091614	1.1780935506869792
tree	Kronecker	13	1.1704167111932093	1.169745679873788	1.1710877425126311
tree	Kronecker	14	1.169697098650464	1.168566607705322	1.170827589595606
tree	Kronecker	15	1.1727316938660233	1.1717173318751033	1.1737460558569437
tree	Kronecker	16	1.1701654860771862	1.1694218895462278	1.1709090826081445
tree	Kronecker	17	1.1693504499725205	1.1682656149305237	1.1704352850145177
tree	Kronecker	18	1.1724385056637763	1.1714701341070675	1.173406877220485
tree	Kronecker	19	1.1700000954140206	1.1692061236795985	1.1707940671484423
tree	Kronecker	20	1.1691481054592083	1.168085396159007	1.1702108147594101
tree	Linear_AE	0	12.102778417402993	12.102778417402998	12.102778417402998
tree	Linear_AE	1	1.5025454578781017	1.5024213719450377	1.5026695438111666
tree	Linear_AE	2	1.5018179393681113	1.5016848878801086	1.5019509908561144
tree	Linear_AE	3	1.500822268580731	1.5007165094740393	1.5009280276874224
tree	Linear_AE	4	1.500607093310055	1.5005047828790028	1.5007094037411068
