dataset	model	gen	avg_pl	ci_lower	ci_upper
tree	Linear_AE	5	1.500538627826332	1.500423144790096	1.500654110862568
tree	Linear_AE	6	1.5005325790719974	1.5004127306528723	1.5006524274911217
tree	Linear_AE	7	1.5005874898471427	1.5004355478519644	1.500739431842321
tree	Linear_AE	8	1.50126565602063	1.5005940052944102	1.50193730674685
tree	Linear_AE	9	1.5032978679286564	1.5016858304215228	1.5049099054357904
tree	Linear_AE	10	1.507560947500708	1.5043347106024192	1.5107871843989962
tree	Linear_AE	11	1.5146335589014637	1.5100001498737279	1.5192669679291995
tree	Linear_AE	12	1.5230258893559105	1.5175368381213818	1.5285149405904397
tree	Linear_AE	13	1.5299535597721177	1.524118642282926	1.5357884772613093
tree	Linear_AE	14	1.5357412828628938	1.5298668599462006	1.5416157057795865
tree	Linear_AE	15	1.5406137423574335	1.5347203464367365	1.5465071382781301
tree	Linear_AE	16	1.5431229352038647	1.5371989620072501	1.5490469084004792
tree	Linear_AE	17	1.5453367701255691	1.5395966280299853	1.551076912221153
tree	Linear_AE	18	1.5464825004267353	1.5407508138910369	1.5522141869624333
tree	Linear_AE	19	1.54732746558339	1.5414883025258297	1.5531666286409502
tree	Linear_AE	20	1.5484498394445227	1.5426627203198773	1.5542369585691682
tree	NetGAN	0	12.102778417402993	12.102778417402998	12.102778417402998
tree	SBM	0	12.102778417402993	12.102778417402998	12.102778417402998
tree	SBM	1	9.030878219273523	8.953315747010574	9.108440691536472
tree	SBM	2	9.388088192231223	9.18168784506378	9.594488539398668
tree	SBM	3	9.462163742436843	9.198154977728365	9.726172507145318
tree	SBM	4	9.685742197045931	9.398492149945655	9.972992244146207
tree	SBM	5	9.916880925017836	9.611499340386892	10.222262509648775
tree	SBM	6	10.08312422797227	9.79249285435002	10.373755601594524
tree	SBM	7	10.024252911307782	9.718358953910887	10.33014686870468
tree	SBM	8	10.206669536974912	9.878615437026097	10.534723636923728
tree	SBM	9	10.229302400191873	9.929892135824884	10.528712664558869
tree	SBM	10	10.448199232944269	10.168365926433275	10.72803253945526
tree	SBM	11	10.481456532227355	10.192006456071175	10.770906608383536
tree	SBM	12	10.590938432957234	10.271188488751536	10.91068837716294
tree	SBM	13	10.544868364504508	10.241171107856694	10.848565621152314
tree	SBM	14	10.579115606590735	10.247287668374385	10.910943544807084
tree	SBM	15	10.71631662121228	10.362176038071413	11.070457204353145
tree	SBM	16	10.743577663512335	10.362028144586791	11.125127182437879
tree	SBM	17	10.742703461646808	10.384006380781445	11.101400542512172
tree	SBM	18	10.781128879340939	10.384195359709484	11.178062398972397
tree	SBM	19	10.743982060843395	10.358271389643514	11.129692732043269
tree	SBM	20	10.733249447020919	10.354641296730913	11.111857597310925
