dataset	model	gen	pgd_rgfd	ci_lower	ci_upper
clique-ring-500-4	Linear_AE	16	1.976181532690063	1.9758132531227892	1.9765498122573353
clique-ring-500-4	Linear_AE	17	1.9761961820725171	1.9758280217789184	1.9765643423661163
clique-ring-500-4	Linear_AE	18	1.9762419973807497	1.975879547981691	1.9766044467798092
clique-ring-500-4	Linear_AE	19	1.9762756592152169	1.9759111576065225	1.9766401608239113
clique-ring-500-4	Linear_AE	20	1.9762895689049322	1.9759244640788975	1.976654673730967
clique-ring-500-4	NetGAN	1	0.003172056680489645	nan	nan
clique-ring-500-4	NetGAN	2	0.005738206166184408	nan	nan
clique-ring-500-4	NetGAN	3	0.007265562765723335	nan	nan
clique-ring-500-4	NetGAN	4	0.0021283917090821535	nan	nan
clique-ring-500-4	NetGAN	5	0.006483989284368709	nan	nan
clique-ring-500-4	NetGAN	6	0.015055937233361825	nan	nan
clique-ring-500-4	SBM	1	0.0009352110657993555	0.0008456880751224608	0.0010247340564762501
clique-ring-500-4	SBM	2	0.0010343068861038977	0.0009201444067527821	0.001148469365455013
clique-ring-500-4	SBM	3	0.0011563956801340371	0.0010297881563938645	0.0012830032038742103
clique-ring-500-4	SBM	4	0.0011811757888410355	0.0010415291680646208	0.0013208224096174506
clique-ring-500-4	SBM	5	0.0011106858582326314	0.0009631189364984734	0.001258252779966789
clique-ring-500-4	SBM	6	0.0011857094216980865	0.0010078517828303697	0.0013635670605658032
clique-ring-500-4	SBM	7	0.0011998277342304827	0.0010018616642207853	0.0013977938042401801
clique-ring-500-4	SBM	8	0.0010381914424101274	0.0008603110430810586	0.0012160718417391961
clique-ring-500-4	SBM	9	0.0010434860283651773	0.0008522114042834096	0.001234760652446945
clique-ring-500-4	SBM	10	0.0010194643152862792	0.0008227941700294115	0.0012161344605431464
clique-ring-500-4	SBM	11	0.000994550884105379	0.0008032896814764698	0.0011858120867342882
clique-ring-500-4	SBM	12	0.001020964012385313	0.0008385294735478687	0.0012033985512227567
clique-ring-500-4	SBM	13	0.0010885925854785734	0.0008886340507576872	0.0012885511201994604
clique-ring-500-4	SBM	14	0.0010459524296392011	0.0008569033885184212	0.0012350014707599806
clique-ring-500-4	SBM	15	0.0010763131434355754	0.0008608525841454234	0.0012917737027257274
clique-ring-500-4	SBM	16	0.0010971462985574247	0.0008854847457174116	0.0013088078513974377
clique-ring-500-4	SBM	17	0.0011101793107830991	0.0008859758908730743	0.001334382730693124
clique-ring-500-4	SBM	18	0.001141112193982185	0.0009291845597579	0.0013530398282064697
clique-ring-500-4	SBM	19	0.0011939311774410203	0.000996541874306655	0.0013913204805753856
clique-ring-500-4	SBM	20	0.0011164062155641962	0.0009053502105311796	0.0013274622205972123
