dataset	model	gen	degree_js	ci_lower	ci_upper
eucore	CNRG	9	0.2329067894223034	0.229115235601973	0.23669834324263372
eucore	CNRG	10	0.21852811232899982	0.21473387263752822	0.22232235202047132
eucore	CNRG	11	0.22730306969377978	0.22312699468823927	0.23147914469932024
eucore	CNRG	12	0.23629936150293987	0.23117189798583285	0.24142682502004695
eucore	CNRG	13	0.24696634056087788	0.24176688949033026	0.25216579163142544
eucore	CNRG	14	0.2560684274860429	0.2502485011662221	0.26188835380586395
eucore	CNRG	15	0.2674685837715436	0.2595196507182316	0.2754175168248556
eucore	CNRG	16	0.2805168594108875	0.27328703951186845	0.28774667930990655
eucore	CNRG	17	0.292188843807568	0.283720398468517	0.3006572891466189
eucore	CNRG	18	0.30171795999225565	0.293289867782502	0.3101460522020093
eucore	CNRG	19	0.31748173104547933	0.30894398630180403	0.3260194757891545
eucore	CNRG	20	0.34176969628026393	0.3342040421168092	0.34933535044371844
eucore	Chung-Lu	1	0.1729560364270839	0.16949824475735492	0.17641382809681277
eucore	Chung-Lu	2	0.17368399686872243	0.16995818375837643	0.17740980997906838
eucore	Chung-Lu	3	0.17791562121988302	0.17482062361957915	0.18101061882018696
eucore	Chung-Lu	4	0.17954977963122914	0.17593039974085686	0.18316915952160126
eucore	Chung-Lu	5	0.18429467778373074	0.1776879031255449	0.19090145244191653
eucore	Chung-Lu	6	0.18942779404943216	0.18292886681284962	0.19592672128601488
eucore	Chung-Lu	7	0.19347066786215417	0.1848619586347509	0.20207937708955742
eucore	Chung-Lu	8	0.19941040663404538	0.19128597916882986	0.2075348340992609
eucore	Chung-Lu	9	0.20509272816405263	0.1971474383835274	0.2130380179445778
eucore	Chung-Lu	10	0.19977002229336652	0.19190692751406888	0.20763311707266416
eucore	Chung-Lu	11	0.20384936974386647	0.19575620687028214	0.21194253261745075
eucore	Chung-Lu	12	0.2057767835439783	0.19769108243326283	0.21386248465469376
eucore	Chung-Lu	13	0.21301555857291155	0.2050257139328815	0.2210054032129416
eucore	Chung-Lu	14	0.22155987636960275	0.21367837752207997	0.2294413752171255
eucore	Chung-Lu	15	0.22417290932223988	0.21555915986594926	0.23278665877853066
eucore	Chung-Lu	16	0.22658946294979024	0.21850215208879936	0.23467677381078106
eucore	Chung-Lu	17	0.2364917676819103	0.2289651005473898	0.24401843481643073
eucore	Chung-Lu	18	0.24654250795245652	0.23858880602375776	0.25449620988115534
eucore	Chung-Lu	19	0.2566179639491629	0.24925657777951912	0.26397935011880674
eucore	Chung-Lu	20	0.2767813014054816	0.2700023607461091	0.2835602420648538
eucore	Erdos-Renyi	1	0.47232452449910156	0.4696609959691016	0.4749880530291012
eucore	Erdos-Renyi	2	0.47340153935310786	0.46997970100318215	0.47682337770303346
eucore	Erdos-Renyi	3	0.4746945374851883	0.4717203294603041	0.4776687455100725
eucore	Erdos-Renyi	4	0.47244597364873736	0.4696244360637204	0.4752675112337541
eucore	Erdos-Renyi	5	0.4744268681653551	0.47178292924355203	0.4770708070871583
eucore	Erdos-Renyi	6	0.47207928385934883	0.4693576830804185	0.4748008846382791
eucore	Erdos-Renyi	7	0.4721819273591171	0.4695844889684034	0.4747793657498311
eucore	Erdos-Renyi	8	0.47165925151761984	0.46863408454904626	0.47468441848619364
eucore	Erdos-Renyi	9	0.47297699329165027	0.4703162836382769	0.47563770294502355
eucore	Erdos-Renyi	10	0.47393964326020904	0.47146278221857935	0.47641650430183863
eucore	Erdos-Renyi	11	0.4737255596566559	0.47072295258247043	0.4767281667308415
eucore	Erdos-Renyi	12	0.47342556601025604	0.47068646890694776	0.4761646631135643
eucore	Erdos-Renyi	13	0.47309263094417836	0.4701473605010757	0.47603790138728147
eucore	Erdos-Renyi	14	0.4724659393149603	0.4694018058584483	0.47553007277147225
eucore	Erdos-Renyi	15	0.4729513233510881	0.4702888201715539	0.4756138265306226
eucore	Erdos-Renyi	16	0.47482420384251045	0.47214393339848215	0.47750447428653875
eucore	Erdos-Renyi	17	0.4735974751564753	0.47124121316856477	0.4759537371443861
eucore	Erdos-Renyi	18	0.47317976908179155	0.47033225722226774	0.476027280941315
eucore	Erdos-Renyi	19	0.4730171188428304	0.47004189304393224	0.4759923446417286
eucore	Erdos-Renyi	20	0.47163513349659714	0.46889803732827334	0.4743722296649208
eucore	GCN_AE	1	0.9917918134947016	0.9915452083135369	0.9920384186758663
eucore	GCN_AE	2	0.9777636725818268	0.9693912871315797	0.9861360580320735
eucore	GCN_AE	3	0.9565906025910526	0.9400937022775883	0.9730875029045173
eucore	GCN_AE	4	0.9536804110492585	0.937436239885064	0.969924582213453
eucore	GCN_AE	5	0.9316618902077072	0.9147740324162148	0.9485497479992
eucore	GCN_AE	6	0.9107549172429016	0.8966446373195202	0.9248651971662832
eucore	GCN_AE	7	0.8880909382473762	0.8781352553482621	0.8980466211464896
eucore	GCN_AE	8	0.87607195094015	0.8685893280151383	0.8835545738651617
eucore	GCN_AE	9	0.8725050328025001	0.8669874101332947	0.8780226554717053
eucore	GCN_AE	10	0.8646262048645523	0.8609834123608067	0.8682689973682984
eucore	GCN_AE	11	0.8639421648004308	0.8608335920884365	0.8670507375124252
eucore	GCN_AE	12	0.8635766504355759	0.8607336915083453	0.8664196093628064
eucore	GCN_AE	13	0.8635625063717748	0.8603098202654623	0.8668151924780872
eucore	GCN_AE	14	0.8636764957448342	0.8602535240655308	0.8670994674241376
eucore	GCN_AE	15	0.8590077834785231	0.8484206504772335	0.869594916479813
eucore	GCN_AE	16	0.8578442331965682	0.8476751154755274	0.868013350917609
eucore	GCN_AE	17	0.8578996911422991	0.8477224455491407	0.8680769367354576
eucore	GCN_AE	18	0.8578996911422991	0.8477224455491407	0.8680769367354576
eucore	GCN_AE	19	0.8578996911422991	0.8477224455491407	0.8680769367354576
eucore	GCN_AE	20	0.866027798485013	0.8639198831984399	0.8681357137715863
eucore	GraphRNN	1	0.140069579670104	0.13747246449062261	0.14266669484958533
eucore	GraphRNN	2	0.16154379062288296	0.1450110899540941	0.17807649129167188
eucore	GraphRNN	3	0.19540312055068187	0.17389908283046238	0.21690715827090137
eucore	GraphRNN	4	0.39466938150993897	0.378682398307517	0.41065636471236083
eucore	GraphRNN	5	0.4654887581480377	0.4463658538122063	0.4846116624838691
eucore	GraphRNN	6	0.3260922928953087	0.31185442515779455	0.340330160632823
eucore	GraphRNN	7	0.3025772689788429	0.28729352965236865	0.31786100830531716
eucore	GraphRNN	8	0.2832299688821351	0.2687620435268395	0.29769789423743065
eucore	GraphRNN	9	0.2811689621371361	0.2667539373509821	0.29558398692329013
eucore	GraphRNN	10	0.2860685215457718	0.27541275452910186	0.2967242885624418
eucore	GraphRNN	11	0.2782035736004928	0.2674148857209001	0.2889922614800855
eucore	GraphRNN	12	0.28161342799963585	0.2714864946381721	0.2917403613610997
eucore	GraphRNN	13	0.2634377863885912	0.2540210760790115	0.2728544966981711
eucore	GraphRNN	14	0.2813156376490228	0.27533632011220727	0.2872949551858382
eucore	GraphRNN	15	0.2703076013389879	0.2584590346163288	0.28215616806164723
eucore	GraphRNN	16	0.2755606315317284	0.26934905652589497	0.2817722065375618
eucore	GraphRNN	17	0.28073001150068466	0.2759009426378272	0.2855590803635422
eucore	GraphRNN	18	0.2826604902526852	0.2737480236458138	0.29157295685955636
eucore	GraphRNN	19	0.28088171862287153	0.27823326278528543	0.28353017446045753
eucore	GraphRNN	20	0.29108255642573555	0.28740323852311594	0.29476187432835504
eucore	HRG	1	0.21897083692442035	0.20767753060888625	0.23026414323995445
eucore	HRG	2	0.31983179660766436	0.3026480040951001	0.3370155891202284
eucore	HRG	3	0.38870744863572265	0.37291079982952874	0.4045040974419168
eucore	HRG	4	0.41622954024446884	0.3993749099915135	0.4330841704974241
eucore	HRG	5	0.43042822273612386	0.4137779786307653	0.4470784668414824
eucore	HRG	6	0.4480687753197292	0.43036282420001254	0.4657747264394458
eucore	HRG	7	0.4700605035634897	0.45570295970006464	0.4844180474269149
eucore	HRG	8	0.4614733775958561	0.44934359431276444	0.47360316087894766
eucore	HRG	9	0.48117259723627775	0.46661395975795844	0.49573123471459696
eucore	HRG	10	0.4195802006760267	0.4067376827542694	0.43242271859778364
eucore	HRG	11	0.4171913958676785	0.4033823904878594	0.43100040124749783
eucore	HRG	12	0.42435614253452963	0.4088943631523321	0.4398179219167272
eucore	HRG	13	0.4122415928340988	0.39720490076575954	0.4272782849024378
eucore	HRG	14	0.4123272677562149	0.39731225505871853	0.42734228045371153
eucore	HRG	15	0.41104942556779905	0.39632651076007236	0.4257723403755255
eucore	HRG	16	0.4139287375721413	0.39853619529799345	0.4293212798462892
eucore	HRG	17	0.40732282540807724	0.3930693209746164	0.4215763298415382
eucore	HRG	18	0.4241297247133434	0.408158707177661	0.44010074224902584
eucore	HRG	19	0.4180473846667667	0.40261780181149714	0.4334769675220362
eucore	HRG	20	0.4212179659452955	0.4056513400322878	0.43678459185830304
eucore	Kronecker	1	0.30570994056088685	0.28821384917563125	0.32320603194614267
eucore	Kronecker	2	0.49175704076143417	0.48667848611338327	0.49683559540948485
eucore	Kronecker	3	0.7603670895147979	0.75615077799381	0.7645834010357858
eucore	Kronecker	4	0.9639308657696075	0.9625687441626507	0.9652929873765643
eucore	Kronecker	5	0.9896012071609402	0.9894673931935444	0.9897350211283359
eucore	Kronecker	6	0.989754671161394	0.9897464874053229	0.9897628549174656
eucore	Kronecker	7	0.989751239337615	0.9897431239414841	0.9897593547337465
eucore	Kronecker	8	0.9897925651919841	0.9897042337818146	0.9898808966021543
eucore	Kronecker	9	0.9897896217707526	0.9897017668860469	0.9898774766554589
eucore	Kronecker	10	0.9924369729070811	0.9924126373682803	0.9924613084458821
eucore	Kronecker	11	0.9923207405480378	0.9923007897607912	0.9923406913352844
eucore	Kronecker	12	0.9922650116290289	0.9922465123455618	0.9922835109124962
eucore	Kronecker	13	0.9922282593564167	0.9922108438277637	0.9922456748850694
eucore	Kronecker	14	0.9922016858011368	0.9921848681851665	0.9922185034171082
eucore	Kronecker	15	0.9922001080558839	0.9921792987887248	0.9922209173230427
eucore	Kronecker	16	0.9921814355544872	0.9921658636937565	0.9921970074152171
eucore	Kronecker	17	0.9921686951302168	0.9921509762481884	0.9921864140122454
eucore	Kronecker	18	0.9921556560015964	0.992140569475992	0.9921707425272007
eucore	Kronecker	19	0.9921449889448187	0.992130560647959	0.9921594172416784
eucore	Kronecker	20	0.9918095564451188	0.9917998500642228	0.9918192628260151
eucore	Linear_AE	1	0.9883445436443198	0.987869714414405	0.9888193728742344
eucore	Linear_AE	2	0.991796595767034	0.9915522542244817	0.9920409373095864
eucore	Linear_AE	3	0.9919792053972754	0.9919649622143158	0.9919934485802349
eucore	Linear_AE	4	0.9919739736175951	0.9919596245895528	0.9919883226456381
eucore	Linear_AE	5	0.9917404701889763	0.9913427744425046	0.9921381659354483
eucore	Linear_AE	6	0.9846138415991593	0.9817949407315649	0.9874327424667544
eucore	Linear_AE	7	0.9551570527768053	0.9476070042864825	0.9627071012671281
eucore	Linear_AE	8	0.9245973552540677	0.9153954639244628	0.9337992465836724
eucore	Linear_AE	9	0.9077050469561884	0.9001863122162845	0.915223781696092
eucore	Linear_AE	10	0.8923551484410851	0.8859224063237381	0.8987878905584323
eucore	Linear_AE	11	0.8867817530638183	0.8826306238084397	0.8909328823191965
eucore	Linear_AE	12	0.8850187937675659	0.8818340337092527	0.8882035538258788
eucore	Linear_AE	13	0.8850768250986532	0.8813989407074072	0.8887547094898991
eucore	Linear_AE	14	0.8853678107014651	0.8816872456117565	0.8890483757911737
eucore	Linear_AE	15	0.8807496403669236	0.8704521932344653	0.8910470874993819
eucore	Linear_AE	16	0.8797345627531845	0.8698246041751512	0.8896445213312176
eucore	Linear_AE	17	0.8810924465243599	0.8703694614182673	0.8918154316304523
eucore	Linear_AE	18	0.8794472084707116	0.8695933098484667	0.889301107092956
eucore	Linear_AE	19	0.8796893822604653	0.8697479293657737	0.8896308351551567
eucore	Linear_AE	20	0.8902469307271488	0.8876697851133982	0.8928240763408993
eucore	NetGAN	1	0.16494714133624158	0.15399904278089876	0.17589523989158445
eucore	SBM	1	0.3628720772627711	0.3424313501660759	0.38331280435946663
eucore	SBM	2	0.39340251119303427	0.3766638246003446	0.41014119778572405
eucore	SBM	3	0.3994554001553459	0.38461954243660446	0.4142912578740876
eucore	SBM	4	0.39774901508277855	0.3837004969934325	0.4117975331721246
eucore	SBM	5	0.40441562466862974	0.39065548150638074	0.41817576783087873
eucore	SBM	6	0.40640931863549795	0.39562917881022913	0.41718945846076644
eucore	SBM	7	0.40369589118308113	0.3926004004272857	0.4147913819388762
eucore	SBM	8	0.4063960383862461	0.3966118845153059	0.416180192257186
eucore	SBM	9	0.40492655991545	0.3892082288322369	0.42064489099866326
eucore	SBM	10	0.3989512096534858	0.38616034872210175	0.41174207058486983
eucore	SBM	11	0.4066936100949053	0.39893231802696033	0.41445490216285014
eucore	SBM	12	0.40392907724413474	0.39607140992056217	0.41178674456770775
eucore	SBM	13	0.4044627831735903	0.3926674384582724	0.41625812788890854
eucore	SBM	14	0.40631901163853845	0.39732564176635365	0.41531238151072314
eucore	SBM	15	0.40964636018355444	0.3996245036616265	0.4196682167054824
eucore	SBM	16	0.40636979672687623	0.3978194899745432	0.41492010347920916
eucore	SBM	17	0.40779350568525485	0.4003420318311166	0.4152449795393929
eucore	SBM	18	0.4073941726661279	0.3980234465883044	0.4167648987439511
eucore	SBM	19	0.40703993174038966	0.3993078552262614	0.41477200825451815
eucore	SBM	20	0.4053266219474097	0.3947473778964135	0.4159058659984058
