abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
0.3233204337178882	0.31902246666693573	0.3276184007688407	0.3233204337178882	0.31902246666693573	0.3276184007688407
0.33644763675188516	0.33113741983350825	0.34175785367026207	0.35320057908957564	0.34818357412131035	0.35821758405784093
0.3243766847661038	0.3200220382236059	0.3287313313086017	0.34391144180879823	0.3394855807818648	0.34833730283573167
0.3113419576308312	0.3067041258475003	0.31597978941416216	0.3302019441447408	0.3255652943450482	0.3348385939444334
0.3101282214250444	0.3056531944419479	0.31460324840814097	0.3281469992260389	0.3236443782095039	0.3326496202425739
0.3126738476635711	0.30833266794073	0.3170150273864122	0.333281559030794	0.32891981817125115	0.3376432998903368
0.3144792947834247	0.30908129981016	0.31987728975668933	0.3339181056524282	0.32791767925497683	0.33991853204987954
0.3149629310089325	0.3110488297092679	0.31887703230859715	0.33690018580060016	0.3320617864180417	0.34173858518315864
0.31795698485224316	0.31290255523821503	0.3230114144662713	0.3395451046336976	0.3343772416515168	0.3447129676158784
0.3240809733971503	0.3190194544109609	0.3291424923833397	0.3467296603234238	0.3409978571389854	0.35246146350786217
0.3228485237423856	0.3170220415881607	0.3286750058966105	0.3455653651020895	0.33945969537143833	0.3516710348327407
0.32541625972682814	0.31937079844912514	0.33146172100453114	0.34996779192917316	0.34360320634174185	0.35633237751660446
0.3260104479823733	0.32090624378764737	0.3311146521770992	0.3499180845919853	0.3446451320326435	0.3551910371513271
0.32582907315330595	0.32000790734736967	0.3316502389592422	0.35049706795692215	0.34451783286935134	0.35647630304449296
0.32485594117818534	0.3194554246916475	0.33025645766472317	0.35113688369455237	0.3453776011465419	0.3568961662425628
0.32823665519434275	0.32325494879046623	0.33321836159821927	0.3547187090201685	0.34921532540628303	0.36022209263405397
0.3307753720281011	0.32525963807368724	0.33629110598251494	0.3543763151837259	0.3490874915122934	0.35966513885515844
0.3237864151963766	0.3185555230302823	0.32901730736247087	0.34950886301634315	0.34416748745764886	0.35485023857503745
0.3296951189610872	0.3245587481181447	0.3348314898040297	0.3547463762316681	0.34936568694361864	0.36012706551971757
0.3321616566275248	0.32583189105682064	0.3384914221982289	0.35746078595560915	0.3512469001541511	0.3636746717570672
