abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
0.7091698451254084	0.7076477893285529	0.7106919009222639	0.7091698451254084	0.7076477893285529	0.7106919009222639
0.710634356168094	0.709177637287846	0.712091075048342	0.7047009841892873	0.7026029833397867	0.7067989850387879
0.7093069259325029	0.7075059562902316	0.7111078955747742	0.7037612153946367	0.7017435020342605	0.7057789287550128
0.7100260474777785	0.7083533430557661	0.7116987518997909	0.7045014762183911	0.7017181723142616	0.7072847801225206
0.7091312927105122	0.7074181151609712	0.7108444702600533	0.7023949304658611	0.7000544790390205	0.7047353818927017
0.7098270018766235	0.7082033412079113	0.7114506625453357	0.7040285160278726	0.7016933375033891	0.7063636945523561
0.7093394489383767	0.7074925508083275	0.711186347068426	0.7037297747200484	0.7013682036078484	0.7060913458322484
0.7105344519459321	0.708867172245214	0.7122017316466502	0.7037448897417817	0.7016133259158835	0.7058764535676799
0.7099294287122311	0.7081167676951355	0.7117420897293266	0.7027142990609159	0.7004551347577422	0.7049734633640895
0.7094663950766879	0.7079749051619066	0.7109578849914691	0.7012588483677846	0.6989946074762906	0.7035230892592786
0.7099677145448524	0.7082224045163865	0.7117130245733183	0.7030985248092396	0.7012467820067253	0.704950267611754
0.7095607361899614	0.7079758331168644	0.7111456392630584	0.7027623647730815	0.7006993496888113	0.7048253798573517
0.7104960902622064	0.7087987518340445	0.7121934286903683	0.7040048436631116	0.7020595625485351	0.705950124777688
0.7098639460603731	0.7082457617680243	0.7114821303527218	0.7048481872392355	0.7025108185316087	0.7071855559468623
0.709737317881805	0.7081917663467594	0.7112828694168507	0.7039246938909847	0.7018009158355512	0.7060484719464182
0.7099397298611558	0.7079981803511752	0.7118812793711364	0.7032609212058815	0.7005389509695423	0.7059828914422206
0.7088112996967552	0.70697545016776	0.7106471492257503	0.7014513227982412	0.699443027086512	0.7034596185099704
0.7103541528503128	0.7085009419726931	0.7122073637279325	0.7042208173308788	0.7022304341930419	0.7062112004687158
0.709153189100331	0.7071856457711277	0.7111207324295342	0.7034466615643065	0.701047296161038	0.7058460269675749
0.7089648798521848	0.7073467543411905	0.7105830053631791	0.7017390914925413	0.6997402160090689	0.7037379669760138
