model	gen	abs_mean	abs95d	abs95u
HRG	1	8120.3484800	7945.3472527	8295.3497073
HRG	2	7231.8353600	7014.2079138	7449.4628062
HRG	3	6267.6438400	6078.6362772	6456.6514028
HRG	4	5722.1534000	5591.7200965	5852.5867035
HRG	5	5239.2086200	5099.2077576	5379.2094824
HRG	6	4960.4245400	4848.6918205	5072.1572595
HRG	7	4765.5328200	4669.9896320	4861.0760080
HRG	8	4629.5335800	4560.2515609	4698.8155991
HRG	9	4557.7309000	4481.6221804	4633.8396196
HRG	10	4464.0953000	4404.6753964	4523.5152036
HRG	11	4500.5508200	4440.3125759	4560.7890641
HRG	12	4492.6979600	4434.8399924	4550.5559276
HRG	13	4502.5072200	4441.8300057	4563.1844343
HRG	14	4494.7913400	4436.0875933	4553.4950867
HRG	15	4530.8567400	4458.7898186	4602.9236614
HRG	16	4550.9425200	4467.2749021	4634.6101379
HRG	17	4467.6175600	4405.6100179	4529.6251021
HRG	18	4537.1660200	4470.7347160	4603.5973240
HRG	19	4521.5178000	4446.3071319	4596.7284681
HRG	20	4590.0687800	4514.3477605	4665.7897995
