model	gen	abs_mean	abs95d	abs95u
BTER	1	85965.3367200	85704.3755331	86226.2979069
BTER	2	87664.6051200	87249.1552640	88080.0549760
BTER	3	89313.2111800	88844.5797215	89781.8426385
BTER	4	90954.4803000	90396.3873591	91512.5732409
BTER	5	92210.9434000	91606.8311140	92815.0556860
BTER	6	93892.9531600	93219.3058029	94566.6005171
BTER	7	95601.0333000	94889.8472939	96312.2193061
BTER	8	96910.5247800	96107.8270756	97713.2224844
BTER	9	98743.3432200	97941.9326676	99544.7537724
BTER	10	99953.7419600	99089.9762567	100817.5076633
BTER	11	101896.4361000	100962.9108413	102829.9613587
BTER	12	103832.0229400	102830.5799500	104833.4659300
BTER	13	104939.9805600	103955.5590575	105924.4020625
BTER	14	106351.2065000	105315.8184083	107386.5945917
BTER	15	107773.5326600	106678.7682251	108868.2970949
BTER	16	109909.6198200	108787.9079643	111031.3316757
BTER	17	111571.3922000	110338.2362445	112804.5481555
BTER	18	113139.4850600	111941.5504306	114337.4196894
BTER	19	114427.9733200	113202.0403469	115653.9062931
BTER	20	115973.9825600	114679.8076117	117268.1575083
