model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	38888.1778800	38866.2384948	38910.1172652
Chung-Lu	2	38827.0178200	38798.6393623	38855.3962777
Chung-Lu	3	38735.7058600	38704.0810415	38767.3306785
Chung-Lu	4	38614.9291400	38578.8255962	38651.0326838
Chung-Lu	5	38558.2871200	38524.4742576	38592.0999824
Chung-Lu	6	38455.3372400	38416.7996412	38493.8748388
Chung-Lu	7	38351.7195600	38314.8025171	38388.6366029
Chung-Lu	8	38304.5775400	38262.5377850	38346.6172950
Chung-Lu	9	38194.4692400	38149.4706558	38239.4678242
Chung-Lu	10	38113.4615600	38069.9519990	38156.9711210
Chung-Lu	11	38025.2713800	37967.5222173	38083.0205427
Chung-Lu	12	37908.0407400	37853.7820957	37962.2993843
Chung-Lu	13	37831.9810200	37774.0948577	37889.8671823
Chung-Lu	14	37763.3904600	37712.4307909	37814.3501291
Chung-Lu	15	37649.3851800	37591.7199183	37707.0504417
Chung-Lu	16	37578.4940800	37517.1606160	37639.8275440
Chung-Lu	17	37493.6157200	37434.7990346	37552.4324054
Chung-Lu	18	37411.1508600	37346.9087292	37475.3929908
Chung-Lu	19	37331.4936000	37270.9479967	37392.0392033
Chung-Lu	20	37268.7869000	37210.8355338	37326.7382662
