model	gen	abs_mean	abs95d	abs95u
SBM	1	12297.5652600	12144.6194137	12450.5111063
SBM	2	12523.8672600	12344.9199474	12702.8145726
SBM	3	12556.3371400	12370.1071627	12742.5671173
SBM	4	12588.6142200	12395.0535886	12782.1748514
SBM	5	12889.6342600	12705.8257832	13073.4427368
SBM	6	12706.1332000	12523.7765091	12888.4898909
SBM	7	12803.6642400	12631.6321214	12975.6963586
SBM	8	12777.0516000	12607.1821386	12946.9210614
SBM	9	12763.4337200	12560.6331401	12966.2342999
SBM	10	12698.8841400	12491.8002773	12905.9680027
SBM	11	12922.1683000	12681.3763927	13162.9602073
SBM	12	12715.6037600	12488.3186073	12942.8889127
SBM	13	12921.6405800	12675.6658961	13167.6152639
SBM	14	12854.0045400	12656.1316272	13051.8774528
SBM	15	12857.2866400	12603.3858084	13111.1874716
SBM	16	12817.2148200	12601.2266904	13033.2029496
SBM	17	12879.5996800	12690.1582740	13069.0410860
SBM	18	12897.5120800	12637.2552456	13157.7689144
SBM	19	12845.8469000	12621.6336906	13070.0601094
SBM	20	13016.4851600	12756.2755846	13276.6947354
