model	gen	abs_mean	abs95d	abs95u
SBM	1	12801.0108800	12669.6239316	12932.3978284
SBM	2	12738.9572000	12595.5166359	12882.3977641
SBM	3	12797.7219200	12614.0692511	12981.3745889
SBM	4	12906.6513000	12736.8577190	13076.4448810
SBM	5	12887.2766800	12714.7951155	13059.7582445
SBM	6	12960.2508400	12751.4083750	13169.0933050
SBM	7	12943.8888200	12734.7796402	13152.9979998
SBM	8	13187.3623600	12946.1653210	13428.5593990
SBM	9	13029.9809800	12845.1435312	13214.8184288
SBM	10	13018.1580800	12779.8040700	13256.5120900
SBM	11	13105.8265200	12899.5691779	13312.0838621
SBM	12	12986.3607400	12762.0948180	13210.6266620
SBM	13	13059.6938200	12778.6459357	13340.7417043
SBM	14	13054.4275400	12820.5064363	13288.3486437
SBM	15	13119.8906800	12864.1526455	13375.6287145
SBM	16	13192.1923400	12945.5281107	13438.8565693
SBM	17	13181.9790200	12954.9735524	13408.9844876
SBM	18	13031.3910000	12785.6278799	13277.1541201
SBM	19	13127.5458000	12876.9161128	13378.1754872
SBM	20	13102.6242000	12856.7353245	13348.5130755
