model	gen	abs_mean	abs95d	abs95u
SBM	1	9367.6397200	9226.9633962	9508.3160438
SBM	2	9639.2450000	9434.1268133	9844.3631867
SBM	3	9714.4269200	9500.3549481	9928.4988919
SBM	4	9883.8398000	9665.3107070	10102.3688930
SBM	5	10161.0692600	9901.8428453	10420.2956747
SBM	6	10152.2892400	9894.5979089	10409.9805711
SBM	7	10230.1931000	9965.0868848	10495.2993152
SBM	8	10272.4477000	9989.4244342	10555.4709658
SBM	9	10457.9985200	10141.1210916	10774.8759484
SBM	10	10538.7805400	10224.4759587	10853.0851213
SBM	11	10519.5552200	10192.2344112	10846.8760288
SBM	12	10527.7463000	10209.8301672	10845.6624328
SBM	13	10521.7318000	10205.2592574	10838.2043426
SBM	14	10606.7768200	10266.1902831	10947.3633569
SBM	15	10679.9219600	10349.2474403	11010.5964797
SBM	16	10665.9928400	10363.4817552	10968.5039248
SBM	17	10735.0660000	10399.6444345	11070.4875655
SBM	18	10715.6180200	10371.0374847	11060.1985553
SBM	19	10737.7124200	10396.9229077	11078.5019323
SBM	20	10760.7651600	10429.0600066	11092.4703134
