model	gen	abs_mean	abs95d	abs95u
BUGGE	1	0.6063570	0.6024189	0.6102951
BUGGE	2	0.6300114	0.6265942	0.6334286
BUGGE	3	0.6224800	0.6185243	0.6264356
BUGGE	4	0.6243663	0.6216524	0.6270802
BUGGE	5	0.6235886	0.6202254	0.6269517
BUGGE	6	0.6234379	0.6196002	0.6272756
BUGGE	7	0.6303440	0.6264402	0.6342478
BUGGE	8	0.6283628	0.6248170	0.6319086
BUGGE	9	0.6340219	0.6292533	0.6387905
BUGGE	10	0.6353061	0.6314708	0.6391415
BUGGE	11	0.6359114	0.6319517	0.6398711
BUGGE	12	0.6384361	0.6341325	0.6427396
BUGGE	13	0.6369019	0.6327328	0.6410711
BUGGE	14	0.6408391	0.6369170	0.6447613
BUGGE	15	0.6411243	0.6370561	0.6451926
BUGGE	16	0.6430073	0.6394440	0.6465707
BUGGE	17	0.6432643	0.6395514	0.6469772
BUGGE	18	0.6420608	0.6382367	0.6458849
BUGGE	19	0.6442900	0.6403366	0.6482435
BUGGE	20	0.6463278	0.6423728	0.6502828
