model	gen	abs_mean	abs95d	abs95u
Kronecker	1	0.3904913	0.3881225	0.3928601
Kronecker	2	0.4801912	0.4791849	0.4811976
Kronecker	3	0.5195298	0.5188431	0.5202166
Kronecker	4	0.5418416	0.5414321	0.5422511
Kronecker	5	0.5541472	0.5538154	0.5544790
Kronecker	6	0.5606550	0.5603750	0.5609350
Kronecker	7	0.5644054	0.5642544	0.5645563
Kronecker	8	0.5661328	0.5660389	0.5662266
Kronecker	9	0.5668371	0.5667990	0.5668751
Kronecker	10	0.5668746	0.5668432	0.5669060
Kronecker	11	0.5668727	0.5668401	0.5669052
Kronecker	12	0.5668578	0.5668308	0.5668847
Kronecker	13	0.5668926	0.5668614	0.5669238
Kronecker	14	0.5668678	0.5668275	0.5669082
Kronecker	15	0.5668811	0.5668431	0.5669190
Kronecker	16	0.5668545	0.5668066	0.5669024
Kronecker	17	0.5668263	0.5667821	0.5668706
Kronecker	18	0.5669040	0.5668289	0.5669791
Kronecker	19	0.5669204	0.5668272	0.5670135
Kronecker	20	0.5668308	0.5667430	0.5669185
