model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
GraphRNN	1	0.0400000	-0.0841075	0.1641075	0.0400000	-0.0841075	0.1641075
GraphRNN	2	0.0476667	-0.1124462	0.2077796	0.0413333	-0.0779398	0.1606064
GraphRNN	3	0.2473333	-0.4396614	0.9343280	0.2293333	-0.4827626	0.9414292
GraphRNN	4	0.0286667	-0.0489933	0.1063266	0.2353333	-0.4645648	0.9352315
GraphRNN	5	0.0313333	-0.0434113	0.1060780	0.0403333	-0.0701014	0.1507681
GraphRNN	6	0.0420000	-0.0720271	0.1560271	0.0556667	-0.0960557	0.2073890
GraphRNN	7	0.0433333	-0.1022239	0.1888905	0.0500000	-0.0867630	0.1867630
GraphRNN	8	0.0300000	-0.0630806	0.1230806	0.0406667	-0.0974061	0.1787394
GraphRNN	9	0.0443333	-0.0979437	0.1866103	0.0573333	-0.1578901	0.2725568
GraphRNN	10	0.0350000	-0.0425672	0.1125672	0.0630000	-0.1014604	0.2274604
GraphRNN	11	0.0410000	-0.0909402	0.1729402	0.0316667	-0.0491474	0.1124807
GraphRNN	12	0.0406667	-0.0862271	0.1675605	0.0293333	-0.0480081	0.1066748
GraphRNN	13	0.0406667	-0.0775411	0.1588744	0.0366667	-0.0565575	0.1298908
GraphRNN	14	0.0450000	-0.1214372	0.2114372	0.0620000	-0.1512889	0.2752889
GraphRNN	15	0.0460000	-0.0890604	0.1810604	0.0426667	-0.0804006	0.1657339
GraphRNN	16	0.0703333	-0.1667988	0.3074655	0.0666667	-0.1366283	0.2699616
GraphRNN	17	0.0563333	-0.1145554	0.2272220	0.0310000	-0.0472799	0.1092799
GraphRNN	18	0.0413333	-0.0593381	0.1420048	0.0523333	-0.0658744	0.1705411
GraphRNN	19	0.1873333	-0.3538002	0.7284669	0.1860000	-0.3599850	0.7319850
GraphRNN	20	0.0260000	-0.0325751	0.0845751	0.1916667	-0.3369666	0.7202999
GraphRNN	21	0.0386667	-0.0798799	0.1572132	0.0310000	-0.0436482	0.1056482
GraphRNN	22	0.0463333	-0.0745075	0.1671741	0.0453333	-0.0664621	0.1571287
GraphRNN	23	0.0336667	-0.0578202	0.1251536	0.0480000	-0.0854054	0.1814054
GraphRNN	24	0.0506667	-0.1054656	0.2067989	0.0576667	-0.1278027	0.2431360
GraphRNN	25	0.0493333	-0.0775605	0.1762271	0.0466667	-0.0580607	0.1513940
GraphRNN	26	0.0373333	-0.0792184	0.1538850	0.0396667	-0.0623444	0.1416778
GraphRNN	27	0.0223333	-0.0291988	0.0738655	0.0406667	-0.0638247	0.1451581
GraphRNN	28	0.0410000	-0.0634225	0.1454225	0.0346667	-0.0405717	0.1099050
GraphRNN	29	0.0413333	-0.0560668	0.1387335	0.0523333	-0.0692711	0.1739377
GraphRNN	30	0.0263333	-0.0466146	0.0992813	0.0560000	-0.0831117	0.1951117
GraphRNN	31	0.0220000	-0.0303440	0.0743440	0.0186667	-0.0215682	0.0589015
GraphRNN	32	0.0180000	-0.0255256	0.0615256	0.0200000	-0.0296828	0.0696828
GraphRNN	33	0.0473333	-0.1002448	0.1949115	0.0543333	-0.1082655	0.2169321
GraphRNN	34	0.2303333	-0.4778870	0.9385537	0.2550000	-0.4117909	0.9217909
GraphRNN	35	0.0260000	-0.0412096	0.0932096	0.2223333	-0.5027895	0.9474562
GraphRNN	36	0.0310000	-0.0544413	0.1164413	0.0393333	-0.0702037	0.1488704
GraphRNN	37	0.0483333	-0.0774615	0.1741282	0.0353333	-0.0463164	0.1169830
GraphRNN	38	0.0383333	-0.0770744	0.1537411	0.0503333	-0.0726837	0.1733504
GraphRNN	39	0.0256667	-0.0295647	0.0808980	0.0376667	-0.0542912	0.1296245
GraphRNN	40	0.2300000	-0.4768976	0.9368976	0.2653333	-0.6204014	1.1510681
GraphRNN	41	0.0300000	-0.0578627	0.1178627	0.2736667	-0.5957543	1.1430877
GraphRNN	42	0.0500000	-0.1087518	0.2087518	0.0480000	-0.0953070	0.1913070
GraphRNN	43	0.0266667	-0.0349045	0.0882379	0.0386667	-0.0636766	0.1410099
GraphRNN	44	0.0273333	-0.0365014	0.0911681	0.0360000	-0.0453342	0.1173342
GraphRNN	45	0.0526667	-0.1100270	0.2153603	0.0590000	-0.1014338	0.2194338
GraphRNN	46	0.0263333	-0.0319425	0.0846092	0.0376667	-0.0784872	0.1538206
GraphRNN	47	0.0256667	-0.0318632	0.0831965	0.0126667	-0.0418336	0.0671669
GraphRNN	48	0.2816667	-0.7076358	1.2709691	0.2780000	-0.7181268	1.2741268
GraphRNN	49	0.0356667	-0.0480725	0.1194058	0.2820000	-0.7055908	1.2695908
