model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
Linear_AE	1	0.7789000	0.7756677	0.7821323	0.7789000	0.7756677	0.7821323
Linear_AE	2	0.6686400	0.6607043	0.6765757	0.4562400	0.4484884	0.4639916
Linear_AE	3	0.6449600	0.6397452	0.6501748	0.4683400	0.4538734	0.4828066
Linear_AE	4	0.6503000	0.6453541	0.6552459	0.4581000	0.4456508	0.4705492
Linear_AE	5	0.6590000	0.6519410	0.6660590	0.5678200	0.5505841	0.5850559
Linear_AE	6	0.6739400	0.6654028	0.6824772	0.7038200	0.6835269	0.7241131
Linear_AE	7	0.7128000	0.6972956	0.7283044	0.8249000	0.8023590	0.8474410
Linear_AE	8	0.7396800	0.7247504	0.7546096	0.8482200	0.8196955	0.8767445
Linear_AE	9	0.7470600	0.7349670	0.7591530	0.5956800	0.4934883	0.6978717
Linear_AE	10	0.7474000	0.7379197	0.7568803	0.3472000	0.2398057	0.4545943
Linear_AE	11	0.7542000	0.7462634	0.7621366	0.1632400	0.0730927	0.2533873
Linear_AE	12	0.7532400	0.7455040	0.7609760	0.0971200	0.0255242	0.1687158
Linear_AE	13	0.7534800	0.7457001	0.7612599	0.0532800	-0.0010939	0.1076539
Linear_AE	14	0.7537800	0.7459667	0.7615933	0.0609800	0.0069300	0.1150300
Linear_AE	15	0.7539600	0.7463087	0.7616113	0.0550200	0.0045097	0.1055303
Linear_AE	16	0.7547800	0.7478713	0.7616887	0.0897200	0.0238775	0.1555625
Linear_AE	17	0.7544400	0.7471210	0.7617590	0.0762200	0.0149020	0.1375380
Linear_AE	18	0.7573800	0.7495537	0.7652063	0.0630200	0.0079220	0.1181180
Linear_AE	19	0.7572600	0.7494685	0.7650515	0.0549000	0.0055020	0.1042980
Linear_AE	20	0.7572800	0.7495279	0.7650321	0.0528200	0.0059311	0.0997089
