rule_id, collapses, edges_approx, total_cost, rule_details
53, 7, 0, 80985, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1218)  ('type_1'  'type_1')  ('type_1'  1573)  (1396  1218)  (1573  1218)]
69, 433, 293, 81171, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1218)  ('type_1'  'type_1')  ('type_1'  1573)  (1573  1218)]
0, 248, 181, 81318, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2587)  ('type_1'  'type_1')  ('type_1'  2587)  (2587  2261)]
196, 7, 0, 81165, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  529)  ('type_1'  'type_1')  ('type_1'  1179)  (1179  529)  (1179  2225)  (2225  529)]
69, 15, 0, 81162, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1218)  ('type_1'  'type_1')  ('type_1'  1573)  (1573  1218)]
38, 94, 55, 81211, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2049)  ('type_1'  'type_1')  ('type_1'  2049)  (1218  2049)]
196, 2, 0, 81167, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  529)  ('type_1'  'type_1')  ('type_1'  1179)  (1179  529)  (1179  2225)  (2225  529)]
69, 252, 241, 81409, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1218)  ('type_1'  'type_1')  ('type_1'  1573)  (1573  1218)]
38, 35, 26, 81438, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2049)  ('type_1'  'type_1')  ('type_1'  2049)  (1218  2049)]
0, 56, 50, 81494, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2587)  ('type_1'  'type_1')  ('type_1'  2587)  (2587  2261)]
69, 7, 0, 81499, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1218)  ('type_1'  'type_1')  ('type_1'  1573)  (1573  1218)]
196, 1, 0, 81483, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  529)  ('type_1'  'type_1')  ('type_1'  1179)  (1179  529)  (1179  2225)  (2225  529)]
30, 7, 0, 81509, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2771)  ('type_1'  'type_1')  ('type_1'  1466)  (2771  1466)]
97, 6, 0, 81458, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  744)  ('type_0'  1830)  ('type_1'  'type_1')  ('type_1'  1830)  (1830  744)]
196, 16, 16, 81070, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  529)  ('type_1'  'type_1')  ('type_1'  1179)  (1179  529)  (1179  2225)  (2225  529)]
53, 4, 4, 81034, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1218)  ('type_1'  'type_1')  ('type_1'  1573)  (1396  1218)  (1573  1218)]
290, 5, 4, 80884, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2408)  ('type_1'  'type_1')  ('type_1'  553)  ('type_1'  2823)  (553  2408)  (2823  553)  (2823  2408)]
196, 2, 2, 80846, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  529)  ('type_1'  'type_1')  ('type_1'  1179)  (1179  529)  (1179  2225)  (2225  529)]
69, 1, 0, 80857, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1218)  ('type_1'  'type_1')  ('type_1'  1573)  (1573  1218)]
31, 4, 4, 80852, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1708)  ('type_1'  'type_1')  ('type_1'  1466)  (2771  1466)  (2771  1708)]
69, 29, 29, 80893, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1218)  ('type_1'  'type_1')  ('type_1'  1573)  (1573  1218)]
196, 1, 1, 80880, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  529)  ('type_1'  'type_1')  ('type_1'  1179)  (1179  529)  (1179  2225)  (2225  529)]
