rule_id, collapses, edges_approx, total_cost, rule_details
23, 17, 17, 78684, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  936)  ('type_1'  'type_1')  ('type_1'  792)  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (954  936)  (2677  936)  (2677  954)]
14, 10, 10, 77589, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_0'  2677)  ('type_1'  'type_1')  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (2677  954)]
74, 5, 0, 77497, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_1'  'type_1')  ('type_1'  1605)  (792  2107)  (1605  792)  (2107  954)]
23, 2, 2, 77219, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  936)  ('type_1'  'type_1')  ('type_1'  792)  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (954  936)  (2677  936)  (2677  954)]
74, 2, 0, 77173, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_1'  'type_1')  ('type_1'  1605)  (792  2107)  (1605  792)  (2107  954)]
14, 3, 3, 76831, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_0'  2677)  ('type_1'  'type_1')  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (2677  954)]
74, 2, 0, 76785, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_1'  'type_1')  ('type_1'  1605)  (792  2107)  (1605  792)  (2107  954)]
23, 3, 3, 76362, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  936)  ('type_1'  'type_1')  ('type_1'  792)  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (954  936)  (2677  936)  (2677  954)]
14, 5, 5, 75784, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_0'  2677)  ('type_1'  'type_1')  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (2677  954)]
23, 2, 2, 75506, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  936)  ('type_1'  'type_1')  ('type_1'  792)  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (954  936)  (2677  936)  (2677  954)]
74, 3, 0, 75431, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_1'  'type_1')  ('type_1'  1605)  (792  2107)  (1605  792)  (2107  954)]
23, 2, 2, 75153, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  936)  ('type_1'  'type_1')  ('type_1'  792)  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (954  936)  (2677  936)  (2677  954)]
14, 2, 2, 74929, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_0'  2677)  ('type_1'  'type_1')  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (2677  954)]
74, 2, 0, 74883, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_1'  'type_1')  ('type_1'  1605)  (792  2107)  (1605  792)  (2107  954)]
23, 7, 7, 73880, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  936)  ('type_1'  'type_1')  ('type_1'  792)  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (954  936)  (2677  936)  (2677  954)]
14, 3, 3, 73538, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_0'  2677)  ('type_1'  'type_1')  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (2677  954)]
74, 1, 0, 73521, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_1'  'type_1')  ('type_1'  1605)  (792  2107)  (1605  792)  (2107  954)]
23, 3, 3, 73098, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  936)  ('type_1'  'type_1')  ('type_1'  792)  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (954  936)  (2677  936)  (2677  954)]
74, 2, 0, 73052, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_1'  'type_1')  ('type_1'  1605)  (792  2107)  (1605  792)  (2107  954)]
14, 2, 2, 72828, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_0'  2677)  ('type_1'  'type_1')  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (2677  954)]
74, 2, 0, 72782, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_1'  'type_1')  ('type_1'  1605)  (792  2107)  (1605  792)  (2107  954)]
14, 3, 3, 72440, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_0'  2677)  ('type_1'  'type_1')  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (2677  954)]
23, 2, 2, 72162, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  936)  ('type_1'  'type_1')  ('type_1'  792)  ('type_1'  1605)  (792  1622)  (792  2107)  (1605  792)  (1605  1622)  (1622  2107)  (1622  2677)  (2107  954)  (2107  2677)  (954  936)  (2677  936)  (2677  954)]
74, 1, 0, 72145, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  954)  ('type_1'  'type_1')  ('type_1'  1605)  (792  2107)  (1605  792)  (2107  954)]
