rule_id, collapses, edges_approx, total_cost, rule_details
96, 8, 0, 80970, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1369)  ('type_1'  'type_1')  ('type_1'  68)  (1369  68)  (1369  428)]
136, 7, 0, 80908, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  299)  ('type_1'  'type_1')  ('type_1'  2345)  (2345  299)  (2345  2008)]
78, 105, 0, 80836, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (2542  1182)]
52, 36, 0, 80833, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (1182  2577)]
96, 2, 0, 80815, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1369)  ('type_1'  'type_1')  ('type_1'  68)  (1369  68)  (1369  428)]
52, 417, 335, 81080, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (1182  2577)]
78, 32, 0, 81060, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (2542  1182)]
53, 433, 355, 81370, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2577)  ('type_1'  'type_1')  ('type_1'  1182)  (1182  2577)]
0, 44, 0, 81359, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2528)  ('type_1'  'type_1')  ('type_1'  1182)  (2528  1182)]
78, 55, 42, 81400, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (2542  1182)]
0, 22, 15, 81420, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2528)  ('type_1'  'type_1')  ('type_1'  1182)  (2528  1182)]
52, 2, 0, 81430, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (1182  2577)]
53, 2, 0, 81440, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2577)  ('type_1'  'type_1')  ('type_1'  1182)  (1182  2577)]
43, 4, 4, 81435, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2517)  ('type_1'  'type_1')  ('type_1'  1182)  (2528  1182)  (2517  2528)]
0, 1, 1, 81448, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2528)  ('type_1'  'type_1')  ('type_1'  1182)  (2528  1182)]
78, 3, 3, 81463, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (2542  1182)]
0, 6, 6, 81481, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2528)  ('type_1'  'type_1')  ('type_1'  1182)  (2528  1182)]
53, 1, 0, 81492, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2577)  ('type_1'  'type_1')  ('type_1'  1182)  (1182  2577)]
0, 1, 1, 81505, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2528)  ('type_1'  'type_1')  ('type_1'  1182)  (2528  1182)]
78, 34, 34, 81551, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (2542  1182)]
43, 1, 1, 81551, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2517)  ('type_1'  'type_1')  ('type_1'  1182)  (2528  1182)  (2517  2528)]
78, 4, 4, 81567, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (2542  1182)]
0, 15, 15, 81594, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2528)  ('type_1'  'type_1')  ('type_1'  1182)  (2528  1182)]
53, 9, 9, 81615, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2577)  ('type_1'  'type_1')  ('type_1'  1182)  (1182  2577)]
0, 11, 11, 81638, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2528)  ('type_1'  'type_1')  ('type_1'  1182)  (2528  1182)]
53, 4, 4, 81654, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2577)  ('type_1'  'type_1')  ('type_1'  1182)  (1182  2577)]
78, 4, 4, 81670, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (2542  1182)]
52, 7, 7, 81689, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (1182  2577)]
53, 22, 22, 81723, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2577)  ('type_1'  'type_1')  ('type_1'  1182)  (1182  2577)]
0, 13, 13, 81748, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2528)  ('type_1'  'type_1')  ('type_1'  1182)  (2528  1182)]
78, 3, 3, 81763, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (2542  1182)]
0, 6, 6, 81781, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2528)  ('type_1'  'type_1')  ('type_1'  1182)  (2528  1182)]
78, 6, 6, 81799, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (2542  1182)]
52, 3, 3, 81814, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (1182  2577)]
53, 24, 24, 81850, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2577)  ('type_1'  'type_1')  ('type_1'  1182)  (1182  2577)]
78, 9, 9, 81871, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1182)  ('type_1'  'type_1')  ('type_1'  1182)  (2542  1182)]
0, 8, 8, 81891, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2528)  ('type_1'  'type_1')  ('type_1'  1182)  (2528  1182)]
53, 10, 10, 81913, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2577)  ('type_1'  'type_1')  ('type_1'  1182)  (1182  2577)]
