rule_id, collapses, edges_approx, total_cost, rule_details
126, 22, 22, 77959, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2518)  ('type_1'  'type_1')  ('type_1'  1099)  ('type_1'  1351)  (1063  2518)  (1633  1063)  (1633  2518)  (1665  1063)  (1665  1633)  (1099  1351)  (1099  2839)  (1351  1665)  (1351  2839)  (2839  1633)  (2839  1665)]
94, 4, 4, 77624, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2775)  ('type_1'  'type_1')  ('type_1'  2221)  (698  749)  (698  2461)  (749  2775)  (2103  698)  (2103  2461)  (2221  698)  (2221  2103)  (2461  749)  (2461  2775)]
126, 9, 9, 76331, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2518)  ('type_1'  'type_1')  ('type_1'  1099)  ('type_1'  1351)  (1063  2518)  (1633  1063)  (1633  2518)  (1665  1063)  (1665  1633)  (1099  1351)  (1099  2839)  (1351  1665)  (1351  2839)  (2839  1633)  (2839  1665)]
94, 16, 16, 74663, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2775)  ('type_1'  'type_1')  ('type_1'  2221)  (698  749)  (698  2461)  (749  2775)  (2103  698)  (2103  2461)  (2221  698)  (2221  2103)  (2461  749)  (2461  2775)]
126, 3, 3, 74240, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2518)  ('type_1'  'type_1')  ('type_1'  1099)  ('type_1'  1351)  (1063  2518)  (1633  1063)  (1633  2518)  (1665  1063)  (1665  1633)  (1099  1351)  (1099  2839)  (1351  1665)  (1351  2839)  (2839  1633)  (2839  1665)]
94, 28, 30, 71320, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2775)  ('type_1'  'type_1')  ('type_1'  2221)  (698  749)  (698  2461)  (749  2775)  (2103  698)  (2103  2461)  (2221  698)  (2221  2103)  (2461  749)  (2461  2775)]
126, 3, 3, 70897, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2518)  ('type_1'  'type_1')  ('type_1'  1099)  ('type_1'  1351)  (1063  2518)  (1633  1063)  (1633  2518)  (1665  1063)  (1665  1633)  (1099  1351)  (1099  2839)  (1351  1665)  (1351  2839)  (2839  1633)  (2839  1665)]
10, 8, 2, 70724, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1162)  ('type_1'  'type_1')  ('type_1'  2695)  (2969  1162)  (1530  2969)  (2695  1530)]
94, 14, 16, 69274, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2775)  ('type_1'  'type_1')  ('type_1'  2221)  (698  749)  (698  2461)  (749  2775)  (2103  698)  (2103  2461)  (2221  698)  (2221  2103)  (2461  749)  (2461  2775)]
126, 3, 3, 68851, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2518)  ('type_1'  'type_1')  ('type_1'  1099)  ('type_1'  1351)  (1063  2518)  (1633  1063)  (1633  2518)  (1665  1063)  (1665  1633)  (1099  1351)  (1099  2839)  (1351  1665)  (1351  2839)  (2839  1633)  (2839  1665)]
