rule_id, collapses, edges_approx, total_cost, rule_details
110, 7, 0, 80715, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  416)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)]
193, 26, 23, 77720, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2408)  ('type_1'  'type_1')  ('type_1'  912)  ('type_1'  19)  (19  912)  (19  1561)  (912  1561)  (912  2809)  (1561  733)  (1561  2809)  (733  2408)  (2809  733)  (2809  2408)]
191, 23, 23, 75390, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2408)  ('type_1'  'type_1')  ('type_1'  19)  (19  912)  (19  1561)  (912  1561)  (912  2809)  (1561  733)  (1561  2809)  (733  2408)  (2809  733)  (2809  2408)]
110, 1, 0, 75347, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  416)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)]
90, 9, 0, 75138, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2687)  ('type_1'  'type_1')  ('type_1'  2469)  (1743  2687)  (2469  1743)  (2469  2687)]
113, 4, 4, 74896, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  1462)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)  (1462  416)  (1462  1207)]
191, 3, 2, 74589, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2408)  ('type_1'  'type_1')  ('type_1'  19)  (19  912)  (19  1561)  (912  1561)  (912  2809)  (1561  733)  (1561  2809)  (733  2408)  (2809  733)  (2809  2408)]
113, 12, 12, 73665, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  1462)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)  (1462  416)  (1462  1207)]
191, 4, 4, 73257, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2408)  ('type_1'  'type_1')  ('type_1'  19)  (19  912)  (19  1561)  (912  1561)  (912  2809)  (1561  733)  (1561  2809)  (733  2408)  (2809  733)  (2809  2408)]
113, 9, 9, 72567, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  1462)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)  (1462  416)  (1462  1207)]
7, 6, 0, 72520, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  886)  ('type_1'  'type_1')  ('type_1'  1052)  (494  886)  (1052  494)]
1, 284, 249, 72767, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2569)  ('type_1'  'type_1')  ('type_1'  2146)  (2146  2569)]
193, 2, 2, 72543, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2408)  ('type_1'  'type_1')  ('type_1'  912)  ('type_1'  19)  (19  912)  (19  1561)  (912  1561)  (912  2809)  (1561  733)  (1561  2809)  (733  2408)  (2809  733)  (2809  2408)]
110, 1, 1, 72503, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  416)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)]
90, 2, 0, 72459, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2687)  ('type_1'  'type_1')  ('type_1'  2469)  (1743  2687)  (2469  1743)  (2469  2687)]
110, 21, 21, 71379, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  416)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)]
131, 6, 6, 70825, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2132)  ('type_0'  2975)  ('type_1'  'type_1')  ('type_1'  2978)  ('type_1'  1212)  (1212  2709)  (1212  2975)  (2709  2132)  (2709  2975)  (2975  2132)  (2978  1212)  (2978  2709)]
7, 3, 0, 70792, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  886)  ('type_1'  'type_1')  ('type_1'  1052)  (494  886)  (1052  494)]
131, 2, 2, 70596, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2132)  ('type_0'  2975)  ('type_1'  'type_1')  ('type_1'  2978)  ('type_1'  1212)  (1212  2709)  (1212  2975)  (2709  2132)  (2709  2975)  (2975  2132)  (2978  1212)  (2978  2709)]
1, 221, 205, 70797, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2569)  ('type_1'  'type_1')  ('type_1'  2146)  (2146  2569)]
83, 26, 11, 70826, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1328)  ('type_1'  'type_1')  ('type_1'  1328)  (1328  1153)]
113, 5, 4, 70444, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  1462)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)  (1462  416)  (1462  1207)]
2, 30, 19, 70485, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2569)  ('type_1'  'type_1')  ('type_1'  2569)  (2146  2569)]
113, 5, 5, 70107, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  1462)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)  (1462  416)  (1462  1207)]
193, 1, 1, 70001, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2408)  ('type_1'  'type_1')  ('type_1'  912)  ('type_1'  19)  (19  912)  (19  1561)  (912  1561)  (912  2809)  (1561  733)  (1561  2809)  (733  2408)  (2809  733)  (2809  2408)]
1, 9, 0, 70004, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2569)  ('type_1'  'type_1')  ('type_1'  2146)  (2146  2569)]
110, 4, 4, 69808, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  416)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)]
83, 21, 20, 69839, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1328)  ('type_1'  'type_1')  ('type_1'  1328)  (1328  1153)]
90, 2, 0, 69795, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2687)  ('type_1'  'type_1')  ('type_1'  2469)  (1743  2687)  (2469  1743)  (2469  2687)]
131, 1, 1, 69703, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2132)  ('type_0'  2975)  ('type_1'  'type_1')  ('type_1'  2978)  ('type_1'  1212)  (1212  2709)  (1212  2975)  (2709  2132)  (2709  2975)  (2975  2132)  (2978  1212)  (2978  2709)]
83, 6, 3, 69715, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1328)  ('type_1'  'type_1')  ('type_1'  1328)  (1328  1153)]
113, 1, 1, 69649, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  1462)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)  (1462  416)  (1462  1207)]
1, 3, 0, 69658, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2569)  ('type_1'  'type_1')  ('type_1'  2146)  (2146  2569)]
111, 9, 9, 69126, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  416)  ('type_1'  1207)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)]
13, 5, 4, 68916, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  827)  ('type_1'  'type_1')  ('type_1'  886)  (494  726)  (494  886)  (726  827)  (886  726)  (886  827)]
123, 6, 6, 68579, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2709)  ('type_0'  2975)  ('type_1'  'type_1')  ('type_1'  2978)  (1212  2709)  (1212  2975)  (2709  2975)  (2978  1212)  (2978  2709)]
110, 2, 2, 68487, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  416)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)]
90, 5, 5, 68374, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2687)  ('type_1'  'type_1')  ('type_1'  2469)  (1743  2687)  (2469  1743)  (2469  2687)]
111, 2, 2, 68256, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  416)  ('type_1'  1207)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)]
90, 40, 40, 67268, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2687)  ('type_1'  'type_1')  ('type_1'  2469)  (1743  2687)  (2469  1743)  (2469  2687)]
131, 1, 1, 67176, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2132)  ('type_0'  2975)  ('type_1'  'type_1')  ('type_1'  2978)  ('type_1'  1212)  (1212  2709)  (1212  2975)  (2709  2132)  (2709  2975)  (2975  2132)  (2978  1212)  (2978  2709)]
111, 1, 1, 67123, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  416)  ('type_1'  1207)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)]
13, 1, 1, 67083, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  827)  ('type_1'  'type_1')  ('type_1'  886)  (494  726)  (494  886)  (726  827)  (886  726)  (886  827)]
91, 2, 1, 67047, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2687)  ('type_0'  1743)  ('type_1'  'type_1')  ('type_1'  2469)  (1743  2687)  (2469  1743)  (2469  2687)]
191, 1, 1, 66954, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2408)  ('type_1'  'type_1')  ('type_1'  19)  (19  912)  (19  1561)  (912  1561)  (912  2809)  (1561  733)  (1561  2809)  (733  2408)  (2809  733)  (2809  2408)]
1, 2, 0, 66964, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2569)  ('type_1'  'type_1')  ('type_1'  2146)  (2146  2569)]
91, 2, 2, 66900, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2687)  ('type_0'  1743)  ('type_1'  'type_1')  ('type_1'  2469)  (1743  2687)  (2469  1743)  (2469  2687)]
131, 1, 1, 66808, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2132)  ('type_0'  2975)  ('type_1'  'type_1')  ('type_1'  2978)  ('type_1'  1212)  (1212  2709)  (1212  2975)  (2709  2132)  (2709  2975)  (2975  2132)  (2978  1212)  (2978  2709)]
91, 7, 7, 66554, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2687)  ('type_0'  1743)  ('type_1'  'type_1')  ('type_1'  2469)  (1743  2687)  (2469  1743)  (2469  2687)]
63, 9, 9, 66489, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  494)  ('type_1'  'type_1')  ('type_1'  1052)  (1052  494)  (1052  925)]
111, 2, 2, 66371, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  103)  ('type_1'  'type_1')  ('type_1'  416)  ('type_1'  1207)  (1207  103)  (1207  2943)  (2943  103)  (416  1207)  (416  2943)]
