rule_id, collapses, edges_approx, total_cost, rule_details
209, 23, 22, 77810, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  76)  ('type_0'  1639)  ('type_1'  'type_1')  ('type_1'  347)  (76  1639)  (1452  76)  (1452  1639)  (2394  76)  (2394  1452)  (347  697)  (347  1983)  (697  1452)  (697  2394)  (1983  697)  (1983  2394)]
67, 19, 18, 75896, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
209, 3, 3, 75473, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  76)  ('type_0'  1639)  ('type_1'  'type_1')  ('type_1'  347)  (76  1639)  (1452  76)  (1452  1639)  (2394  76)  (2394  1452)  (347  697)  (347  1983)  (697  1452)  (697  2394)  (1983  697)  (1983  2394)]
67, 30, 30, 72335, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
56, 5, 0, 72048, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1480)  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2676  1480)  (2676  2632)]
209, 1, 1, 71915, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  76)  ('type_0'  1639)  ('type_1'  'type_1')  ('type_1'  347)  (76  1639)  (1452  76)  (1452  1639)  (2394  76)  (2394  1452)  (347  697)  (347  1983)  (697  1452)  (697  2394)  (1983  697)  (1983  2394)]
68, 9, 8, 70934, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  ('type_1'  2676)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
209, 1, 1, 70801, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  76)  ('type_0'  1639)  ('type_1'  'type_1')  ('type_1'  347)  (76  1639)  (1452  76)  (1452  1639)  (2394  76)  (2394  1452)  (347  697)  (347  1983)  (697  1452)  (697  2394)  (1983  697)  (1983  2394)]
67, 4, 4, 70393, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
55, 4, 0, 70226, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1480)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2676  1480)  (2676  2632)]
68, 3, 3, 69884, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  ('type_1'  2676)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
59, 12, 12, 69018, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2556)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2556)]
209, 2, 2, 68740, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  76)  ('type_0'  1639)  ('type_1'  'type_1')  ('type_1'  347)  (76  1639)  (1452  76)  (1452  1639)  (2394  76)  (2394  1452)  (347  697)  (347  1983)  (697  1452)  (697  2394)  (1983  697)  (1983  2394)]
59, 10, 10, 67972, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2556)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2556)]
90, 5, 0, 67940, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  2701)  (960  2632)  (2701  960)]
209, 4, 6, 67380, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  76)  ('type_0'  1639)  ('type_1'  'type_1')  ('type_1'  347)  (76  1639)  (1452  76)  (1452  1639)  (2394  76)  (2394  1452)  (347  697)  (347  1983)  (697  1452)  (697  2394)  (1983  697)  (1983  2394)]
0, 77, 46, 67428, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)]
68, 3, 3, 67086, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  ('type_1'  2676)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
67, 1, 1, 66993, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
0, 116, 110, 67109, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)]
209, 3, 4, 66690, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  76)  ('type_0'  1639)  ('type_1'  'type_1')  ('type_1'  347)  (76  1639)  (1452  76)  (1452  1639)  (2394  76)  (2394  1452)  (347  697)  (347  1983)  (697  1452)  (697  2394)  (1983  697)  (1983  2394)]
59, 4, 4, 66390, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2556)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2556)]
0, 18, 16, 66416, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)]
68, 2, 2, 66192, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  ('type_1'  2676)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
67, 1, 1, 66099, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
55, 3, 3, 65955, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1480)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2676  1480)  (2676  2632)]
68, 2, 2, 65731, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  ('type_1'  2676)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
0, 86, 82, 65821, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)]
209, 2, 3, 65547, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  76)  ('type_0'  1639)  ('type_1'  'type_1')  ('type_1'  347)  (76  1639)  (1452  76)  (1452  1639)  (2394  76)  (2394  1452)  (347  697)  (347  1983)  (697  1452)  (697  2394)  (1983  697)  (1983  2394)]
59, 4, 4, 65247, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2556)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2556)]
56, 5, 5, 64934, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1480)  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2676  1480)  (2676  2632)]
67, 1, 1, 64841, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
56, 2, 2, 64723, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1480)  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2676  1480)  (2676  2632)]
209, 1, 1, 64590, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  76)  ('type_0'  1639)  ('type_1'  'type_1')  ('type_1'  347)  (76  1639)  (1452  76)  (1452  1639)  (2394  76)  (2394  1452)  (347  697)  (347  1983)  (697  1452)  (697  2394)  (1983  697)  (1983  2394)]
55, 15, 15, 63822, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1480)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2676  1480)  (2676  2632)]
56, 3, 3, 63639, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1480)  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2676  1480)  (2676  2632)]
67, 1, 1, 63546, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
0, 14, 8, 63560, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)]
209, 1, 1, 63427, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  76)  ('type_0'  1639)  ('type_1'  'type_1')  ('type_1'  347)  (76  1639)  (1452  76)  (1452  1639)  (2394  76)  (2394  1452)  (347  697)  (347  1983)  (697  1452)  (697  2394)  (1983  697)  (1983  2394)]
68, 1, 1, 63321, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  ('type_1'  2676)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
1, 4, 0, 63252, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2676  2632)]
209, 1, 1, 63119, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  76)  ('type_0'  1639)  ('type_1'  'type_1')  ('type_1'  347)  (76  1639)  (1452  76)  (1452  1639)  (2394  76)  (2394  1452)  (347  697)  (347  1983)  (697  1452)  (697  2394)  (1983  697)  (1983  2394)]
90, 1, 0, 63116, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  2701)  (960  2632)  (2701  960)]
56, 2, 2, 62998, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1480)  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2676  1480)  (2676  2632)]
55, 2, 2, 62906, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1480)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2676  1480)  (2676  2632)]
783, 3, 1, 62797, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2269)  ('type_1'  'type_1')  ('type_1'  190)  ('type_1'  1038)  (190  749)  (749  2269)  (1038  749)  (1038  2269)]
209, 1, 1, 62664, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  76)  ('type_0'  1639)  ('type_1'  'type_1')  ('type_1'  347)  (76  1639)  (1452  76)  (1452  1639)  (2394  76)  (2394  1452)  (347  697)  (347  1983)  (697  1452)  (697  2394)  (1983  697)  (1983  2394)]
0, 91, 87, 62759, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)]
68, 1, 1, 62653, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  ('type_1'  2676)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
56, 3, 3, 62470, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1480)  ('type_0'  2632)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2676  1480)  (2676  2632)]
67, 1, 1, 62377, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2197)  ('type_1'  'type_1')  ('type_1'  960)  (960  2632)  (960  2676)  (2632  1480)  (2632  2556)  (2676  1480)  (2676  2632)  (1480  2197)  (1480  2556)  (2556  2197)]
