model	gen	abs_mean	abs95d	abs95u
Kronecker	1	0.8642065	0.8590280	0.8693849
Kronecker	2	0.9488547	0.9473809	0.9503286
Kronecker	3	0.8912822	0.8897739	0.8927905
Kronecker	4	0.7562468	0.7523330	0.7601607
Kronecker	5	0.7918426	0.7840880	0.7995972
Kronecker	6	0.9367754	0.9359662	0.9375846
Kronecker	7	0.9491267	0.9484929	0.9497605
Kronecker	8	0.9505605	0.9501314	0.9509896
Kronecker	9	0.9508361	0.9504673	0.9512049
Kronecker	10	0.9513082	0.9507777	0.9518388
Kronecker	11	0.9519226	0.9515459	0.9522992
Kronecker	12	0.9514466	0.9510943	0.9517989
Kronecker	13	0.9517086	0.9512592	0.9521580
Kronecker	14	0.9514360	0.9509792	0.9518928
Kronecker	15	0.9516813	0.9511322	0.9522304
Kronecker	16	0.9517760	0.9512625	0.9522895
Kronecker	17	0.9517113	0.9512022	0.9522204
Kronecker	18	0.9513420	0.9508612	0.9518227
Kronecker	19	0.9516720	0.9511495	0.9521945
Kronecker	20	0.9516373	0.9511611	0.9521136
