model	gen	abs_mean	abs95d	abs95u
GCN_AE	1	0.7309205	0.7254672	0.7363737
GCN_AE	2	0.8407936	0.8248071	0.8567800
GCN_AE	3	0.8668909	0.8432712	0.8905107
GCN_AE	4	0.8814005	0.8594648	0.9033361
GCN_AE	5	0.9200621	0.8986633	0.9414608
GCN_AE	6	0.9527404	0.9380025	0.9674783
GCN_AE	7	0.9789203	0.9702331	0.9876075
GCN_AE	8	0.9880219	0.9829259	0.9931179
GCN_AE	9	0.9897911	0.9856371	0.9939451
GCN_AE	10	0.9915008	0.9886755	0.9943262
GCN_AE	11	0.9917086	0.9890097	0.9944074
GCN_AE	12	0.9921885	0.9895828	0.9947941
GCN_AE	13	0.9924337	0.9897392	0.9951283
GCN_AE	14	0.9923359	0.9895128	0.9951590
GCN_AE	15	0.9924410	0.9897556	0.9951263
GCN_AE	16	0.9931392	0.9910334	0.9952451
GCN_AE	17	0.9932489	0.9911617	0.9953361
GCN_AE	18	0.9932489	0.9911617	0.9953361
GCN_AE	19	0.9932489	0.9911617	0.9953361
GCN_AE	20	0.9932489	0.9911617	0.9953361
