model	gen	abs_mean	abs95d	abs95u
SBM	1	0.5141740	0.5103804	0.5179676
SBM	2	0.5180645	0.5145003	0.5216287
SBM	3	0.5183852	0.5143866	0.5223837
SBM	4	0.5208437	0.5167208	0.5249666
SBM	5	0.5223675	0.5184192	0.5263158
SBM	6	0.5223713	0.5182042	0.5265383
SBM	7	0.5244465	0.5201066	0.5287865
SBM	8	0.5244150	0.5204544	0.5283755
SBM	9	0.5254367	0.5214677	0.5294057
SBM	10	0.5255631	0.5215428	0.5295834
SBM	11	0.5250102	0.5211796	0.5288408
SBM	12	0.5253352	0.5212045	0.5294659
SBM	13	0.5272381	0.5228057	0.5316704
SBM	14	0.5279011	0.5235303	0.5322718
SBM	15	0.5274504	0.5226674	0.5322333
SBM	16	0.5286178	0.5237092	0.5335265
SBM	17	0.5288029	0.5237248	0.5338809
SBM	18	0.5289610	0.5236554	0.5342666
SBM	19	0.5286166	0.5233441	0.5338891
SBM	20	0.5288630	0.5236304	0.5340955
