model	gen	abs_mean	abs95d	abs95u
CNRG	1	0.9294986	0.9278187	0.9311786
CNRG	2	0.9337749	0.9323192	0.9352306
CNRG	3	0.9354314	0.9338754	0.9369873
CNRG	4	0.9373781	0.9360110	0.9387453
CNRG	5	0.9387541	0.9376332	0.9398750
CNRG	6	0.9407784	0.9394867	0.9420702
CNRG	7	0.9425255	0.9412995	0.9437515
CNRG	8	0.9431224	0.9417628	0.9444821
CNRG	9	0.9443744	0.9431735	0.9455754
CNRG	10	0.9446314	0.9431518	0.9461111
CNRG	11	0.9451484	0.9436253	0.9466715
CNRG	12	0.9463702	0.9450510	0.9476894
CNRG	13	0.9466761	0.9453574	0.9479948
CNRG	14	0.9480694	0.9468481	0.9492908
CNRG	15	0.9473557	0.9460640	0.9486474
CNRG	16	0.9476144	0.9462953	0.9489335
CNRG	17	0.9478960	0.9466932	0.9490988
CNRG	18	0.9489670	0.9477887	0.9501454
CNRG	19	0.9492592	0.9479025	0.9506159
CNRG	20	0.9491437	0.9477812	0.9505062
