model	gen	abs_mean	abs95d	abs95u
Kronecker	1	0.6848030	0.6818310	0.6877749
Kronecker	2	0.7225317	0.7205223	0.7245411
Kronecker	3	0.8235163	0.8200716	0.8269610
Kronecker	4	0.9521403	0.9501089	0.9541717
Kronecker	5	0.9916371	0.9912242	0.9920500
Kronecker	6	0.9964275	0.9963250	0.9965299
Kronecker	7	0.9955397	0.9952921	0.9957874
Kronecker	8	0.9824490	0.9813195	0.9835784
Kronecker	9	0.9562481	0.9553051	0.9571910
Kronecker	10	0.9525533	0.9523775	0.9527291
Kronecker	11	0.9524885	0.9523466	0.9526304
Kronecker	12	0.9526663	0.9524930	0.9528395
Kronecker	13	0.9527587	0.9525508	0.9529667
Kronecker	14	0.9526123	0.9524109	0.9528137
Kronecker	15	0.9528273	0.9526225	0.9530321
Kronecker	16	0.9525099	0.9522297	0.9527902
Kronecker	17	0.9527524	0.9524262	0.9530786
Kronecker	18	0.9526668	0.9522366	0.9530970
Kronecker	19	0.9527288	0.9520372	0.9534203
Kronecker	20	0.9526432	0.9513941	0.9538923
