model	gen	abs_mean	abs95d	abs95u
Linear_AE	1	0.6788608	0.6768849	0.6808368
Linear_AE	2	0.7573871	0.7547614	0.7600128
Linear_AE	3	0.7949235	0.7921312	0.7977158
Linear_AE	4	0.8037321	0.8009635	0.8065006
Linear_AE	5	0.8289057	0.8239490	0.8338624
Linear_AE	6	0.8761826	0.8684068	0.8839583
Linear_AE	7	0.9289635	0.9200061	0.9379209
Linear_AE	8	0.9616938	0.9537122	0.9696754
Linear_AE	9	0.9758466	0.9700257	0.9816675
Linear_AE	10	0.9811325	0.9776858	0.9845792
Linear_AE	11	0.9841160	0.9817986	0.9864335
Linear_AE	12	0.9851878	0.9832841	0.9870915
Linear_AE	13	0.9851908	0.9832107	0.9871709
Linear_AE	14	0.9848341	0.9826387	0.9870296
Linear_AE	15	0.9848093	0.9826854	0.9869332
Linear_AE	16	0.9853666	0.9835867	0.9871464
Linear_AE	17	0.9841519	0.9810143	0.9872896
Linear_AE	18	0.9858735	0.9841057	0.9876414
Linear_AE	19	0.9859686	0.9842386	0.9876986
Linear_AE	20	0.9859551	0.9842534	0.9876568
