model	gen	abs_mean	abs95d	abs95u
BTER	1	0.9102321	0.9088560	0.9116082
BTER	2	0.9112037	0.9098100	0.9125974
BTER	3	0.9098437	0.9085715	0.9111158
BTER	4	0.9115075	0.9104147	0.9126003
BTER	5	0.9124472	0.9110720	0.9138224
BTER	6	0.9117509	0.9106220	0.9128799
BTER	7	0.9122590	0.9112600	0.9132581
BTER	8	0.9124911	0.9112460	0.9137362
BTER	9	0.9134836	0.9124685	0.9144988
BTER	10	0.9133709	0.9121124	0.9146294
BTER	11	0.9144217	0.9134922	0.9153513
BTER	12	0.9142781	0.9131150	0.9154412
BTER	13	0.9133326	0.9122090	0.9144563
BTER	14	0.9146347	0.9134342	0.9158352
BTER	15	0.9153568	0.9143572	0.9163564
BTER	16	0.9150612	0.9141145	0.9160080
BTER	17	0.9158519	0.9146804	0.9170235
BTER	18	0.9151671	0.9141949	0.9161393
BTER	19	0.9145187	0.9135209	0.9155165
BTER	20	0.9155272	0.9144698	0.9165846
