model	gen	abs_mean	abs95d	abs95u
CNRG	1	0.2893490	0.2865609	0.2921371
CNRG	2	0.2967324	0.2940594	0.2994054
CNRG	3	0.3031109	0.3002172	0.3060047
CNRG	4	0.3128238	0.3102447	0.3154029
CNRG	5	0.3277483	0.3245428	0.3309538
CNRG	6	0.3452906	0.3408240	0.3497573
CNRG	7	0.3606564	0.3569568	0.3643560
CNRG	8	0.3709911	0.3673533	0.3746288
CNRG	9	0.3882179	0.3844082	0.3920276
CNRG	10	0.4023724	0.3976811	0.4070638
CNRG	11	0.4182226	0.4133767	0.4230685
CNRG	12	0.4342515	0.4290681	0.4394349
CNRG	13	0.4558590	0.4497219	0.4619961
CNRG	14	0.4706188	0.4635879	0.4776497
CNRG	15	0.4901992	0.4816759	0.4987225
CNRG	16	0.5120048	0.5018235	0.5221860
CNRG	17	0.5353684	0.5222411	0.5484958
CNRG	18	0.5551263	0.5406963	0.5695564
CNRG	19	0.5777860	0.5618192	0.5937529
CNRG	20	0.6026637	0.5855959	0.6197316
