model	gen	abs_mean	abs95d	abs95u
Erdos-Renyi	1	0.9967437	0.9966974	0.9967900
Erdos-Renyi	2	0.9967615	0.9967203	0.9968026
Erdos-Renyi	3	0.9967058	0.9966423	0.9967694
Erdos-Renyi	4	0.9967717	0.9967255	0.9968180
Erdos-Renyi	5	0.9967526	0.9966927	0.9968126
Erdos-Renyi	6	0.9967916	0.9967310	0.9968521
Erdos-Renyi	7	0.9967656	0.9966979	0.9968334
Erdos-Renyi	8	0.9967214	0.9966388	0.9968041
Erdos-Renyi	9	0.9967409	0.9966528	0.9968289
Erdos-Renyi	10	0.9967239	0.9966412	0.9968066
Erdos-Renyi	11	0.9967884	0.9967186	0.9968583
Erdos-Renyi	12	0.9967727	0.9967096	0.9968358
Erdos-Renyi	13	0.9968036	0.9967289	0.9968784
Erdos-Renyi	14	0.9967674	0.9966836	0.9968512
Erdos-Renyi	15	0.9967258	0.9966411	0.9968105
Erdos-Renyi	16	0.9967627	0.9966733	0.9968520
Erdos-Renyi	17	0.9967829	0.9966920	0.9968738
Erdos-Renyi	18	0.9967622	0.9966574	0.9968669
Erdos-Renyi	19	0.9967630	0.9966734	0.9968526
Erdos-Renyi	20	0.9967056	0.9966076	0.9968037
