model	gen	abs_mean	abs95d	abs95u
BUGGE	1	0.9093450	0.9065240	0.9121660
BUGGE	2	0.9282667	0.9248273	0.9317061
BUGGE	3	0.9203049	0.9174164	0.9231934
BUGGE	4	0.9068272	0.9033308	0.9103237
BUGGE	5	0.9079005	0.9051013	0.9106998
BUGGE	6	0.9091334	0.9067259	0.9115409
BUGGE	7	0.9106147	0.9074723	0.9137572
BUGGE	8	0.9122176	0.9098085	0.9146266
BUGGE	9	0.9117838	0.9091705	0.9143971
BUGGE	10	0.9146745	0.9116386	0.9177105
BUGGE	11	0.9152910	0.9130139	0.9175682
BUGGE	12	0.9177528	0.9150957	0.9204099
BUGGE	13	0.9150416	0.9130608	0.9170225
BUGGE	14	0.9166347	0.9147249	0.9185445
BUGGE	15	0.9174715	0.9149469	0.9199961
BUGGE	16	0.9191739	0.9172347	0.9211132
BUGGE	17	0.9197462	0.9172792	0.9222132
BUGGE	18	0.9186668	0.9161689	0.9211646
BUGGE	19	0.9194509	0.9173611	0.9215406
BUGGE	20	0.9196342	0.9173819	0.9218865
