model	gen	abs_mean	abs95d	abs95u
SBM	1	0.9939989	0.9932466	0.9947513
SBM	2	0.9921150	0.9912247	0.9930053
SBM	3	0.9910168	0.9900356	0.9919979
SBM	4	0.9905508	0.9896281	0.9914736
SBM	5	0.9895320	0.9883180	0.9907460
SBM	6	0.9894359	0.9884103	0.9904614
SBM	7	0.9894460	0.9884944	0.9903976
SBM	8	0.9893021	0.9883589	0.9902453
SBM	9	0.9894126	0.9885582	0.9902670
SBM	10	0.9897792	0.9889044	0.9906539
SBM	11	0.9902442	0.9893306	0.9911577
SBM	12	0.9900674	0.9892464	0.9908884
SBM	13	0.9904780	0.9896694	0.9912866
SBM	14	0.9907782	0.9898895	0.9916669
SBM	15	0.9906913	0.9898244	0.9915582
SBM	16	0.9907292	0.9898490	0.9916094
SBM	17	0.9910443	0.9901966	0.9918920
SBM	18	0.9906270	0.9895238	0.9917302
SBM	19	0.9915198	0.9906560	0.9923835
SBM	20	0.9917023	0.9908940	0.9925106
