model	gen	abs_mean	abs95d	abs95u
HRG	1	0.5438539	0.5048923	0.5828155
HRG	2	0.5842924	0.5406429	0.6279420
HRG	3	0.6143682	0.5648358	0.6639005
HRG	4	0.6074397	0.5642233	0.6506560
HRG	5	0.5666786	0.5285386	0.6048186
HRG	6	0.5826410	0.5350552	0.6302269
HRG	7	0.5401269	0.4985659	0.5816880
HRG	8	0.5060378	0.4688057	0.5432699
HRG	9	0.5110237	0.4737757	0.5482718
HRG	10	0.5123177	0.4741110	0.5505244
HRG	11	0.5327266	0.4928147	0.5726385
HRG	12	0.5298247	0.4892284	0.5704210
HRG	13	0.5107118	0.4779929	0.5434306
HRG	14	0.5386670	0.5046934	0.5726406
HRG	15	0.5346230	0.5004096	0.5688363
HRG	16	0.5379371	0.5036280	0.5722463
HRG	17	0.5414058	0.5083216	0.5744899
HRG	18	0.5500716	0.5176856	0.5824577
HRG	19	0.5370739	0.5029655	0.5711822
HRG	20	0.5231813	0.4914770	0.5548857
