model	gen	abs_mean	abs95d	abs95u
BTER	1	0.4221744	0.4205718	0.4237769
BTER	2	0.4086757	0.4060762	0.4112752
BTER	3	0.3944141	0.3919215	0.3969066
BTER	4	0.3849200	0.3814350	0.3884050
BTER	5	0.3740421	0.3701053	0.3779789
BTER	6	0.3678536	0.3636442	0.3720629
BTER	7	0.3574823	0.3518615	0.3631031
BTER	8	0.3522359	0.3459218	0.3585499
BTER	9	0.3466478	0.3397653	0.3535304
BTER	10	0.3339310	0.3263450	0.3415170
BTER	11	0.3283864	0.3203419	0.3364309
BTER	12	0.3215223	0.3124144	0.3306303
BTER	13	0.3154121	0.3069677	0.3238565
BTER	14	0.3132644	0.3044622	0.3220667
BTER	15	0.3089671	0.3001404	0.3177937
BTER	16	0.3063029	0.2982226	0.3143833
BTER	17	0.3019190	0.2936676	0.3101704
BTER	18	0.3005724	0.2923259	0.3088189
BTER	19	0.2987009	0.2912929	0.3061090
BTER	20	0.2984537	0.2908044	0.3061031
