model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	0.5829782	0.5819777	0.5839787
Chung-Lu	2	0.5800347	0.5792135	0.5808559
Chung-Lu	3	0.5752029	0.5742565	0.5761493
Chung-Lu	4	0.5712251	0.5703420	0.5721081
Chung-Lu	5	0.5684615	0.5676664	0.5692566
Chung-Lu	6	0.5650317	0.5640757	0.5659877
Chung-Lu	7	0.5623641	0.5612175	0.5635106
Chung-Lu	8	0.5588232	0.5579813	0.5596651
Chung-Lu	9	0.5557232	0.5547738	0.5566726
Chung-Lu	10	0.5538227	0.5529292	0.5547161
Chung-Lu	11	0.5502736	0.5493125	0.5512348
Chung-Lu	12	0.5477595	0.5467812	0.5487378
Chung-Lu	13	0.5458821	0.5447004	0.5470639
Chung-Lu	14	0.5435595	0.5423930	0.5447261
Chung-Lu	15	0.5413213	0.5401717	0.5424710
Chung-Lu	16	0.5395567	0.5385606	0.5405528
Chung-Lu	17	0.5370427	0.5361170	0.5379685
Chung-Lu	18	0.5350905	0.5342068	0.5359742
Chung-Lu	19	0.5332290	0.5321548	0.5343033
Chung-Lu	20	0.5321165	0.5312296	0.5330034
